,annual_stock_code,div_year,annual_revenue('000),annual_net_income('000),annual_eps,annual_dp(%)
603,0152,2021,23413,-29919,-0.026,0.0
604,0152,2022,23112,-22295,-0.014,0.0
605,0153,2018,58512,-4795,-0.02,0.0
606,0153,2019,55186,-4446,-0.018,0.0
607,0153,2020,51794,-5455,-0.022,0.0
608,0153,2021,23363,-7695,-0.016,0.0
609,0153,2022,29622,-7695,-0.007,0.0
610,0153,2023,30987,2484,0.002,0.0
611,0154,2018,20602,-7393,-0.002,0.0
612,0154,2019,37680,-47675,-0.009,0.0
613,0154,2020,50186,-49759,-0.01,0.0
614,0154,2021,45101,-14603,-0.003,0.0
615,0154,2022,35750,2252,0.0,0.0
616,0154,2023,14962,598,0.0,0.0
617,0155,2018,26158,-4543,-0.044,0.0
618,0155,2019,27726,-3838,-0.037,0.0
619,0155,2020,13119,17100,0.165,0.0
620,0155,2021,1782,-4293,-0.04,0.0
621,0155,2022,28360,7210,0.059,0.0
622,0155,2023,3812,847,0.007,0.0
623,0156,2018,12928,-7971,-0.012,0.0
624,0156,2019,19069,-5058,-0.007,0.0
625,0156,2020,13023,-36404,-0.051,0.0
626,0156,2021,19894,1278,0.002,0.0
627,0156,2022,13688,-7027,-0.008,0.0
628,0157,2018,179272,7099,0.043,0.23
629,0157,2019,191025,9888,0.056,0.44
630,0157,2020,159612,10637,0.051,0.39
631,0157,2021,170427,14048,0.043,0.47
632,0157,2022,180374,25403,0.077,0.39
633,0158,2018,66159,7024,0.05,0.68
634,0158,2019,65173,5307,0.038,0.9
635,0158,2020,45410,1591,0.011,0.0
636,0158,2021,47978,1651,0.012,0.85
637,0158,2022,47279,2090,0.015,0.0
638,0159,2018,13371,-3138,-0.013,0.0
639,0159,2019,1200,-2897,-0.013000000000000001,0.0
640,0159,2020,394,-470,0.0,0.0
641,0159,2021,0,-1252,-0.005,0.0
642,0159,2022,11802,6862,0.023,0.0
643,0159,2023,6927,1936,0.006,0.0
644,0160,2018,53487,2028,0.006,0.0
645,0160,2019,51062,1887,0.006,0.0
646,0160,2020,37295,-1905,-0.004,0.0
647,0160,2021,61731,3416,0.01,0.0
648,0160,2022,62626,7504,0.019,0.0
649,0161,2018,33619,-8317,-0.017,0.0
650,0161,2019,116890,6302,0.011,0.0
651,0161,2020,121286,-7937,-0.014,0.0
652,0161,2021,123044,1641,0.007,0.0
653,0161,2022,314974,12868,0.013000000000000001,0.0
654,0162,2018,166549,12335,0.012,0.0
655,0162,2019,186996,12001,0.005,0.0
656,0162,2020,85851,4012,0.002,0.0
657,0162,2021,87742,70792,0.026,0.0
658,0162,2022,128365,12901,0.005,0.0
659,0163,2018,338711,-1423,-0.003,0.0
660,0163,2019,365113,-5751,-0.011,0.0
661,0163,2020,475630,122506,0.228,0.11
662,0163,2021,700315,221032,0.411,0.1
663,0163,2022,216029,-103183,-0.182,0.0
664,0165,2018,200922,-6276,-0.007,0.0
665,0165,2019,312290,-21315,-0.02,0.0
666,0165,2020,251436,-52324,-0.041,0.0
667,0165,2021,334651,-45498,-0.012,0.0
668,0165,2022,295286,-90978,-0.022,0.0
669,0166,2018,1376042,249266,0.112,0.75
670,0166,2019,1152860,191723,0.06,0.86
671,0166,2020,1057951,155750,0.048,0.91
672,0166,2021,1428704,330473,0.1,1.1
673,0166,2022,1547899,390917,0.107,0.94
674,0166,2023,377000,106252,0.029,0.91
675,0167,2018,68341,-4324,-0.024,0.0
676,0167,2019,58615,-2440,-0.014,0.0
677,0167,2020,56167,2450,0.011,0.0
678,0167,2021,59318,-8202,-0.042,0.0
679,0167,2022,42747,-3567,-0.018,0.0
680,0168,2018,225907,20575,0.04,0.44
681,0168,2019,234810,26575,0.052,0.39
682,0168,2020,230147,23255,0.045,0.39
683,0168,2021,237328,22459,0.043,0.4
684,0168,2022,317760,16975,0.033,0.53
685,0168,2023,177093,6256,0.012,0.0
686,0169,2018,1510,-5066,-0.039,0.0
687,0169,2019,1698,-1821,-0.012,0.0
688,0169,2020,1999,-220,0.001,0.0
689,0169,2021,6143,-7277,-0.022,0.0
690,0169,2022,181,-3510,-0.005,0.0
691,0170,2018,59153,-1713,-0.002,0.0
692,0170,2019,65048,6689,0.007,0.0
693,0170,2020,28321,-8812,-0.007,0.0
694,0170,2021,5568,-38776,-0.025,0.0
695,0170,2022,222721,-164086,-0.102,0.0
696,0170,2023,34034,-12295,-0.022,0.0
697,0171,2018,90419,3885,0.018,0.0
698,0171,2019,96234,4275,0.02,0.0
699,0171,2020,80026,3855,0.017,0.58
700,0171,2021,183185,5656,0.02,0.0
701,0171,2022,120970,2897,0.011,0.0
702,0172,2018,457352,24059,0.028,0.0
703,0172,2019,473706,28052,0.031,0.0
704,0172,2020,473093,25621,0.027,0.0
705,0172,2021,484232,25947,0.025,0.2
706,0172,2022,431672,23670,0.022,0.0
707,0173,2018,0,-620,-0.004,0.0
708,0173,2019,0,-1359,-0.01,0.0
709,0173,2020,0,-2364,-0.018,0.0
710,0173,2021,0,-1621,-0.012,0.0
711,0173,2022,0,-813,-0.006,0.0
712,0174,2018,-33812,-17671,-0.032,0.0
713,0174,2019,11937,-17581,-0.032,0.0
714,0174,2020,11238,-2647,-0.01,0.0
715,0174,2021,11602,39,0.0,0.0
716,0174,2022,73073,3091,0.002,0.0
717,0175,2018,114722,-3501,-0.011,0.0
718,0175,2019,72277,-6576,-0.019,0.0
719,0175,2020,29834,-35633,-0.646,0.0
720,0175,2021,73594,-19773,-0.425,0.0
721,0175,2022,103502,14483,0.104,0.0
722,0175,2023,83372,7906,0.011,0.0
723,0176,2018,163065,16345,0.047,0.0
724,0176,2019,235501,18566,0.042,0.48
725,0176,2020,51969,-11236,-0.022,0.0
726,0176,2021,213526,12656,0.025,0.0
727,0176,2022,308010,23765,0.04,0.0
728,0176,2023,208109,12571,0.018,0.0
729,0177,2018,95133,-7900,-0.01,0.0
730,0177,2019,27230,-10862,-0.013,0.0
731,0177,2020,10860,-38971,-0.045,0.0
732,0177,2021,79711,-17554,-0.028,0.0
733,0177,2022,70195,-15444,-0.01,0.0
734,0178,2018,12344,-4357,-0.019,0.0
735,0178,2019,15494,2486,0.01,0.0
736,0178,2020,8338,-12002,-0.043,0.0
737,0178,2021,49098,8516,0.027,0.0
738,0178,2022,30284,1136,0.003,0.0
739,0179,2018,69504,12000,0.015,0.07
740,0179,2019,62204,9030,0.01,0.0
741,0179,2020,36516,-37129,-0.038,0.0
742,0179,2021,96888,-1246,-0.001,0.0
743,0179,2022,24672,-18499,-0.014,0.0
744,0180,2018,458814,-8306,-0.016,0.0
745,0180,2019,625358,11847,0.023,0.0
746,0180,2020,640401,3898,0.008,0.0
747,0180,2021,669210,7464,0.011,0.0
748,0180,2022,705838,20162,0.03,0.0
749,0180,2023,180414,4338,0.006,0.0
750,0181,2018,36958,5297,0.011,0.18
751,0181,2019,28834,-3217,-0.006,0.0
752,0181,2020,19319,-3611,-0.007,0.0
753,0181,2021,61093,10449,0.018,0.0
754,0181,2022,73036,12516,0.02,0.0
755,0182,2018,29716,-1098,-0.002,0.0
756,0182,2019,37180,-2500,-0.006,0.0
757,0182,2020,54951,4348,0.01,0.0
758,0182,2021,75505,-51630,-0.08,0.0
759,0182,2022,85362,1139,0.001,0.0
760,0183,2018,261474,11362,0.029,0.82
761,0183,2019,138972,-550,-0.001,-17.14
762,0183,2020,160990,-8060,-0.021,-0.86
763,0183,2021,222996,-9724,-0.025,0.0
764,0183,2022,143836,-6584,-0.016,0.0
765,0183,2023,28259,-3060,-0.007,0.0
766,0185,2018,189709,-102600,-0.219,0.0
767,0185,2019,148535,1092,0.002,0.0
768,0185,2020,169999,10642,0.021,0.0
769,0185,2021,164693,3040,0.006,0.0
770,0185,2022,114660,11454,0.023,0.0
771,0186,2018,114292,35692,0.027,0.35
772,0186,2019,124487,39758,0.028,0.36
773,0186,2020,119394,41817,0.026,0.38
774,0186,2021,138573,53204,0.084,0.39
775,0186,2022,128394,44148,0.066,0.35
776,0187,2018,92546,8339,0.02,0.0
777,0187,2019,103753,5141,0.012,0.0
778,0187,2020,68201,2609,0.006,0.0
779,0187,2021,75259,-1176,-0.005,0.0
780,0187,2022,68595,-23880,-0.012,0.0
781,0188,2018,129590,-25537,-0.068,0.0
782,0188,2019,144432,4689,0.009,0.0
783,0188,2020,240786,15916,0.03,0.0
784,0188,2021,270315,8892,0.012,0.0
785,0188,2022,64565,-16706,-0.024,0.0
786,0189,2018,11844,4089,0.002,0.87
787,0189,2019,9749,1832,0.001,1.67
788,0189,2020,9613,1594,0.001,1.88
789,0189,2021,13695,4106,0.002,0.91
790,0189,2022,17625,5687,0.003,0.85
791,0189,2023,4730,2130,0.001,0.0
792,0190,2018,112264,848,0.004,10.0
793,0190,2019,116613,1711,0.007,0.0
794,0190,2020,103356,3403,0.014,0.7
795,0190,2021,114794,2784,0.012,0.0
796,0190,2022,110375,-2097,-0.009,-0.92
797,0191,2018,47183,4721,0.033,0.0
798,0191,2019,68880,2412,0.013,0.0
799,0191,2020,42189,-4509,-0.025,0.0
800,0191,2021,67907,1218,0.007,0.0
801,0191,2022,24052,362,0.002,0.0
802,0191,2023,36959,-575,-0.003,0.0
803,0192,2018,383059,21200,0.04,0.19
804,0192,2019,411613,22448,0.042,0.24
805,0192,2020,280296,8079,0.015,0.57
806,0192,2021,335965,11871,0.022,0.45
807,0192,2022,343331,8035,0.015,0.33
808,0193,2018,139096,8599,0.027,0.37
809,0193,2019,159618,10533,0.03,0.0
810,0193,2020,150806,5434,0.006,0.0
811,0193,2021,174440,4352,0.003,0.0
812,0193,2022,143922,2284,0.001,0.0
813,0195,2018,57179,9033,0.042,0.12
814,0195,2019,54686,5344,0.021,0.0
815,0195,2020,45484,2925,0.011,0.0
816,0195,2021,53846,2379,0.009,0.0
817,0195,2022,83507,4804,0.013,0.0
818,0195,2023,18335,1444,0.004,0.0
819,0196,2018,193099,14071,0.019,0.0
820,0196,2019,161373,3307,0.004,0.0
821,0196,2020,155224,8660,0.011,0.0
822,0196,2021,222842,18985,0.023,0.18
823,0196,2022,191440,20959,0.025,0.0
824,0197,2018,94346,12477,0.024,0.41
825,0197,2019,85363,7941,0.016,0.31
826,0197,2020,107525,8755,0.018,0.0
827,0197,2021,93987,3377,0.007,0.0
828,0197,2022,115514,16951,0.031,0.16
829,0198,2018,274559,27890,0.05,0.2
830,0198,2019,322767,29132,0.047,0.43
831,0198,2020,362813,25689,0.041,0.49
832,0198,2021,424924,28622,0.038,0.37
833,0198,2022,445219,15179,0.016,0.0
834,0199,2018,85583,3596,0.027,0.37
835,0199,2019,81805,2497,0.015,0.33
836,0199,2020,83432,5470,0.033,0.3
837,0199,2021,132999,7265,0.044,0.23
838,0199,2022,100882,7789,0.047,0.16
839,0200,2018,19966,3558,0.021,0.0
840,0200,2019,59360,8697,0.039,0.0
841,0200,2020,78376,7513,0.03,0.0
842,0200,2021,86964,11141,0.027,0.0
843,0200,2022,97669,13241,0.028,0.0
844,0200,2023,20818,-3334,-0.007,0.0
845,0201,2018,12814,3792,0.025,0.0
846,0201,2019,29551,11604,0.037,0.14
847,0201,2020,34267,13035,0.041,0.13
848,0201,2021,40482,14589,0.046,0.39
849,0201,2022,49136,15939,0.05,0.65
850,0201,2023,12007,4273,0.013,0.0
851,0202,2018,61876,3013,0.007,0.0
852,0202,2019,81700,5544,0.011,0.09
853,0202,2020,76021,1606,0.003,0.0
854,0202,2021,133980,7317,0.014,0.0
855,0202,2022,98473,5162,0.01,0.51
856,0203,2018,21094,997,0.007,0.0
857,0203,2019,31089,2029,0.008,0.0
858,0203,2020,27096,-4854,-0.01,0.0
859,0203,2021,26355,-1942,-0.004,0.0
860,0203,2022,20784,-1876,-0.003,0.0
861,0205,2019,33557,3807,0.009,0.0
862,0205,2020,41738,6041,0.012,0.32
863,0205,2021,62417,11859,0.024,0.41
864,0205,2022,50681,5158,0.008,0.51
865,0205,2023,24453,709,0.001,0.0
866,0206,2018,178446,15247,0.025,0.0
867,0206,2019,289632,25288,0.034,0.3
868,0206,2020,206902,12508,0.017,0.3
869,0206,2021,199256,3459,0.005,0.0
870,0206,2022,178986,1893,0.002,0.0
871,0207,2019,68977,1813,0.003,0.67
872,0207,2020,56640,6173,0.008,0.19
873,0207,2021,58350,3681,0.004,0.33
874,0207,2022,82696,6733,0.007,0.0
875,0208,2019,215935,54273,0.091,0.0
876,0208,2020,261127,91157,0.14,0.0
877,0208,2021,402217,141679,0.113,0.0
878,0208,2022,377104,95064,0.076,0.0
879,0209,2019,77731,8405,0.008,0.18
880,0209,2020,66966,7618,0.006,0.4
881,0209,2021,75747,4729,0.004,0.0
882,0209,2022,72968,10208,0.008,0.0
883,0210,2019,101373,9410,0.028,0.54
884,0210,2020,80411,5290,0.014,0.71
885,0210,2021,82884,4292,0.011,0.88
886,0210,2022,75552,4310,0.011,0.0
887,0211,2019,238179,398,0.004,0.0
888,0211,2020,239145,9268,0.027,0.0
889,0211,2021,388653,62619,0.18,0.17
890,0211,2022,335771,15544,0.045,0.0
891,0212,2020,191520,4057,0.012,0.0
892,0212,2021,173778,7271,0.018,0.0
893,0212,2022,198283,10618,0.026,0.29
894,0212,2023,134950,13179,0.032,0.15
895,0213,2019,53912,9242,0.014,0.0
896,0213,2020,166129,30189,0.044,1.13
897,0213,2021,193636,33617,0.049,0.81
898,0213,2022,180162,30082,0.044,0.68
899,0213,2023,56687,12525,0.018,0.54
900,0215,2020,215874,11448,0.034,0.0
901,0215,2021,224287,16140,0.039,0.26
902,0215,2022,177750,6906,0.01,0.0
903,0215,2023,150811,9347,0.014,0.0
904,0216,2019,33735,3947,0.03,0.17
905,0216,2020,54413,6500,0.016,0.25
906,0216,2021,53877,5766,0.014,0.0
907,0216,2022,33583,2470,0.006,0.0
908,0217,2019,48604,6953,0.014,0.0
909,0217,2020,29832,-5978,-0.01,0.0
910,0217,2021,78058,-3123,-0.005,0.0
911,0217,2022,80870,-2974,-0.005,0.0
912,0217,2023,56397,2371,0.004,0.0
913,0218,2020,30447,1741,0.007,0.0
914,0218,2021,110590,2846,0.009,0.33
915,0218,2022,124930,7063,0.021,0.0
916,0218,2023,104772,5528,0.016,0.13
917,0219,2020,87525,11759,0.048,0.16
918,0219,2021,112442,10760,0.038,0.13
919,0219,2022,65072,-5997,-0.021,0.0
920,0220,2020,73749,7302,0.02,0.0
921,0220,2021,125471,10040,0.024,0.0
922,0220,2022,103785,4907,0.012,0.0
923,0221,2020,242643,16172,0.05,0.0
924,0221,2021,204047,2501,0.007,0.0
925,0221,2022,176779,-3713,-0.01,0.0
926,0222,2020,58020,5641,0.356,0.0
927,0222,2021,88898,12298,0.046,0.83
928,0222,2022,79628,10855,0.025,0.48
929,0223,2021,53449,5927,0.034,0.0
930,0223,2022,150723,11931,0.049,0.0
931,0223,2023,40766,2443,0.006,0.0
932,0225,2020,321641,12116,0.018,0.22
933,0225,2021,659939,10929,0.014,0.15
934,0225,2022,637702,9977,0.012,0.0
935,0226,2020,31120,1399,0.003,0.0
936,0226,2021,125294,-21187,-0.041,0.0
937,0226,2022,172084,-32444,-0.058,0.0
938,0226,2023,52845,-4388,-0.007,0.0
939,0227,2020,15419,1261,0.123,0.0
940,0227,2021,40985,5110,0.016,0.0
941,0227,2022,59395,11241,0.035,0.14
942,0227,2023,16866,2334,0.007,0.0
943,0228,2021,106682,16805,0.047,0.43
944,0228,2022,85763,8403,0.022,0.69
945,0228,2023,45317,4491,0.012,0.65
946,0229,2020,24712,2899,0.008,0.0
947,0229,2021,70115,8035,0.016,0.0
948,0229,2022,69509,10743,0.015,0.33
949,0230,2020,49538,7977,0.012,0.0
950,0230,2021,196905,32737,0.041,0.0
951,0230,2022,210381,35364,0.044,0.3
952,0231,2020,21879,1823,0.035,0.0
953,0231,2021,105778,3252,0.011,0.0
954,0231,2022,75420,-1378,-0.005,0.0
955,0232,2021,72952,6681,0.044,0.0
956,0232,2023,58259,6259,0.038,0.34
957,0233,2021,176232,12430,0.022,0.0
958,0233,2022,134196,7723,0.012,0.0
959,0235,2021,358261,12211,0.021,0.0
960,0235,2022,316930,3123,0.005,0.0
961,0236,2021,52524,6838,0.036,0.0
962,0236,2022,21749,3648,0.02,0.0
963,0237,2021,124067,6256,0.039,0.43
964,0237,2022,136971,4136,0.023,0.24
965,0238,2021,13276,2647,0.018,0.0
966,0238,2022,30442,4811,0.025,0.01
967,0238,2023,7687,1001,0.005,0.0
968,0239,2022,39922,4694,0.013,0.0
969,0239,2023,39789,4812,0.014,0.36
970,0240,2021,62938,7435,0.024,0.0
971,0240,2022,107433,10464,0.024,0.0
972,0241,2021,49263,2373,0.007,0.0
973,0241,2022,108796,-10032,-0.02,0.0
974,0242,2021,28925,1510,0.003,0.0
975,0242,2022,49657,6250,0.01,0.0
976,0243,2022,49763,8017,0.012,0.31
977,0243,2023,17618,3617,0.004,0.0
978,0245,2022,80315,3306,0.011,0.0
979,0245,2023,27059,1195,0.003,0.0
980,0246,2022,176256,20023,0.047,0.13
981,0247,2022,423032,10177,0.008,0.0
982,0247,2023,682049,12262,0.009,0.0
983,0248,2022,24347,-408,0.0,5404319552844600.0
984,0249,2022,23796,8307,0.022,0.0
985,0250,2022,219197,6456,0.021,0.0
986,0251,2022,60803,24402,0.034,0.15
987,03001,2018,77275,5228,0.007,0.0
988,03001,2019,63136,5207,0.006,0.0
989,03001,2020,66602,2790,0.003,0.0
990,03001,2021,61911,3393,0.004,0.0
991,03001,2022,67354,380,0.0,0.0
992,03001,2023,45296,1458,0.002,0.0
993,03002,2018,1941,-1965,-0.02,0.0
994,03002,2019,3135,-2191,-0.021,0.0
995,03002,2020,3903,-2715,-0.026,0.0
996,03002,2021,4363,-982,-0.009,0.0
997,03002,2022,2291,-323,-0.003,0.0
998,03005,2018,20276,1821,0.009,0.0
999,03005,2019,22709,2300,0.012,0.48
1000,03005,2020,28334,5429,0.027,0.45
1001,03005,2021,42257,9393,0.038,0.34
1002,03005,2022,19506,2623,0.004,1.53
1003,03006,2018,7898,2164,0.015,0.41
1004,03006,2019,6295,1090,0.007,0.27
1005,03006,2020,4235,-649,-0.004,0.0
1006,03006,2021,6279,482,0.003,0.0
1007,03006,2022,3671,910,0.006,0.0
1008,03008,2018,31311,1646,0.013,0.76
1009,03008,2019,30779,1958,0.016,1.29
1010,03008,2020,34366,1871,0.015,0.34
1011,03008,2021,26710,1771,0.014,0.0
1012,03008,2022,16993,1857,0.015,1.03
1013,03011,2019,39024,255,0.001,0.0
1014,03011,2020,36012,-2298,-0.009,0.0
1015,03011,2021,59079,3380,0.013,0.0
1016,03011,2022,85437,12322,0.046,0.04
1017,03011,2023,36739,2930,0.011,0.0
1018,03012,2019,32119,2635,0.012,0.17
1019,03012,2020,43950,8168,0.036,0.14
1020,03012,2021,67286,12803,0.057,0.12
1021,03012,2022,46454,5394,0.024,0.14
1022,03013,2018,10372,552,0.005,0.0
1023,03013,2019,21333,1560,0.007,0.76
1024,03013,2020,22481,1529,0.006,0.83
1025,03013,2021,32682,5260,0.021,0.49
1026,03013,2022,32259,4069,0.016,0.5
1027,03015,2018,76704,2713,0.008,0.0
1028,03015,2019,74145,-532,-0.002,-3.71
1029,03015,2020,70725,-3503,-0.011,0.0
1030,03015,2021,73511,1373,0.004,0.58
1031,03015,2022,70438,1241,0.004,0.0
1032,03016,2019,122498,4341,0.005,0.0
1033,03016,2020,80613,3001,0.004,0.66
1034,03016,2021,76460,3985,0.005,1.02
1035,03016,2022,101787,22230,0.028,0.18
1036,03017,2018,12653,4020,0.013,0.0
1037,03017,2019,40354,9885,0.027,0.21
1038,03017,2020,34078,6491,0.01,0.0
1039,03017,2021,41010,4474,0.006,0.0
1040,03017,2022,21045,240,0.0,0.0
1041,03018,2019,145040,6377,0.053,0.39
1042,03018,2020,163510,6598,0.055,0.45
1043,03018,2021,187553,7750,0.065,0.45
1044,03018,2022,209953,8128,0.068,0.43
1045,03019,2019,11827,-397,-0.002,-1.25
1046,03019,2020,8253,-2702,-0.012,0.0
1047,03019,2021,5823,1267,0.007,0.0
1048,03019,2022,4335,-225,-0.001,0.0
1049,03021,2018,0,-29,-0.005,0.0
1050,03021,2019,4110,-1719,-0.007,0.0
1051,03021,2020,4123,-1668,-0.007,0.0
1052,03021,2021,4095,-822,-0.003,0.0
1053,03021,2022,1136,-1505,-0.006,0.0
1054,03022,2018,7615,17,0.0,0.0
1055,03022,2019,18172,-982,-0.006,0.0
1056,03022,2020,15300,895,0.005,0.0
1057,03022,2021,6146,-14142,-0.075,0.0
1058,03022,2022,2819,-506,-0.003,0.0
1059,03023,2019,28965,3226,0.003,0.36
1060,03023,2020,26657,926,0.003,0.56
1061,03023,2021,30941,-760,-0.003,0.0
1062,03023,2022,16050,1374,0.006,0.0
1063,03024,2019,46484,3125,0.011,0.09
1064,03024,2020,49912,4527,0.013,0.04
1065,03024,2021,126421,36806,0.106,0.02
1066,03024,2022,107943,23998,0.069,0.01
1067,03025,2019,51138,2103,0.005,0.0
1068,03025,2020,78088,5217,0.011,0.0
1069,03025,2021,99162,5966,0.013,0.11
1070,03025,2022,50435,3213,0.007,0.0
1071,03026,2019,41682,-2880,-0.013,0.0
1072,03026,2020,44285,8487,0.039,0.36
1073,03026,2021,44632,5816,0.027,0.85
1074,03026,2022,22890,2080,0.01,0.0
1075,03027,2019,5756,862,0.35,0.0
1076,03027,2020,11693,2607,0.005,0.94
1077,03027,2021,23757,5036,0.009,0.0
1078,03027,2022,39426,7846,0.013,0.0
1079,03028,2019,968393,1825,0.007,0.0
1080,03028,2020,1328646,4032,0.022,0.0
1081,03028,2021,1587516,167,0.0,19.8
1082,03028,2022,624939,1367,0.005,0.0
1083,03029,2019,21801,433,0.003,0.0
1084,03029,2020,40424,-3955,-0.026,0.0
1085,03029,2021,77329,-8299,-0.054,0.0
1086,03029,2022,43335,-5102,-0.033,0.0
1087,03030,2020,3379,-548,-0.001,0.0
1088,03030,2021,3745,172,0.0,0.0
1089,03030,2022,4250,817,0.002,0.63
1090,03031,2020,11780,-1038,-0.011,0.0
1091,03031,2021,28641,3967,0.045,0.0
1092,03031,2022,35680,7581,0.086,0.0
1093,03032,2020,7840,1450,0.005,0.0
1094,03032,2021,17341,4930,0.018,0.0
1095,03032,2022,17907,5442,0.02,0.0
1096,03032,2023,10392,1960,0.007,0.0
1097,03033,2019,7435,1377,0.069,0.0
1098,03033,2020,5133,-2183,-0.024,-0.13
1099,03033,2021,10992,21,0.0,0.0
1100,03033,2022,5030,54,0.001,0.0
1101,03036,2020,16599,2682,0.019,0.39
1102,03036,2021,19377,5876,0.037,0.38
1103,03036,2022,26638,5053,0.032,0.43
1104,03037,2021,33806,2705,0.004,0.0
1105,03037,2022,127819,9324,0.015,0.0
1106,03037,2023,68488,3575,0.006,0.0
1107,03038,2021,23208,2010,0.004,0.0
1108,03038,2022,52033,4283,0.008,0.02
1109,03038,2023,33224,2450,0.005,4.35
1110,03039,2021,12824,584,0.005,0.0
1111,03039,2022,3741,1035,0.008,0.0
1112,03040,2020,39265,4941,0.021,0.0
1113,03040,2021,83963,9105,0.039,0.0
1114,03040,2022,50473,4331,0.018,0.0
1115,03041,2020,2741,726,0.01,0.0
1116,03041,2021,5417,460,0.006,0.83
1117,03041,2022,3501,545,0.007,0.7
1118,03042,2021,16041,132,0.001,0.0
1119,03042,2022,29842,4823,0.041,0.0
1120,03043,2020,11669,1167,0.004,0.0
1121,03043,2021,24622,65,0.0,15.0
1122,03043,2022,16657,1283,0.004,0.39
1123,03045,2021,4892,-544,-0.001,0.0
1124,03045,2022,2643,-227,-0.001,0.0
1125,03046,2021,5329,108,0.002,0.0
1126,03046,2022,11011,2174,0.03,0.0
1127,03047,2021,67416,7721,0.03,0.0
1128,03047,2022,163305,40320,0.114,0.3
1129,03048,2021,90296,419,0.006,0.0
1130,03048,2022,31715,-859,-0.01,0.0
1131,03049,2021,14952,1566,0.01,0.4
1132,03049,2022,25381,3035,0.019,0.0
1133,03050,2021,34902,1291,0.006,0.0
1134,03050,2022,39860,3008,0.013,0.0
1135,03051,2022,6072,2657,0.026,0.23
1136,03052,2022,8874,-2154,-0.01,0.0
1137,03054,2022,13801,256,0.003,0.59
1138,03054,2023,14422,398,0.002,0.89
1139,0800EA,2018,44114,42273,0.034,0.0
1140,0800EA,2019,77703,76517,0.06,0.39
1141,0800EA,2020,69764,68554,0.053,0.68
1142,0800EA,2021,-35524,-36748,-0.027,-1.36
1143,0800EA,2022,-43296,-44529,-0.032,0.0
1144,0820EA,2018,73,42,0.025,0.2
1145,0820EA,2019,16,-4,-0.002,-2.0
1146,0820EA,2020,-107,-124,-0.074,-0.07
1147,0820EA,2021,-151,-177,-0.07,-0.4
1148,0820EA,2022,-242,-273,-0.082,-0.37
1149,0821EA,2018,40622,9738,0.041,0.58
1150,0821EA,2019,6194,5226,0.019,1.28
1151,0821EA,2020,30110,29328,0.113,0.16
1152,0821EA,2021,-26000,-26632,-0.194,-0.12
1153,0821EA,2022,-20927,-21371,-0.155,0.0
1154,0822EA,2018,-124,-226,-0.001,-0.88
1155,0822EA,2019,896,812,0.003,0.18
1156,0822EA,2020,-586,-612,-0.002,0.0
1157,0822EA,2021,108,84,0.0,0.0
1158,0822EA,2022,201,177,0.001,0.0
1159,0823EA,2018,956,1315,0.001,0.0
1160,0823EA,2019,1180,791,0.001,0.0
1161,0823EA,2020,-171,-255,0.0,0.0
1162,0823EA,2021,906,806,0.002,0.0
1163,0823EA,2022,-1517,-1584,-0.003,0.0
1164,0824EA,2018,4644,2990,0.078,0.36
1165,0824EA,2019,807,627,0.016,1.75
1166,0824EA,2020,5956,5788,0.19,0.16
1167,0824EA,2021,3188,-3401,-0.094,0.0
1168,0824EA,2022,-2299,-2454,-0.125,0.0
1169,0825EA,2018,5110,-1880,-0.05,-0.3
1170,0825EA,2019,5920,5363,0.061,0.33
1171,0825EA,2020,0,-8386,-0.138,-0.16
1172,0825EA,2021,-1293,-1703,-0.029,0.0
1173,0825EA,2022,1974,1435,0.024,0.0
1174,0827EA,2018,0,-371,-0.031,0.0
1175,0827EA,2019,1123,-784461,0.022,0.0
1176,0827EA,2020,1842,1747,0.152,0.0
1177,0827EA,2021,1765,1707,0.31,0.0
1178,0827EA,2022,2216,2131,0.207,0.0
1179,0828EA,2018,351321,300811,0.0,0.0
1180,0828EA,2019,7415,6860,0.002,0.0
1181,0828EA,2020,4708,5480,0.003,0.0
1182,0828EA,2021,-3907,-4400,-0.185,0.0
1183,0828EA,2022,675,457,0.021,0.0
1184,0829EA,2019,1689,1490,0.007,0.0
1185,0829EA,2020,5250,888,0.005,0.42
1186,0829EA,2021,-18044,15447,-2.284,0.0
1187,0829EA,2022,-3644,-3880,-0.398,0.0
1188,0829EB,2019,413,365,0.002,0.0
1189,0829EB,2020,1307,207,0.001,0.45
1190,0829EB,2021,-4332,-4451,-0.548,-0.09
1191,0829EB,2022,-827,-880,-0.09,0.0
1192,0830EA,2020,1049,992,0.048,0.0
1193,0830EA,2021,1150,1113,8.908,0.0
1194,0830EA,2022,-1166,-1190,-3.316,0.0
1195,0831EA,2020,-1229,-1291,-0.022,0.0
1196,0831EA,2021,-282,-300,-0.504,0.0
1197,0831EA,2022,242,214,0.361,0.0
1198,0832EA,2020,-142,-198,-0.007,0.0
1199,0832EA,2021,60,37,-0.042,0.0
1200,0832EA,2022,-320,-334,-0.134,0.0
1201,0833EA,2020,34,-29,0.0,0.0
1202,0833EA,2021,-175,-206,-0.123,0.0
1203,0833EA,2022,227,202,0.337,0.0
1204,0834EA,2020,-221,-232,-0.002,0.0
1205,0834EA,2021,-222,-235,-0.235,0.0
1206,0834EA,2022,-253,-268,-0.268,0.0
1207,0835EA,2020,57,46,0.0,0.0
1208,0835EA,2021,111,100,0.1,0.0
