"div_stock_code","div_year","div_status","dividend_y_%","div_dividend(RM)","annual_eps","annual_dp(%)"
"2542","2019","Y",1.209,0.03,0.033,0.01
"2542","2020","Y",4.225,0.11,0.167,0.07
"2542","2021","Y",1.528,0.04,0.35,0.12
"2542","2022","Y",11.723,0.4,0.226,0.88
"2569","2018","Y",2.012,0.06,0.096,0
"2569","2019","Y",0.73,0.02,-0.102,0
"2569","2020","Y",0.696,0.02,-0.128,-0.16
"2569","2021","Y",2.121,0.07,0.664,0.03
"2569","2022","Y",2.103,0.07,-0.301,0
"2593","2018","Y",2.093,0.12,0.228,0.53
"2593","2019","Y",1.651,0.08,-0.199,-0.4
"2593","2020","Y",1.847,0.08,0.075,1.06
"2593","2021","Y",2.006,0.1,0.063,1.59
"2593","2022","Y",2.905,0.15,0.505,0.3
"2607","2018","Y",1.72,0.0107,-0.035,0
"2607","2019","Y",2.078,0.0106,-0.028,0
"2658","2018","Y",2.383,0.465,0.925,0.5
"2658","2019","Y",2.907,0.47,0.931,0.5
"2658","2020","Y",3.218,0.493,0.984,0
"2658","2021","Y",2.417,0.3825,0.763,0.65
"2658","2022","Y",0.723,0.085,0.279,1.37
"2674","2021","Y",3.226,0.025,0.242,0.1
"2682","2018","N",0,0,-0.03,0
"2682","2019","N",0,0,-0.02,0
"2682","2020","N",0,0,-0.029,0
"2682","2021","N",0,0,-0.022,0
"2682","2022","N",0,0,-0.004,0
"2739","2018","N",0,0,0.026,0
"2739","2019","N",0,0,-0.164,0
"2739","2020","N",0,0,-0.144,0
"2739","2021","N",0,0,-0.083,0
"2739","2022","N",0,0,0.141,0
"2755","2019","Y",9.524,0.1,0.014,7.04
"2771","2018","Y",2.575,0.05,-0.231,-0.22
"2771","2022","Y",0,0.015,0.229,0
"2828","2018","Y",6.793,0.1,0.192,0.52
"2828","2019","Y",6.672,0.08,0.118,0.68
"2828","2020","Y",7.067,0.1,0.186,0.54
"2828","2021","Y",3.28,0.12,0.432,0.28
"2828","2022","Y",4.255,0.12,0.415,0.58
"2836","2018","Y",5.128,1,0.906,1.1
"2836","2019","Y",4.5120000000000005,1,0.952,1.05
"2836","2020","Y",1.83,0.4,0.53,0.75
"2836","2021","Y",2.633,0.56,0.657,0.85
"2836","2022","Y",2.801,0.63,0.84,0.75
"2852","2018","Y",2.441,0.074,0.248,0.3
"2852","2019","Y",2.063,0.03,0.149,0.2
"2852","2020","Y",1.349,0.02,0.182,0.11
"2852","2021","Y",1.852,0.02,0.19,0.11
"2984","2019","Y",0.752,0.01,0.013,0
"3018","2018","N",0,0,0.011,0
"3018","2019","N",0,0,-0.023,0
"3018","2020","N",0,0,-0.027,0
"3018","2021","N",0,0,-0.012,0
"3018","2022","N",0,0,-0.009,0
"3026","2018","Y",3.348,2,2.023,0
"3026","2019","Y",1.886,1,1.61,0
"3026","2020","Y",2.077,0.8,1.146,0
"3026","2021","Y",1.523,0.5,3.875,0
"3026","2022","Y",1.5550000000000002,0.5,1.038,0
"3034","2018","Y",4.229,0.35,0.46,0.76
"3034","2019","Y",4.055,0.35,0.467,0.75
"3034","2020","Y",3.227,0.25,0.301,0.83
"3034","2021","Y",4.833,0.35,0.362,0.97
"3034","2022","Y",4.634,0.3,0.342,0.88
"3042","2018","Y",6.922000000000001,0.45,0.831,0.24
"3042","2019","Y",3.067,0.12,0.655,0.18
"3042","2020","Y",1.139,0.05,-0.049,0
"3042","2021","Y",3.67,0.2,0.883,0.23
"3069","2018","Y",2.49,0.04,0.33,0.12
"3069","2019","Y",1.871,0.06,0.384,0.16
"3069","2020","Y",3.5970000000000004,0.125,0.72,0.17
"3069","2021","Y",1.89,0.0675,0.566,0.12
"3069","2022","Y",1.101,0.036,0.319,0.11
"3107","2018","Y",8.405000000000001,0.125,0.15,0.5
"3107","2019","Y",8.366,0.125,0.239,0.32
"3107","2020","Y",8.754,0.125,0.049,1.53
"3107","2021","Y",7.327,0.125,0.114,0.66
"3107","2022","Y",8.011,0.15,0.255,0.59
"3158","2019","Y",0.899,0.025,0.08,0
"3174","2018","Y",9.74,0.015,0.029,0.51
"3174","2019","Y",7.576,0.01,0.013,0.01
"3174","2021","Y",4.587,0.005,0.01,0.5
"3174","2022","Y",5.263,0.005,0.007,0.75
"3182","2018","Y",3.382,0.215,0.356,0.6
"3182","2019","Y",5.249,0.22,0.518,0.42
"3182","2020","Y",3.704,0.15,-0.266,-0.56
"3182","2021","Y",2.545,0.11,-0.356,-0.31
"3182","2022","Y",1.545,0.07,-0.034,-2.05
"3204","2018","Y",3.199,0.095,0.237,0.4
"3204","2019","Y",7.782,0.07,0.152,0.46
"3204","2020","Y",2.897,0.025,0.078,0.32
"3204","2021","Y",5.140000000000001,0.035,0.093,0.74
"3204","2022","Y",4.433,0.025,0.06,0.42
"3239","2018","N",0,0,-0.015,0
"3239","2019","N",0,0,-0.033,0
"3239","2020","N",0,0,-0.049,0
"3239","2021","N",0,0,-0.042,0
"3239","2022","N",0,0,-0.022,0
"3247","2018","N",0,0,-0.01,0
"3247","2019","N",0,0,0.018,0
"3247","2020","N",0,0,-0.162,0
"3247","2021","N",0,0,0.052,0
"3247","2022","N",0,0,-0.005,0
"3255","2018","Y",5.193,0.94,0.935,1.01
"3255","2019","Y",5.705,1.08,1.036,1.04
"3255","2020","Y",2.295,0.51,0.51,1
"3255","2021","Y",3.595,0.81,0.813,1
"3255","2022","Y",1.747,0.4,1.02,0.39
"3298","2018","Y",9.042,0.05,-0.099,0
"3298","2019","Y",8.532,0.05,0.04,1.25
"3298","2020","Y",7.122,0.075,0.077,0
"3298","2021","Y",7.996,0.075,0.051,0
"3298","2022","Y",4.969,0.04,0.03,1.33
"3301","2018","Y",5.446,0.47,1.077,0.44
"3301","2019","Y",5.526,0.5,1.042,0.48
"3301","2020","Y",5.379,0.42,0.54,0.78
"3301","2021","Y",5.99,0.52,0.929,0.38
"3301","2022","Y",6.08,0.52,0.671,0.78
"3336","2018","Y",3.324,0.06,0.096,0.62
"3336","2019","Y",2.51,0.04,0.115,0.35
"3336","2020","Y",1.845,0.03,0.069,0.43
"3336","2021","Y",3.928,0.06,0.119,0.5
"3336","2022","Y",13.845,0.21,0.22,0.95
"3379","2018","Y",1.145,0.01,0.136,0.07
"3379","2019","Y",3.306,0.02,0.124,0.16
"3379","2020","Y",2.574,0.02,0.022,0.89
"3379","2021","Y",2.401,0.02,0.371,0.05
"3379","2022","Y",2.682,0.025,0.324,0.08
"3395","2018","N",0,0,-0.065,0
"3395","2019","N",0,0,-0.019,0
"3395","2020","N",0,0,-0.022,-0.5
"3395","2021","N",0,0,-0.076,0
"3395","2022","N",0,0,0.01,0
"3417","2019","Y",4.071,0.03,0.047,0.64
"3417","2020","Y",2.469,0.01,-0.137,-0.07
"3441","2018","N",0,0,-0.036,0
"3441","2019","N",0,0,-0.153,0
"3441","2020","N",0,0,-0.029,0
"3441","2021","N",0,0,0.204,0
"3441","2022","N",0,0,-0.01,0
"3476","2018","Y",2.329,0.1,0.112,0.36
"3476","2019","Y",0.893,0.04,0.246,0.16
"3476","2021","Y",1.299,0.05,0.22,0
"3476","2022","Y",1.407,0.05,0.443,0.11
"3484","2018","N",0,0,0.065,0
"3484","2019","N",0,0,0.075,0
"3484","2020","N",0,0,-0.039,0
"3484","2021","N",0,0,-0.089,0
"3484","2022","N",0,0,-0.135,0
"3514","2018","Y",3.093,0.003,0.013,0.22
"3514","2019","Y",2.778,0.003,0.015,0.2
"3514","2021","Y",3.623,0.005,0.017,0
"3514","2022","Y",12.121,0.02,0.014,1.42
"3557","2018","N",0,0,0.056,0
"3557","2019","N",0,0,0.03,0
"3557","2020","N",0,0,0.02,0
"3557","2021","N",0,0,0.017,0
"3557","2022","N",0,0,-0.009,0
"3565","2018","N",0,0,0.014,0
"3565","2019","N",0,0,0.02,0
"3565","2020","N",0,0,-0.032,0
"3565","2021","N",0,0,-0.07,0
"3565","2022","N",0,0,-0.052,0
"3573","2018","N",0,0,-0.104,0
"3573","2019","N",0,0,-0.008,0
"3573","2020","N",0,0,-0.09,0
"3573","2021","N",0,0,-0.256,0
"3573","2022","N",0,0,-0.084,0
"3611","2018","N",0,0,-0.005,0
"3611","2019","N",0,0,-0.016,0
"3611","2020","N",0,0,0.009,0
"3611","2021","N",0,0,-0.01,0
"3611","2022","N",0,0,-0.001,0
"3662","2018","Y",3.5860000000000003,0.03,0.032,0.93
"3662","2019","Y",6.281000000000001,0.03,0.047,0.63
"3662","2020","Y",1.166,0.01,0.005,1.89
"3662","2021","Y",3.509,0.02,0.171,0.12
"3662","2022","Y",2.542,0.015,0.096,0.16
"3689","2018","Y",1.783,0.575,1.052,0.55
"3689","2019","Y",1.94,0.6000000000000001,1.119,0.54
"3689","2020","Y",2.017,0.6000000000000001,1.12,0.54
"3689","2021","Y",2.4080000000000004,0.6000000000000001,1.077,0.56
"3689","2022","Y",2.627,0.6000000000000001,1.046,0.57
"3719","2018","Y",8.052,2.48,2.16,1.15
"3719","2019","Y",6.871,2.26,1.74,1.3
"3719","2020","Y",7.329000000000001,1.98,1.93,1.03
"3719","2021","Y",5.562,1.63,1.92,0.85
"3719","2022","Y",3.181,0.8300000000000001,0.84,0.99
"3743","2021","Y",3.81,0.02,0.024,0.82
"3778","2021","Y",4.551,0.0223,0.118,0.19
"3794","2018","N",0,0,-0.377,0
"3794","2019","N",0,0,-0.113,0
"3794","2020","N",0,0,-0.198,0
"3794","2021","N",0,0,0.008,0
"3794","2022","N",0,0,0.058,0
"3816","2018","Y",5.67,0.3,0.294,1.02
"3816","2019","Y",5.113,0.33,0.32,1.03
"3816","2020","Y",5.053,0.33,-0.009,-36.67
"3816","2021","Y",4.968,0.33,0.41,0.8
"3816","2022","Y",2.979,0.21,0.264,0.8
"3859","2018","Y",8.352,0.15,0.074,2.04
"3859","2019","Y",7.158,0.16,0.168,0.95
"3859","2020","Y",3.006,0.065,0.015,5.66
"3859","2021","Y",0.862,0.015,0,150
"3859","2022","Y",2.327,0.035,0.044,0.8
"3867","2018","Y",2.877,0.29,0.75,0.39
"3867","2019","Y",2.957,0.27,0.675,0.4
"3867","2020","Y",2.585,0.27,0.804,0.34
"3867","2021","Y",0.907,0.3,1.373,0.22
"3867","2022","Y",0.993,0.35,1.656,0.21
"3883","2018","Y",2.766,0.045,0.254,0
"3883","2019","Y",2.363,0.04,0.129,0
"3883","2020","Y",1.943,0.05,0.295,0
"3883","2021","Y",2.577,0.05,0.255,0
"3891","2018","N",0,0,-0.021,0
"3891","2019","N",0,0,-0.036,0
"3891","2020","N",0,0,-0.066,0
"3891","2021","N",0,0,-0.034,0
"3891","2022","N",0,0,-0.015,0
"3905","2018","N",0,0,0.738,0
"3905","2019","N",0,0,-0.663,0
"3905","2020","N",0,0,-0.183,0
"3905","2021","N",0,0,1.422,0
"3905","2022","N",0,0,0.273,0
"3913","2021","Y",2.32,0.0045,0.01,0.43
"3948","2018","Y",11.013,0.05,0.457,0
"3948","2019","Y",11.013,0.05,0.014,0.04
"3948","2020","Y",3.021,0.01,-0.033,0
"3948","2021","Y",2.597,0.01,0.016,0.01
"4006","2018","Y",7.324,0.4,0.807,0.5
"4006","2019","Y",5.798,0.3,0.566,0.71
"4006","2020","Y",4.231,0.2,0.185,1.3
"4006","2021","Y",7.103999999999999,0.4,0.518,0.85
"4006","2022","Y",2.985,0.2,0.817,0.37
"4022","2021","Y",3.891,0.01,0.022,0.89
"4022","2022","Y",5.263,0.01,0.003,5.88
"4057","2018","N",0,0,0.044,0
"4057","2019","N",0,0,0.051,0
"4057","2020","N",0,0,0.048,0
"4057","2021","N",0,0,-0.032,0
"4057","2022","N",0,0,-0.924,0
"4065","2018","Y",1.673,0.28,0.782,0.36
"4065","2019","Y",1.903,0.31,0.81,0.38
"4065","2020","Y",2.538,0.46,0.926,0.5
"4065","2021","Y",2.085,0.35,1.052,0.24
"4065","2022","Y",0.715,0.12,1.252,0.1
"4081","2019","Y",3.906,0.005,-0.008,0
"4081","2021","Y",4.425,0.005,-0.06,-0.08
"4162","2018","Y",6.412,1.55,1.642,0.94
"4162","2019","Y",8.364,1.18,1.21,0.98
"4162","2020","Y",8.479000000000001,0.8300000000000001,0.847,0.98
"4162","2021","Y",7.85,0.98,0.998,0.98
"4162","2022","Y",6.424,0.67,0.704,0.95
"4197","2018","Y",3.309,0.08,0.282,0.28
"4197","2019","Y",4.805,0.1,0.14,0.71
"4197","2020","Y",4.72,0.1,0.12,0.83
"4197","2021","Y",6.96,0.15,0.209,0.72
"4197","2022","Y",5.087,0.1149999999999999,0.163,0.71
"4219","2018","N",0,0,-0.038,0
"4219","2019","N",0,0,0.03,0
"4219","2020","N",0,0,-0.013,0
"4219","2021","N",0,0,-0.051,0
"4219","2022","N",0,0,-0.049,0
"4235","2018","N",0,0,0.254,0
"4235","2019","N",0,0,-0.242,0
"4235","2020","N",0,0,-0.592,0
"4235","2021","N",0,0,0.72,0
"4235","2022","N",0,0,-0.33,0
"4243","2018","Y",2.964,0.015,0.17,0.09
"4243","2019","Y",2.092,0.01,-0.233,-0.04
"4243","2020","Y",2.404,0.01,-0.344,-0.03
"4243","2021","Y",3.226,0.015,-0.022,-0.68
"4251","2018","Y",5.503,0.0175,0.055,0
"4251","2019","Y",3.684,0.007,0.024,0
"4286","2018","N",0,0,0.063,0
"4286","2019","N",0,0,0.265,0
"4286","2020","N",0,0,0.068,0
"4286","2021","N",0,0,-0.041,0
"4286","2022","N",0,0,0.016,0
"4316","2018","N",0,0,-0.05,0
"4316","2019","N",0,0,0.023,0
"4316","2020","N",0,0,0.032,0
"4316","2021","N",0,0,0.553,0
"4316","2022","N",0,0,0.044,0
"4324","2020","Y",0.74,0.04,0.837,0.05
"4324","2022","Y",2.433,0.1,0.248,0.4
"4359","2018","N",0,0,-0.012,0
"4359","2019","N",0,0,-0.007,0
"4359","2020","N",0,0,0.002,0
"4359","2021","N",0,0,0.003,0
"4359","2022","N",0,0,0.008,0
"4375","2018","N",0,0,0.02,0
"4375","2019","N",0,0,-0.037,0
"4375","2020","N",0,0,-0.018,0
"4375","2021","N",0,0,-0.008,0
"4375","2022","N",0,0,-0.016,0
"4383","2018","Y",1.064,0.005,-0.028,-0.18
"4383","2022","Y",5.437,0.028,0.14,0.2
"4405","2018","Y",2.734,0.04,0.155,0.26
"4405","2019","Y",3.606,0.04,0.067,0.6
"4405","2020","Y",1.333,0.015,-0.254,-0.06
"4405","2021","Y",1.283,0.015,-0.024,-0.64
"4405","2022","Y",2.697,0.03,-0.01,-3.06
"4456","2018","Y",1.859,0.005,0.02,0.25
"4456","2022","Y",0.556,0.006,0.179,0.03
"4464","2018","N",0,0,-0.013,0
"4464","2019","N",0,0,-0.003,0
"4464","2020","N",0,0,-0.001,0
"4464","2021","N",0,0,-0.001,0
"4464","2022","N",0,0,0,0
"4502","2021","Y",2.632,0.015,0.05,0.3
"4588","2018","Y",1.317,0.075,0.292,0.26
"4588","2019","Y",1.78,0.06,0.412,0.15
"4588","2020","Y",1.256,0.04,0.175,0.23
"4588","2021","Y",1.747,0.058,0.23,0.25
"4588","2022","Y",0.906,0.03,0.264,0
"4596","2018","N",0,0,0.1,0
"4596","2019","N",0,0,-0.044,0
"4596","2020","N",0,0,-0.17,0
"4596","2021","N",0,0,-0.146,0
"4596","2022","N",0,0,-1.938,0
"4634","2018","Y",2.341,0.08,0.122,0.88
"4634","2019","Y",2.424,0.04,-0.487,-0.53
"4677","2018","Y",4.515,0.04,0.034,0.01
"4677","2019","Y",4.957,0.04,0.024,0.02
"4677","2021","Y",4.252,0.025,-0.035,-0.72
"4677","2022","Y",5.556,0.03,0.048,0.62
"4707","2018","Y",2.058,2.8,2.81,1
"4707","2019","Y",2.098,2.8,2.87,0.98
"4707","2020","Y",1.744,2.32,2.357,0.98
"4707","2021","Y",1.856,2.42,2.43,1
"4707","2022","Y",1.07,1.4,2.079,0.67
"4715","2018","Y",6.322,0.19,-0.003,-54.29
"4715","2019","Y",8.396,0.2,0.247,0.81
"4715","2020","Y",5.7780000000000005,0.145,-0.4,-0.36
"4715","2021","Y",3.211,0.09,-0.168,-0.54
"4715","2022","Y",2.041,0.06,-0.022,-2.69
"4723","2018","N",0,0,0.032,0
"4723","2019","N",0,0,0.184,0
"4723","2020","N",0,0,-0.097,0
"4723","2021","N",0,0,0.03,0
"4723","2022","N",0,0,0.028,0
"4731","2018","Y",8.291,0.2,0.596,0.34
"4731","2019","Y",7.221999999999999,0.2,0.663,0.3
"4731","2020","Y",6.6850000000000005,0.23,0.757,0.3
"4731","2021","Y",2.056,0.09,0.415,0.22
"4731","2022","Y",2.746,0.09,0.264,0.34
"4758","2018","N",0,0,0.082,0
"4758","2019","N",0,0,0.072,0
"4758","2020","N",0,0,-0.044,0
"4758","2021","N",0,0,0.1,0
"4758","2022","N",0,0,0.276,0.01
"4847","2018","N",0,0,-0.104,0
"4847","2019","N",0,0,-0.085,0
"4847","2020","N",0,0,-0.062,0
"4847","2021","N",0,0,-0.013,0
"4847","2022","N",0,0,-0.027,0
"4863","2018","Y",0.681,0.02,0.041,0.49
"4863","2019","Y",2.966,0.1,0.168,0.59
"4863","2020","Y",3.022,0.143,0.27,0.53
"4863","2021","Y",2.45,0.13,0.237,0.55
"4863","2022","Y",1.579,0.09,0.26,0.35
"4936","2019","Y",9.524,0.1,-0.073,-1.37
"4944","2018","Y",-3.717,0.02,0.101,0.2
"4944","2019","Y",-3.873,0.02,-0.018,-1.09
"4995","2018","N",0,0,-0.056,0
"4995","2019","N",0,0,-0.134,0
"4995","2020","N",0,0,-0.098,0
"4995","2021","N",0,0,0.023,0
"4995","2022","N",0,0,0,0
"5000","2018","N",0,0,-0.115,0
"5000","2019","N",0,0,-0.204,0
"5000","2020","N",0,0,-0.093,0
"5000","2021","N",0,0,-0.055,0
"5000","2022","N",0,0,0.006,0
"5001","2018","N",0,0,-0.115,0
"5001","2019","N",0,0,0.003,0
"5001","2020","N",0,0,-0.008,0
"5001","2021","N",0,0,0.032,0
"5001","2022","N",0,0,-0.006,0
"5005","2018","Y",5.6240000000000006,0.075,0.131,0.57
"5005","2019","Y",6.343999999999999,0.06,-0.013,-4.58
"5005","2020","Y",2.482,0.06,0.194,0.31
"5005","2021","Y",1.602,0.06,0.211,0.28
"5005","2022","Y",1.4820000000000002,0.04,0.197,0.2
"5006","2020","Y",3.715,0.025,0.042,0
"5006","2021","Y",2.914,0.025,0.046,0
"5006","2022","Y",2.5,0.025,0.052,0
"5007","2018","Y",5.916,0.08,0.188,0.43
"5007","2019","Y",5.140000000000001,0.0785,0.196,0.4
"5007","2020","Y",1.693,0.015,0.008,1.81
"5007","2021","Y",2.646,0.033,0.081,0.41
"5007","2022","Y",8.684000000000001,0.134,0.335,0.4
"5008","2018","Y",6.369,0.2,0.328,0
"5008","2019","Y",5.915,0.2,0.367,0
"5008","2020","Y",4.906,0.2,0.431,0
"5008","2021","Y",5.515,0.3,0.605,0
"5009","2021","Y",4.412,0.03,0.08,0.37
"5010","2018","Y",7.361,0.2,0.394,0.66
"5010","2019","Y",5.308,0.1,0.128,1.72
"5010","2020","Y",5.658,0.15,0.201,0.5
"5010","2021","Y",6.804,0.2,0.418,0.48
"5011","2018","Y",6.999,0.08,-0.144,-0.56
"5011","2022","Y",3.333,0.05,0.043,1.16
"5012","2018","Y",5.757,0.1,0.176,0.57
"5012","2019","Y",2.762,0.05,0.123,0.41
"5012","2020","Y",6.246,0.15,0.102,1.46
"5012","2021","Y",10.916,0.3,0.714,0.28
"5012","2022","Y",9.956,0.4,0.677,0.52
"5014","2018","Y",1.878,0.14,0.386,0
"5014","2019","Y",2.577,0.15,0.289,0
"5015","2018","Y",4.69,0.12,0.196,0.61
"5015","2019","Y",5.767,0.1,0.139,0.72
"5015","2020","Y",3.186,0.07,-0.054,-1.31
"5015","2021","Y",3.31,0.07,-0.058,-1.22
"5015","2022","Y",3.784,0.07,0.094,0.75
"5016","2018","Y",0.49,0.01,0.115,0.35
"5016","2019","Y",1.395,0.03,-0.105,0
"5020","2018","Y",4.438,0.015,0.039,0
"5020","2019","Y",2.446,0.008,0.017,0.46
"5020","2020","Y",3.279,0.01,0.016,0.62
"5020","2021","Y",3.39,0.01,0.037,0.27
"5020","2022","Y",4.918,0.015,0.048,0.32
"5021","2018","Y",7.111,0.025,0.062,0.4
"5021","2019","Y",3.759,0.01,0.041,0.24
"5021","2022","Y",6.848000000000001,0.04,0.262,0.15
"5022","2018","Y",1.923,0.008,0.005,1.7
"5022","2019","Y",5.238,0.016,0.004,3.9
"5022","2020","Y",4.994,0.016,-0.008,-2.13
"5024","2018","Y",7.311,0.06,0.054,1.12
"5024","2019","Y",7.67,0.06,0.052,1.16
"5024","2020","Y",6.9350000000000005,0.06,0.045,1.33
"5024","2021","Y",2.9000000000000004,0.025,0.034,0.74
"5024","2022","Y",2.8280000000000003,0.02,0.017,1.17
"5025","2018","N",0,0,-0.047,0
"5025","2019","N",0,0,-0.014,0
"5025","2020","N",0,0,-0.009,0
"5025","2021","N",0,0,-0.014,0
"5025","2022","N",0,0,-0.034,0
"5026","2018","Y",2.703,0.015,0.022,0
"5026","2020","Y",0,0.015,0.068,0
"5026","2021","Y",7.008,0.06,0.214,0.19
"5026","2022","Y",3.1,0.04,0.175,0.34
"5027","2018","Y",17.267,0.18,0.318,0.75
"5027","2019","Y",6.492,0.06,0.056,1.07
"5027","2020","Y",3.24,0.03,0.044,0.69
"5027","2021","Y",8.317,0.1,0.102,0.98
"5027","2022","Y",9.146,0.14,0.145,0.97
"5027","2023","Y",5.753,0.1,0.13,0.77
"5028","2018","N",0,0,-0.288,0
"5028","2019","N",0,0,0.07,0
"5028","2020","N",0,0,0.108,0
"5028","2021","N",0,0,-0.152,0
"5028","2022","N",0,0,-0.031,0
"5029","2018","Y",1.229,0.03,0.355,0
"5029","2019","Y",1.109,0.025,0.161,0
"5029","2020","Y",2.462,0.07,0.165,0.12
"5029","2021","Y",3.983,0.13,0.28,0.18
"5029","2022","Y",2.078,0.08,0.321,0.25
"5031","2018","Y",7.726,0.2056,0.496,0.41
"5031","2019","Y",10.611,0.2903,0.537,0.54
"5031","2020","Y",7.734999999999999,0.3309999999999999,0.549,0.6
"5031","2021","Y",5.283,0.2137,0.42,0.51
"5031","2022","Y",3.568,0.1634,0.179,0.91
"5032","2018","Y",3.107,0.14,0.309,0.26
"5032","2019","Y",3.755,0.14,0.281,0.43
"5032","2020","Y",2.708,0.1,0.203,0.39
"5032","2021","Y",2.678,0.12,0.79,0.15
"5032","2022","Y",2.154,0.11,0.2,0.55
"5035","2018","N",0,0,-0.293,0
"5035","2019","N",0,0,0.168,0
"5035","2020","N",0,0,0.003,0
"5035","2021","N",0,0,-0.011,0
"5035","2022","N",0,0,-0.042,0
"5036","2021","Y",3.333,0.0175,0.044,0.4
"5036","2022","Y",2.507,0.0175,0.009,1.94
"5037","2018","N",0,0,-0.002,0
"5037","2019","N",0,0,-0.003,0
"5037","2020","N",0,0,-0.003,0
"5037","2021","N",0,0,-0.002,0
"5037","2022","N",0,0,-0.001,0
"5038","2018","N",0,0,0.22,0
"5038","2019","N",0,0,0.243,0
"5038","2020","N",0,0,-0.063,0
"5038","2021","N",0,0,0.108,0
"5038","2022","N",0,0,0.124,0
"5040","2018","N",0,0,-0.048,0
"5040","2019","N",0,0,-0.026,0
"5040","2020","N",0,0,0.027,0
"5040","2021","N",0,0,-0.025,0
"5040","2022","N",0,0,-0.017,0
"5041","2018","Y",3.607,0.035,-0.301,-0.12
"5041","2019","Y",4.041,0.035,0.076,0.46
"5041","2020","Y",2.7430000000000003,0.0225,0.075,0.3
"5041","2021","Y",2.858,0.0225,0.111,0.2
"5041","2022","Y",2,0.015,0.2,0.07
"5042","2018","N",0,0,0.006,0
"5042","2019","N",0,0,-0.146,0
"5042","2020","N",0,0,0.108,0
"5042","2021","N",0,0,-0.198,0
"5042","2022","N",0,0,-0.017,0
"5047","2018","N",0,0,-0.38,-0.03
"5047","2019","N",0,0,-0.103,0
"5047","2020","N",0,0,-0.07,0
"5047","2021","N",0,0,0.087,0
"5047","2022","N",0,0,-0.032,0
"5048","2018","N",0,0,-0.021,0
"5048","2019","N",0,0,-0.04,0
"5048","2020","N",0,0,0.065,0
"5048","2021","N",0,0,0.002,0
"5048","2022","N",0,0,0.039,0
"5049","2018","Y",4.355,0.05,0.705,0.07
"5049","2019","Y",8.199,0.08,0.25,0.32
"5049","2020","Y",3.148,0.03,0.132,0.23
"5049","2021","Y",5.035,0.05,0.066,0.76
"5049","2022","Y",3,0.07,0.03,3.29
"5053","2018","Y",6.429,0.05,0.167,0.3
"5053","2019","Y",6.567,0.05,0.198,0.25
"5053","2020","Y",5.0120000000000005,0.04,0.165,0.24
"5053","2021","Y",5.629,0.05,0.193,0.26
"5053","2022","Y",2.198,0.02,0.148,0.13
"5054","2018","Y",3.226,0.019,0.043,0
"5054","2020","Y",6.489000000000001,0.0209999999999999,0.057,0
"5054","2021","Y",3.692,0.012,0.045,0
"5056","2018","Y",1.061,0.0075,0.028,0.27
"5056","2019","Y",1.273,0.0062,-0.002,-2.95
"5056","2020","Y",1.081,0.0075,0.035,0.21
"5056","2021","Y",1.653,0.01,0.174,0.06
"5062","2018","N",0,0,0.013,0
"5062","2019","N",0,0,-0.058,0
"5062","2020","N",0,0,-0.206,0
"5062","2021","N",0,0,-0.145,0
"5062","2022","N",0,0,0.004,0
"5065","2018","Y",2.691,0.025,0.127,0.2
"5065","2019","Y",2.778,0.03,0.178,0.17
"5065","2020","Y",2.04,0.0325,0.195,0.17
"5065","2021","Y",1.667,0.02,0.068,0.29
"5066","2018","Y",4.745,0.024,0.027,0.59
"5066","2019","Y",3.869,0.016,0.008,3
"5066","2020","Y",2.332,0.008,0.006,1.29
"5066","2021","Y",3.808,0.024,0.056,0.43
"5066","2022","Y",3.3760000000000003,0.016,0.025,0.64
"5068","2018","N",0,0,0.006,0
"5068","2019","N",0,0,0.005,0
"5068","2020","N",0,0,0.003,0
"5068","2021","N",0,0,0.003,0
"5068","2022","N",0,0,0.002,0
"5069","2021","Y",0.335,0.03,0.693,0
"5069","2022","Y",0.568,0.05,0.826,0
"5070","2019","Y",3.78,0.012,0.012,1.49
"5071","2018","N",0,0,-1.086,-0.01
"5071","2019","N",0,0,0.028,0
"5071","2020","N",0,0,-0.199,0
"5071","2021","N",0,0,0.062,0
"5071","2022","N",0,0,0.348,0
"5072","2018","Y",2.415,0.005,0.022,0.23
"5072","2019","Y",2.475,0.005,0.019,0.26
"5072","2020","Y",0.693,0.003,0.003,0.94
"5072","2021","Y",2.07,0.01,0.118,0.08
"5072","2022","Y",3.448,0.01,0.09,0.11
"5073","2020","Y",14.163,0.099,0.11,0.9
"5073","2021","Y",11.791,0.079,-0.152,-0.52
"5075","2018","Y",3.48,0.045,0.136,0
"5075","2019","Y",3.673,0.045,0.11,0
"5075","2020","Y",2.378,0.02,0.022,0
"5075","2021","Y",1.903,0.02,0.031,0
"5075","2022","Y",2.778,0.025,0.065,0
"5077","2022","Y",27.778,0.1,0.082,0.79
"5078","2018","N",0,0,-0.057,0
"5078","2019","N",0,0,-0.046,0
"5078","2020","N",0,0,-0.068,0
"5078","2021","N",0,0,0.013,0
"5078","2022","N",0,0,-0.013,0
"5079","2018","N",0,0,-0.072,0
"5079","2019","N",0,0,-0.069,0
"5079","2020","N",0,0,-0.146,0
"5079","2021","N",0,0,-0.065,0
"5079","2022","N",0,0,-0.045,0
"5080","2018","Y",2.174,0.01,0.057,0.18
"5080","2019","Y",2.037,0.012,0.063,0.19
"5080","2020","Y",1.515,0.012,0.06,0.2
"5080","2021","Y",1.344,0.012,0.09,0.13
"5080","2022","Y",1.399,0.023,0.225,0.1
"5081","2018","Y",5.583,0.03,0.006,2.23
