"div_stock_code","div_year","div_status","dividend_y_%","div_dividend(RM)","annual_eps","annual_dp(%)"
"0192","2022","Y",2.083,0.005,0.015,0.33
"0193","2018","Y",17.863,0.01,0.027,0.37
"0193","2019","Y",17.68,0.01,0.03,0
"0193","2020","Y",0.653,0.0025,0.006,0
"0195","2018","Y",2.124,0.01,0.042,0.12
"0196","2019","Y",1.681,0.004,0.004,0
"0196","2021","Y",0.816,0.004,0.023,0.18
"0197","2018","Y",1.656,0.005,0.024,0.41
"0197","2019","Y",2.049,0.005,0.016,0.31
"0197","2022","Y",2.381,0.005,0.031,0.16
"0198","2018","Y",11.186,0.02,0.05,0.2
"0198","2019","Y",8.152000000000001,0.02,0.047,0.43
"0198","2020","Y",4.146,0.02,0.041,0.49
"0198","2021","Y",3.253,0.014,0.038,0.37
"0199","2018","Y",3.106,0.01,0.027,0.37
"0199","2019","Y",1.488,0.005,0.015,0.33
"0199","2020","Y",1.968,0.01,0.033,0.3
"0199","2021","Y",1.763,0.01,0.044,0.23
"0199","2022","Y",1.829,0.0075,0.047,0.16
"0200","2018","N",0,0,0.021,0
"0200","2019","N",0,0,0.039,0
"0200","2020","N",0,0,0.03,0
"0200","2021","N",0,0,0.027,0
"0200","2022","N",0,0,0.028,0
"0201","2018","Y",5.07,0.018,0.025,0
"0201","2019","Y",2.294,0.011,0.037,0.14
"0201","2020","Y",2.206,0.0143,0.041,0.13
"0201","2021","Y",3.381,0.03,0.046,0.39
"0201","2022","Y",3.842,0.0325,0.05,0.65
"0202","2019","Y",0.302,0.001,0.011,0.09
"0202","2022","Y",1.149,0.005,0.01,0.51
"0203","2018","N",0,0,0.007,0
"0203","2019","N",0,0,0.008,0
"0203","2020","N",0,0,-0.01,0
"0203","2021","N",0,0,-0.004,0
"0203","2022","N",0,0,-0.003,0
"0205","2019","Y",3.738,0.004,0.009,0
"0205","2020","Y",3.647,0.004,0.012,0.32
"0205","2021","Y",4.48,0.01,0.024,0.41
"0205","2022","Y",1.163,0.004,0.008,0.51
"0206","2019","Y",4.157,0.01,0.034,0.3
"0206","2020","Y",1.613,0.005,0.017,0.3
"0207","2019","Y",1.681,0.002,0.003,0.67
"0207","2020","Y",0.718,0.0015,0.008,0.19
"0207","2021","Y",0.4,0.0013,0.004,0.33
"0208","2018","N",0,0,NULL,NULL
"0208","2019","N",0,0,0.091,0
"0208","2020","N",0,0,0.14,0
"0208","2021","N",0,0,0.113,0
"0208","2022","N",0,0,0.076,0
"0209","2019","Y",0.673,0.0015,0.008,0.18
"0209","2020","Y",1.042,0.0025,0.006,0.4
"0210","2019","Y",7.301,0.015,0.028,0.54
"0210","2020","Y",4.184,0.01,0.014,0.71
"0210","2021","Y",4.545,0.01,0.011,0.88
"0211","2020","Y",1.071,0.005,0.027,0
"0211","2021","Y",10.579,0.05,0.18,0.17
"0212","2022","Y",2.023,0.0075,0.026,0.29
"0213","2020","Y",6.329000000000001,0.03,0.044,1.13
"0213","2021","Y",4.612,0.03,0.049,0.81
"0213","2022","Y",6.148000000000001,0.03,0.044,0.68
"0215","2021","Y",0.765,0.01,0.039,0.26
"0216","2019","Y",1.992,0.005,0.03,0.17
"0216","2020","Y",1.429,0.004,0.016,0.25
"0217","2018","N",0,0,NULL,NULL
"0217","2019","N",0,0,0.014,0
"0217","2020","N",0,0,-0.01,0
"0217","2021","N",0,0,-0.005,0
"0217","2022","N",0,0,-0.005,0
"0218","2021","Y",0.817,0.003,0.009,0.33
"0219","2020","Y",1.515,0.0075,0.048,0.16
"0219","2021","Y",0.926,0.005,0.038,0.13
"0220","2018","N",0,0,NULL,NULL
"0220","2019","N",0,0,NULL,NULL
"0220","2020","N",0,0,0.02,0
"0220","2021","N",0,0,0.024,0
"0220","2022","N",0,0,0.012,0
"0221","2020","Y",4.055,0.02,0.05,0
"0222","2021","Y",6.401,0.038,0.046,0.83
"0222","2022","Y",1.509,0.012,0.025,0.48
"0223","2018","N",0,0,NULL,NULL
"0223","2019","N",0,0,NULL,NULL
"0223","2020","N",0,0,NULL,NULL
"0223","2021","N",0,0,0.034,0
"0223","2022","N",0,0,0.049,0
"0225","2020","Y",0.866,0.004,0.018,0.22
"0225","2021","Y",0.618,0.0021,0.014,0.15
"0226","2018","N",0,0,NULL,NULL
"0226","2019","N",0,0,NULL,NULL
"0226","2020","N",0,0,0.003,0
"0226","2021","N",0,0,-0.041,0
"0226","2022","N",0,0,-0.058,0
"0227","2022","Y",1.053,0.005,0.035,0.14
"0228","2021","Y",3.647,0.02,0.047,0.43
"0228","2022","Y",3.371,0.015,0.022,0.69
"0229","2022","Y",2.632,0.005,0.015,0.33
"0230","2021","Y",1.587,0.01,0.041,0
"0230","2022","Y",1.615,0.013,0.044,0.3
"0231","2021","Y",2.273,0.01,0.011,0
"0232","2021","Y",3.21,0.013,0.044,0
"0233","2018","N",0,0,NULL,NULL
"0233","2019","N",0,0,NULL,NULL
"0233","2020","N",0,0,NULL,NULL
"0233","2021","N",0,0,0.022,0
"0233","2022","N",0,0,0.012,0
"0235","2018","N",0,0,NULL,NULL
"0235","2019","N",0,0,NULL,NULL
"0235","2020","N",0,0,NULL,NULL
"0235","2021","N",0,0,0.021,0
"0235","2022","N",0,0,0.005,0
"0236","2018","N",0,0,NULL,NULL
"0236","2019","N",0,0,NULL,NULL
"0236","2020","N",0,0,NULL,NULL
"0236","2021","N",0,0,0.036,0
"0236","2022","N",0,0,0.02,0
"0237","2021","Y",2.867,0.0168,0.039,0.43
"0237","2022","Y",1.418,0.0056,0.023,0.24
"0238","2022","Y",3.345,0.02,0.025,0.01
"0239","2022","Y",1.042,0.005,0.013,0
"0240","2018","N",0,0,NULL,NULL
"0240","2019","N",0,0,NULL,NULL
"0240","2020","N",0,0,NULL,NULL
"0240","2021","N",0,0,0.024,0
"0240","2022","N",0,0,0.024,0
"0241","2018","N",0,0,NULL,NULL
"0241","2019","N",0,0,NULL,NULL
"0241","2020","N",0,0,NULL,NULL
"0241","2021","N",0,0,0.007,0
"0241","2022","N",0,0,-0.02,0
"0242","2018","N",0,0,NULL,NULL
"0242","2019","N",0,0,NULL,NULL
"0242","2020","N",0,0,NULL,NULL
"0242","2021","N",0,0,0.003,0
"0242","2022","N",0,0,0.01,0
"0243","2022","Y",0.692,0.0037,0.012,0.31
"0245","2018","N",0,0,NULL,NULL
"0245","2019","N",0,0,NULL,NULL
"0245","2020","N",0,0,NULL,NULL
"0245","2021","N",0,0,NULL,NULL
"0245","2022","N",0,0,0.011,0
"0246","2022","Y",0.656,0.006,0.047,0.13
"0247","2022","Y",3.417,0.0082,0.008,0
"0248","2022","Y",1.034,0.003,0,5404319552844600.0
"0249","2018","N",0,0,NULL,NULL
"0249","2019","N",0,0,NULL,NULL
"0249","2020","N",0,0,NULL,NULL
"0249","2021","N",0,0,NULL,NULL
"0249","2022","N",0,0,0.022,0
"0250","2018","N",0,0,NULL,NULL
"0250","2019","N",0,0,NULL,NULL
"0250","2020","N",0,0,NULL,NULL
"0250","2021","N",0,0,NULL,NULL
"0250","2022","N",0,0,0.021,0
"0251","2022","Y",0.323,0.005,0.034,0.15
"03001","2018","N",0,0,0.007,0
"03001","2019","N",0,0,0.006,0
"03001","2020","N",0,0,0.003,0
"03001","2021","N",0,0,0.004,0
"03001","2022","N",0,0,0,0
"03002","2018","N",0,0,-0.02,0
"03002","2019","N",0,0,-0.021,0
"03002","2020","N",0,0,-0.026,0
"03002","2021","N",0,0,-0.009,0
"03002","2022","N",0,0,-0.003,0
"03005","2018","Y",4.167,0.005,0.009,0
"03005","2019","Y",2.34,0.0055,0.012,0.48
"03005","2020","Y",1.829,0.006,0.027,0.45
"03005","2021","Y",1.873,0.0065,0.038,0.34
"03005","2022","Y",0.943,0.0066,0.004,1.53
"03006","2018","Y",2.622,0.006,0.015,0.41
"03006","2019","Y",0.578,0.002,0.007,0.27
"03006","2022","Y",1.087,0.0025,0.006,0
"03008","2018","Y",2.5,0.01,0.013,0.76
"03008","2019","Y",2.445,0.01,0.016,1.29
"03008","2020","Y",1.208,0.005,0.015,0.34
"03008","2022","Y",3.704,0.015,0.015,1.03
"03011","2022","Y",1.891,0.006,0.046,0.04
"03012","2019","Y",1.242,0.002,0.012,0.17
"03012","2020","Y",3.072,0.0051,0.036,0.14
"03012","2021","Y",1.499,0.0067,0.057,0.12
"03012","2022","Y",0.733,0.0033,0.024,0.14
"03013","2019","Y",0.931,0.005,0.007,0.76
"03013","2020","Y",0.678,0.005,0.006,0.83
"03013","2021","Y",0.674,0.005,0.021,0.49
"03013","2022","Y",1.067,0.008,0.016,0.5
"03015","2019","Y",2.763,0.0063,-0.002,-3.71
"03015","2021","Y",1.064,0.0025,0.004,0.58
"03016","2019","Y",5.102,0.0025,0.005,0
"03016","2020","Y",4.545,0.0025,0.004,0.66
"03016","2021","Y",6.649,0.005,0.005,1.02
"03016","2022","Y",8.885,0.0125,0.028,0.18
"03017","2018","Y",0.906,0.0028,0.013,0
"03017","2019","Y",0.491,0.0028,0.027,0.21
"03018","2018","Y",2.993,0.0167,NULL,NULL
"03018","2019","Y",2.806,0.0167,0.053,0.39
"03018","2020","Y",4.209,0.025,0.055,0.45
"03018","2021","Y",4.756,0.0293,0.065,0.45
"03018","2022","Y",4.372,0.0292,0.068,0.43
"03019","2018","Y",1.062,0.0017,NULL,NULL
"03019","2019","Y",0.437,0.0007,-0.002,-1.25
"03021","2018","N",0,0,-0.005,0
"03021","2019","N",0,0,-0.007,0
"03021","2020","N",0,0,-0.007,0
"03021","2021","N",0,0,-0.003,0
"03021","2022","N",0,0,-0.006,0
"03022","2018","N",0,0,0,0
"03022","2019","N",0,0,-0.006,0
"03022","2020","N",0,0,0.005,0
"03022","2021","N",0,0,-0.075,0
"03022","2022","N",0,0,-0.003,0
"03023","2019","Y",0.342,0.0012,0.003,0.36
"03023","2020","Y",0.754,0.0015,0.003,0.56
"03023","2021","Y",0.806,0.002,-0.003,0
"03023","2022","Y",0.514,0.001,0.006,0
"03024","2019","Y",0.708,0.002,0.011,0.09
"03024","2020","Y",0.123,0.001,0.013,0.04
"03024","2021","Y",0.349,0.004,0.106,0.02
"03024","2022","Y",0.235,0.0027,0.069,0.01
"03025","2019","Y",1.24,0.0016,0.005,0
"03025","2021","Y",0.519,0.0007,0.013,0.11
"03026","2020","Y",4.912,0.014,0.039,0.36
"03026","2021","Y",7.278,0.023,0.027,0.85
"03026","2022","Y",4.242,0.014,0.01,0
"03027","2020","Y",4,0.005,0.005,0.94
"03028","2021","Y",2.506,0.0099,0,19.8
"03029","2018","N",0,0,NULL,NULL
"03029","2019","N",0,0,0.003,0
"03029","2020","N",0,0,-0.026,0
"03029","2021","N",0,0,-0.054,0
"03029","2022","N",0,0,-0.033,0
"03030","2018","N",0,0,NULL,NULL
"03030","2019","N",0,0,NULL,NULL
"03030","2020","N",0,0,-0.001,0
"03030","2021","N",0,0,0,0
"03030","2022","N",0,0,0.002,0.63
"03031","2021","Y",7.368,0.0144999999999999,0.045,0
"03031","2022","Y",6.424,0.0168,0.086,0
"03032","2018","N",0,0,NULL,NULL
"03032","2019","N",0,0,NULL,NULL
"03032","2020","N",0,0,0.005,0
"03032","2021","N",0,0,0.018,0
"03032","2022","N",0,0,0.02,0
"03033","2020","Y",1,0.003,-0.024,-0.13
"03036","2020","Y",2.475,0.0075,0.019,0.39
"03036","2021","Y",4.315,0.0139,0.037,0.38
"03036","2022","Y",4.402,0.0135,0.032,0.43
"03037","2018","N",0,0,NULL,NULL
"03037","2019","N",0,0,NULL,NULL
"03037","2020","N",0,0,NULL,NULL
"03037","2021","N",0,0,0.004,0
"03037","2022","N",0,0,0.015,0
"03038","2018","N",0,0,NULL,NULL
"03038","2019","N",0,0,NULL,NULL
"03038","2020","N",0,0,NULL,NULL
"03038","2021","N",0,0,0.004,0
"03038","2022","N",0,0,0.008,0.02
"03039","2022","Y",1.515,0.0025,0.008,0
"03040","2018","N",0,0,NULL,NULL
"03040","2019","N",0,0,NULL,NULL
"03040","2020","N",0,0,0.021,0
"03040","2021","N",0,0,0.039,0
"03040","2022","N",0,0,0.018,0
"03041","2021","Y",1.149,0.005,0.006,0.83
"03041","2022","Y",3.433,0.01,0.007,0.7
"03042","2018","N",0,0,NULL,NULL
"03042","2019","N",0,0,NULL,NULL
"03042","2020","N",0,0,NULL,NULL
"03042","2021","N",0,0,0.001,0
"03042","2022","N",0,0,0.041,0
"03043","2021","Y",0.794,0.0015,0,15
"03043","2022","Y",0.556,0.0015,0.004,0.39
"03045","2018","N",0,0,NULL,NULL
"03045","2019","N",0,0,NULL,NULL
"03045","2020","N",0,0,NULL,NULL
"03045","2021","N",0,0,-0.001,0
"03045","2022","N",0,0,-0.001,0
"03046","2018","N",0,0,NULL,NULL
"03046","2019","N",0,0,NULL,NULL
"03046","2020","N",0,0,NULL,NULL
"03046","2021","N",0,0,0.002,0
"03046","2022","N",0,0,0.03,0
"03047","2021","Y",1.282,0.0066,0.03,0
"03047","2022","Y",6.5360000000000005,0.034,0.114,0.3
"03048","2018","N",0,0,NULL,NULL
"03048","2019","N",0,0,NULL,NULL
"03048","2020","N",0,0,NULL,NULL
"03048","2021","N",0,0,0.006,0
"03048","2022","N",0,0,-0.01,0
"03049","2021","Y",0.52,0.0039,0.01,0.4
"03050","2022","Y",2.308,0.015,0.013,0
"03051","2022","Y",0.449,0.0062,0.026,0.23
"03052","2018","N",0,0,NULL,NULL
"03052","2019","N",0,0,NULL,NULL
"03052","2020","N",0,0,NULL,NULL
"03052","2021","N",0,0,NULL,NULL
"03052","2022","N",0,0,-0.01,0
"03054","2022","Y",0.859,0.0017,0.003,0.59
"0800EA","2018","Y",3.921,0.0465,0.034,0
"0800EA","2019","Y",1.312,0.0159,0.06,0.39
"0800EA","2020","Y",5.105,0.0611,0.053,0.68
"0800EA","2022","Y",3.339,0.0385,-0.032,0
"0820EA","2018","Y",1.854,0.033,0.025,0.2
"0820EA","2019","Y",1.647,0.028,-0.002,-2.0
"0820EA","2020","Y",2.754,0.046,-0.074,-0.07
"0820EA","2021","Y",1.5,0.024,-0.07,-0.4
"0820EA","2022","Y",2.43,0.037,-0.082,-0.37
"0821EA","2018","Y",2.169,0.0244,0.041,0.58
"0821EA","2019","Y",1.724,0.0181,0.019,1.28
"0821EA","2020","Y",1.904,0.0237,0.113,0.16
"0821EA","2021","Y",1.853,0.0181,-0.194,-0.12
"0822EA","2018","Y",3.461,0.068,-0.001,-0.88
"0822EA","2019","Y",3.531,0.0685,0.003,0.18
"0822EA","2020","Y",3.635,0.0587,-0.002,0
"0822EA","2021","Y",3.723,0.0618,0,0
"0822EA","2022","Y",3.525,0.0594,0.001,0
"0823EA","2018","N",0,0,0.001,0
"0823EA","2019","N",0,0,0.001,0
"0823EA","2020","N",0,0,0,0
"0823EA","2021","N",0,0,0.002,0
"0823EA","2022","N",0,0,-0.003,0
"0824EA","2018","Y",2.421,0.0276,0.078,0.36
"0824EA","2019","Y",2.619,0.0296,0.016,1.75
"0824EA","2020","Y",1.807,0.0253,0.19,0.16
"0824EA","2021","Y",1.921,0.022,-0.094,0
"0825EA","2018","Y",2.409,0.0199,-0.05,-0.3
"0825EA","2019","Y",3.1,0.0217,0.061,0.33
"0825EA","2020","Y",2.296,0.0186,-0.138,-0.16
"0825EA","2021","Y",1.557,0.013,-0.029,0
"0827EA","2018","N",0,0,-0.031,0
"0827EA","2019","N",0,0,0.022,0
"0827EA","2020","N",0,0,0.152,0
"0827EA","2021","N",0,0,0.31,0
"0827EA","2022","N",0,0,0.207,0
"0828EA","2018","N",0,0,0,0
"0828EA","2019","N",0,0,0.002,0
"0828EA","2020","N",0,0,0.003,0
"0828EA","2021","N",0,0,-0.185,0
"0828EA","2022","N",0,0,0.021,0
"0829EA","2020","Y",4.703,0.38,0.005,0.42
"0829EB","2020","Y",19.487,0.38,0.001,0.45
"0830EA","2018","N",0,0,NULL,NULL
"0830EA","2019","N",0,0,NULL,NULL
"0830EA","2020","N",0,0,0.048,0
"0830EA","2021","N",0,0,8.908,0
"0830EA","2022","N",0,0,-3.316,0
"0831EA","2018","N",0,0,NULL,NULL
"0831EA","2019","N",0,0,NULL,NULL
"0831EA","2020","N",0,0,-0.022,0
"0831EA","2021","N",0,0,-0.504,0
"0831EA","2022","N",0,0,0.361,0
"0832EA","2018","N",0,0,NULL,NULL
"0832EA","2019","N",0,0,NULL,NULL
"0832EA","2020","N",0,0,-0.007,0
"0832EA","2021","N",0,0,-0.042,0
"0832EA","2022","N",0,0,-0.134,0
"0833EA","2018","N",0,0,NULL,NULL
"0833EA","2019","N",0,0,NULL,NULL
"0833EA","2020","N",0,0,0,0
"0833EA","2021","N",0,0,-0.123,0
"0833EA","2022","N",0,0,0.337,0
"0834EA","2018","N",0,0,NULL,NULL
"0834EA","2019","N",0,0,NULL,NULL
"0834EA","2020","N",0,0,-0.002,0
"0834EA","2021","N",0,0,-0.235,0
"0834EA","2022","N",0,0,-0.268,0
"0835EA","2018","N",0,0,NULL,NULL
"0835EA","2019","N",0,0,NULL,NULL
"0835EA","2020","N",0,0,0,0
"0835EA","2021","N",0,0,0.1,0
"0835EA","2022","N",0,0,0.121,0
"0836EA","2018","N",0,0,NULL,NULL
"0836EA","2019","N",0,0,NULL,NULL
"0836EA","2020","N",0,0,NULL,NULL
"0836EA","2021","N",0,0,0.121,0
"0836EA","2022","N",0,0,-0.105,0
"0837EA","2021","Y",0.49,0.005,0.026,0.19
"0837EA","2022","Y",3.371,0.035,-0.002,-25.0
"0838EA","2018","N",0,0,NULL,NULL
"0838EA","2019","N",0,0,NULL,NULL
"0838EA","2020","N",0,0,NULL,NULL
"0838EA","2021","N",0,0,NULL,NULL
"0838EA","2022","N",0,0,-0.06,0
"1015","2018","Y",4.1850000000000005,0.15,0.376,0.4
"1015","2019","Y",4.977,0.2,0.5,0.4
"1015","2020","Y",4.056,0.133,0.446,0.3
"1015","2022","Y",1.371,0.05,0.456,0.11
"1023","2018","Y",5.223,0.25,0.597,0.42
"1023","2019","Y",6.831,0.26,0.47,0.55
"1023","2020","Y",1.147,0.0481,0.12,0.4
"1023","2021","Y",4.708,0.2299,0.429,0.54
"1023","2022","Y",2.544,0.13,0.397,0.33
"1058","2018","Y",2.887,0.07,0.13,0.54
"1058","2019","Y",3.253,0.07,0.129,0.54
"1058","2020","Y",2.944,0.07,0.189,0.37
"1058","2021","Y",3.03,0.07,0.416,0.17
"1066","2018","Y",4.574,0.205,0.574,0.36
"1066","2019","Y",6.679,0.31,0.619,0.5
"1066","2020","Y",3.698,0.1765,0.507,0.35
"1066","2021","Y",7.422000000000001,0.4,0.647,0.62
"1066","2022","Y",2.717,0.15,0.464,0.32
"1082","2018","Y",2.381,0.4,1.667,0.24
"1082","2019","Y",2.429,0.42,1.678,0.25
"1082","2020","Y",2.666,0.38,1.636,0.23
"1082","2021","Y",2.335,0.3999999999999999,1.998,0.2
"1082","2022","Y",2.441,0.4599999999999999,2.162,0.21
"1147","2018","N",0,0,-0.206,0
"1147","2019","N",0,0,-0.214,0
"1147","2020","N",0,0,-0.06,0
"1147","2021","N",0,0,0.031,0
"1147","2022","N",0,0,0.033,0
"1155","2018","Y",8.025,0.5700000000000001,0.742,0.77
"1155","2019","Y",9.679,0.64,0.734,0.87
"1155","2020","Y",6.99,0.52,0.577,0.9
"1155","2021","Y",7.174,0.5800000000000001,0.697,0.83
"1155","2022","Y",3.244,0.28,0.51,0.55
"1163","2018","Y",3.487,0.4,1.684,0.24
"1163","2019","Y",5.08,0.65,2.039,0.32
"1163","2020","Y",4.769,0.58,2.275,0.25
"1163","2021","Y",5.295,0.63,1.982,0.32
"1163","2022","Y",6.247999999999999,0.85,1.542,0.1
"1171","2018","Y",6.274,0.05,0.106,0
"1171","2019","Y",5.556,0.03,0.11,0
"1171","2020","Y",3.49,0.02,0.04,0
"1171","2021","Y",5.607,0.03,0.063,0.48
"1198","2018","Y",4.478,0.03,-0.1,-0.3
"1198","2019","Y",6.818,0.06,-0.114,-0.53
"1287","2018","N",0,0,-0.001,0
"1287","2019","N",0,0,-0.001,0
"1287","2020","N",0,0,-0.004,0
"1287","2021","N",0,0,0,0
"1287","2022","N",0,0,0,0
"1295","2018","Y",15.986,0.69,1.444,0.48
"1295","2019","Y",22.157,0.73,1.42,0.51
"1295","2020","Y",3.187,0.13,1.018,0.13
"1295","2021","Y",3.727,0.152,0.291,0.52
"1295","2022","Y",2.6870000000000003,0.12,0.227,0.53
"1368","2018","Y",5.68,0.14,0.178,0.79
"1368","2019","Y",5.051,0.14,0.219,0.64
"1368","2021","Y",1.875,0.03,0.051,0.59
"1481","2018","Y",1.938,0.0025,-0.006,-0.44
"1481","2019","Y",2.652,0.0035,0.081,0.03
"1481","2020","Y",1.049,0.0015,-0.037,-0.09
"1481","2021","Y",1.5,0.0015,-0.012,-0.12
"1503","2018","Y",2.778,0.02,0.056,0
"1503","2019","Y",3.115,0.02,-0.049,0
"1503","2021","Y",2.732,0.02,0.111,0.18
"1503","2022","Y",3.03,0.02,0.039,0.51
"1538","2019","Y",2.762,0.01,0.211,0
"1538","2020","Y",3.175,0.02,0.117,0
"1538","2021","Y",3.419,0.02,0.114,0
"1562","2018","Y",8.839,0.16,0.171,0.94
"1562","2019","Y",7.892,0.16,0.174,2.85
"1562","2020","Y",3.725,0.08,0.099,1.05
"1562","2021","Y",4.043,0.08,0.136,0.59
"1562","2022","Y",4.049,0.07,0.12,0.72
"1589","2018","N",0,0,-0.008,0
"1589","2019","N",0,0,-0.002,0
"1589","2020","N",0,0,-0.002,0
"1589","2021","N",0,0,-0.032,0
"1589","2022","N",0,0,-0.015,0
"1619","2018","Y",1.462,0.03,0.258,0.12
"1619","2019","Y",2.36,0.05,0.25,0
"1619","2020","Y",1.248,0.02,0.287,0
"1619","2021","Y",1.681,0.02,-0.153,0
"1643","2018","N",0,0,-0.071,0
"1643","2019","N",0,0,-0.19,0
"1643","2020","N",0,0,0.114,0
"1643","2021","N",0,0,-0.049,0
"1643","2022","N",0,0,-0.033,0
"1651","2018","Y",2.111,0.0175,0.023,0.76
"1651","2019","Y",2.16,0.01,0.005,1.85
"1651","2020","Y",2.16,0.01,-0.04,-0.25
"1651","2021","Y",2.667,0.01,0.003,2.86
"1694","2018","N",0,0,0.033,0
"1694","2019","N",0,0,0.005,0
"1694","2020","N",0,0,0.006,0
"1694","2021","N",0,0,0.014,0
"1694","2022","N",0,0,0.025,0
"1724","2018","Y",9.313,0.0849999999999999,0.222,0.38
"1724","2019","Y",7.927999999999999,0.065,0.194,0.33
"1724","2020","Y",53.188,0.315,0.798,0.03
"1724","2021","Y",4.418,0.03,0.046,0.65
"1724","2022","Y",3.704,0.025,0.066,0.38
"1818","2018","Y",5.233,0.336,0.277,1.21
"1818","2019","Y",4.009,0.208,0.229,0.91
"1818","2020","Y",6.065,0.51,0.468,1.09
"1818","2021","Y",6.15,0.41,0.439,0.93
"1818","2022","Y",2.355,0.15,0.28,0.95
"1899","2018","Y",3.585,0.55,1.158,0.13
"1899","2019","Y",3.867,0.6,0.913,0.16
"1899","2020","Y",3.458,0.55,1.057,0.14
"1899","2021","Y",4.507,1.1,2.893,0.07
"1899","2022","Y",0.93,1.1,2.979,0.07
"1902","2022","Y",7.229,0.03,-0.053,0
"1929","2018","Y",4.095000000000001,0.3,0.79,0.38
"1929","2019","Y",3.321,0.2,0.356,0.56
"1929","2020","Y",2.6630000000000003,0.16,0.394,0.41
"1929","2021","Y",4.484,0.3,0.745,0.4
"1929","2022","Y",5.174,0.42,1.177,0.36
"1961","2018","Y",4.982,0.205,0.487,0.18
"1961","2019","Y",1.969,0.08,0.1,0.8
"1961","2020","Y",1.975,0.08,0.096,0.84
"1961","2021","Y",2.691,0.105,0.222,0.47
"1961","2022","Y",3.387,0.14,0.277,0.5
"1996","2020","Y",3.393,0.02,0.02,0.5
"1996","2021","Y",1.883,0.01,0.064,0.31
"1996","2022","Y",1.739,0.01,0.035,0
"2038","2018","Y",2.52,0.08,0.24,0.33
"2038","2019","Y",1.597,0.05,-0.036,-1.37
"2038","2020","Y",2.053,0.06,0.018,3.33
"2038","2021","Y",4.667,0.14,0.342,0.41
"2038","2022","Y",4.661,0.1699999999999999,0.389,0.44
"2054","2020","Y",2.12,0.0052,-0.009,-0.34
"2054","2021","Y",2.882,0.0063999999999999,-0.018,-0.16
"2054","2022","Y",0.872,0.0017,-0.002,0
"2062","2019","Y",1.558,0.01,0.058,0
"2062","2020","Y",1.761,0.01,0.067,0.15
"2062","2021","Y",1.339,0.01,0.154,0.06
"2062","2022","Y",4.396,0.05,0.371,0.13
"2089","2018","Y",12.436,1.4,1.36,0
"2089","2019","Y",12.324,1.35,0.977,0
"2089","2020","Y",6.608,0.85,1.068,0
"2089","2021","Y",8.241,1.15,0.879,0
"2089","2022","Y",2.74,0.4,1.063,0
"2097","2018","N",0,0,-0.029,0
"2097","2019","N",0,0,-0.051,0
"2097","2020","N",0,0,-0.023,0
"2097","2021","N",0,0,-0.278,0
"2097","2022","N",0,0,-0.002,0
"2127","2018","Y",1.056,0.01,0.064,0
"2127","2019","Y",1.995,0.015,0.05,0
"2127","2021","Y",2.823,0.065,0.59,0.03
"2127","2022","Y",3.772,0.06,0.591,0.11
"2135","2018","Y",6.361,0.025,-0.006,0
"2135","2019","Y",6.46,0.025,0.011,0
"2135","2020","Y",3.396,0.02,-0.025,0
"2135","2021","Y",3.75,0.015,-0.009,0
"2143","2018","Y",45.629,0.1597,0.015,0.11
"2186","2018","Y",2.929,0.05,0.419,0
"2186","2019","Y",0.84,0.014,0.018,0
"2186","2020","Y",0.8029999999999999,0.0115,0.022,0.64
"2186","2021","Y",1.025,0.0175,0.164,0.07
"2186","2022","Y",1.526,0.02,-0.803,0
"2224","2018","Y",24.821,0.215,0.196,0.13
"2224","2019","Y",2.985,0.02,0.057,0.35
"2259","2018","N",0,0,-0.006,0
"2259","2019","N",0,0,-0.006,0
"2259","2020","N",0,0,0.001,0
"2259","2021","N",0,0,-0.007,0
"2259","2022","N",0,0,-0.001,0
"2283","2018","N",0,0,-0.012,0
"2283","2019","N",0,0,0.003,0
"2283","2020","N",0,0,0.042,0
"2283","2021","N",0,0,0.005,0
"2283","2022","N",0,0,0.016,0
"2291","2018","Y",1.447,0.13,0.205,0.63
"2291","2019","Y",1.42,0.13,0.166,0.78
"2291","2020","Y",2.43,0.21,0.284,0.74
"2291","2021","Y",3.82,0.3,0.482,0.62
"2291","2022","Y",2.273,0.15,0.463,0.32
"2305","2018","Y",1.12,0.05,0.269,0.19
"2305","2019","Y",0.823,0.045,0.178,0.25
"2305","2020","Y",0.751,0.041,0.104,0.39
"2305","2021","Y",1.623,0.1,0.235,0
"2429","2018","N",0,0,0,0
"2429","2019","N",0,0,-0.02,0
"2429","2020","N",0,0,-0.022,0
"2429","2021","N",0,0,-0.01,0
"2429","2022","N",0,0,-0.008,0
"2445","2018","Y",2.004,0.4499999999999999,0.707,0.21
"2445","2019","Y",2.279,0.5,0.58,0.26
"2445","2020","Y",2.289,0.5,0.719,0.21
"2445","2021","Y",4.104,1,2.093,0.1
"2445","2022","Y",0.97,1,2.01,0.1
"2453","2018","Y",0.273,0.01,0.102,0
"2453","2019","Y",1.792,0.06,-0.195,0
"2453","2020","Y",0.311,0.01,-0.034,-1.75
"2453","2021","Y",0.753,0.0315,0.495,0.02
"2453","2022","Y",0.7370000000000001,0.027,-0.151,0
"2488","2018","Y",4.558,0.153,0.321,0.21
"2488","2019","Y",4.974,0.167,0.347,0.48
"2488","2020","Y",2.587,0.06,0.275,0.22
"2488","2021","Y",2.508,0.0579,0.231,0.25
"2488","2022","Y",6.25,0.185,0.37,0.5
"2542","2018","Y",2.137,0.06,0.076,0
