,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Unnamed: 7,Stock Code,Year,Status
1990,24 May 2018,2018-12-31,First Interim Dividend,11 Jun 2018,29 Jun 2018,0.025,Currency,View,7089,2018,Y
1991,28 Nov 2022,2022-09-30,Second Interim Dividend,09 Dec 2022,28 Dec 2022,0.0235,Currency,View,03047,2022,Y
1992,24 May 2022,2022-09-30,Interim Dividend,10 Jun 2022,28 Jun 2022,0.0105,Currency,View,03047,2022,Y
1993,28 Mar 2022,2021-09-30,Final Dividend,05 Apr 2022,15 Apr 2022,0.0066,Currency,View,03047,2021,Y
1994,24 Feb 2022,2022-03-31,Second Interim Dividend,11 Mar 2022,30 Mar 2022,0.15,Currency,View,6645,2022,Y
1995,25 Aug 2021,2022-03-31,Interim Dividend,13 Sep 2021,24 Sep 2021,0.1,Currency,View,6645,2022,Y
1996,25 Feb 2021,2021-03-31,Interim Dividend,19 Mar 2021,30 Mar 2021,0.1,Currency,View,6645,2021,Y
1997,27 Aug 2020,2021-03-31,Interim Dividend,21 Sep 2020,29 Sep 2020,0.1,Currency,View,6645,2021,Y
1998,27 Feb 2020,2020-03-31,Interim Dividend,17 Mar 2020,26 Mar 2020,0.15,Currency,View,6645,2020,Y
1999,29 Aug 2019,2020-03-31,Interim Dividend,18 Sep 2019,27 Sep 2019,0.1,Currency,View,6645,2020,Y
2000,27 Feb 2019,2019-03-31,Interim Dividend,14 Mar 2019,28 Mar 2019,0.15,Currency,View,6645,2019,Y
2001,29 Aug 2018,2019-03-31,Interim Dividend,18 Sep 2018,28 Sep 2018,0.1,Currency,View,6645,2019,Y
2002,01 Mar 2018,2018-03-31,Interim Dividend,16 Mar 2018,28 Mar 2018,0.1,Currency,View,6645,2018,Y
2003,30 Aug 2017,2018-03-31,Interim Dividend,18 Sep 2017,28 Sep 2017,0.15,Currency,View,6645,2018,Y
2004,24 Nov 2022,2022-12-31,Special Dividend,08 Dec 2022,29 Dec 2022,0.1398,Currency,View,5284,2022,Y
2005,03 Mar 2022,2021-12-31,Final Dividend,21 Mar 2022,13 Apr 2022,0.21,Currency,View,5284,2021,Y
2006,28 Oct 2021,2021-12-31,Special Dividend,12 Nov 2021,26 Nov 2021,0.18,Currency,View,5284,2021,Y
2007,15 Apr 2021,2020-12-31,Final Dividend (with Dividend Re-Investment Plan),30 Apr 2021,02 Jun 2021,0.0327,Currency,View,5284,2020,Y
2008,05 Mar 2020,2019-12-31,Final Dividend,08 May 2020,02 Jun 2020,0.07,Currency,View,5284,2019,Y
2009,29 Apr 2019,2018-12-31,Final Dividend,15 May 2019,03 Jun 2019,0.17,Currency,View,5284,2018,Y
2010,10 Jun 2020,2020-09-30,Special Dividend,15 Jul 2020,05 Aug 2020,0.005,Currency,View,8303,2020,Y
2011,02 Aug 2022,2022-12-31,First Interim Dividend,16 Aug 2022,25 Aug 2022,0.25,Currency,View,8621,2022,Y
2012,07 Feb 2022,2021-12-31,Second Interim Dividend,21 Feb 2022,02 Mar 2022,0.45,Currency,View,8621,2021,Y
2013,05 Aug 2021,2021-12-31,First Interim Dividend,20 Aug 2021,01 Sep 2021,0.29,Currency,View,8621,2021,Y
2014,03 Feb 2021,2020-12-31,Second Interim Dividend,18 Feb 2021,01 Mar 2021,0.44,Currency,View,8621,2020,Y
2015,17 Aug 2020,2020-12-31,First Interim Dividend,02 Sep 2020,11 Sep 2020,0.28,Currency,View,8621,2020,Y
2016,03 Feb 2020,2019-12-31,Second Interim Dividend,17 Feb 2020,26 Feb 2020,0.43,Currency,View,8621,2019,Y
2017,15 Jul 2019,2019-12-31,First Interim Dividend,29 Jul 2019,08 Aug 2019,0.27,Currency,View,8621,2019,Y
2018,29 Jan 2019,2018-12-31,Second interim dividend,14 Feb 2019,27 Feb 2019,0.42,Currency,View,8621,2018,Y
2019,09 Jul 2018,2018-12-31,First Interim Dividend,20 Jul 2018,01 Aug 2018,0.26,Currency,View,8621,2018,Y
2020,28 Feb 2020,2020-03-31,Interim Dividend,10 Mar 2020,03 Apr 2020,0.005,Currency,View,7085,2020,Y
2021,26 Jul 2019,2019-03-31,Final Dividend,03 Oct 2019,25 Oct 2019,0.01,Currency,View,7085,2019,Y
2022,26 Feb 2019,2019-03-31,Interim Dividend,14 Mar 2019,12 Apr 2019,0.01,Currency,View,7085,2019,Y
2023,26 Jul 2018,2018-03-31,Final Dividend,12 Sep 2018,05 Oct 2018,0.01,Currency,View,7085,2018,Y
2024,13 Feb 2018,2018-03-31,Interim Dividend,14 Mar 2018,06 Apr 2018,0.01,Currency,View,7085,2018,Y
2025,28 Jul 2022,2022-12-31,Interim Dividend,17 Aug 2022,15 Sep 2022,0.01,Currency,View,5143,2022,Y
2026,17 Feb 2022,2021-12-31,Interim Dividend,14 Apr 2022,13 May 2022,0.01,Currency,View,5143,2021,Y
2027,11 Aug 2021,2021-12-31,Interim Dividend,13 Sep 2021,30 Sep 2021,0.008,Currency,View,5143,2021,Y
2028,21 Apr 2021,2021-12-31,Interim Dividend,06 May 2021,03 Jun 2021,0.009,Currency,View,5143,2021,Y
2029,19 Feb 2021,2020-12-31,Interim Dividend,13 Apr 2021,12 May 2021,0.02,Currency,View,5143,2020,Y
2030,06 Aug 2020,2020-12-31,Interim Dividend,03 Sep 2020,30 Sep 2020,0.01,Currency,View,5143,2020,Y
2031,19 Feb 2020,2019-12-31,Interim Dividend,17 Apr 2020,13 May 2020,0.0125,Currency,View,5143,2019,Y
2032,31 Jul 2019,2019-12-31,Interim Dividend,03 Sep 2019,30 Sep 2019,0.01,Currency,View,5143,2019,Y
2033,25 Feb 2019,2018-12-31,Interim Dividend,23 Apr 2019,15 May 2019,0.0125,Currency,View,5143,2018,Y
2034,26 Jul 2018,2018-12-31,Interim Dividend,05 Sep 2018,28 Sep 2018,0.01,Currency,View,5143,2018,Y
2035,28 Apr 2022,2021-12-31,Final Dividend,01 Jul 2022,15 Jul 2022,0.01,Currency,View,9199,2021,Y
2036,02 Jun 2021,2020-12-31,Interim Dividend,02 Jul 2021,16 Jul 2021,0.01,Currency,View,9199,2020,Y
2037,29 Jun 2020,2019-12-31,Final Dividend,28 Aug 2020,15 Sep 2020,0.05,Currency,View,9199,2019,Y
2038,29 Apr 2019,2018-12-31,Final Dividend,05 Jul 2019,22 Jul 2019,0.07,Currency,View,9199,2018,Y
2039,09 Jul 2019,2019-12-31,First Interim Dividend,23 Jul 2019,20 Aug 2019,0.06,Currency,View,1198,2019,Y
2040,09 Mar 2018,2018-12-31,First Interim Dividend,22 Mar 2018,25 Apr 2018,0.03,Currency,View,1198,2018,Y
2041,23 Jun 2022,2022-04-30,Third Interim Dividend,07 Jul 2022,20 Jul 2022,0.025,Currency,View,7087,2022,Y
2042,18 Mar 2022,2022-04-30,Second Interim Dividend,04 Apr 2022,18 Apr 2022,0.02,Currency,View,7087,2022,Y
2043,27 Dec 2021,2022-04-30,Interim Dividend,07 Jan 2022,25 Jan 2022,0.02,Currency,View,7087,2022,Y
2044,23 Jun 2021,2021-04-30,Fourth Interim Dividend,09 Jul 2021,28 Jul 2021,0.028,Currency,View,7087,2021,Y
2045,08 Mar 2021,2021-04-30,Special Dividend,22 Mar 2021,08 Apr 2021,0.01,Currency,View,7087,2021,Y
2046,08 Mar 2021,2021-04-30,Third Interim Dividend,22 Mar 2021,08 Apr 2021,0.035,Currency,View,7087,2021,Y
2047,10 Dec 2020,2021-04-30,Second Interim Dividend,17 Dec 2020,08 Jan 2021,0.018,Currency,View,7087,2021,Y
2048,08 Sep 2020,2021-04-30,Interim Dividend,24 Sep 2020,08 Oct 2020,0.02,Currency,View,7087,2021,Y
2049,22 Jun 2020,2020-04-30,Fourth Interim Dividend,07 Jul 2020,23 Jul 2020,0.015,Currency,View,7087,2020,Y
2050,09 Mar 2020,2020-04-30,Third Interim Dividend,24 Mar 2020,08 Apr 2020,0.028,Currency,View,7087,2020,Y
2051,10 Dec 2019,2020-04-30,Second Interim Dividend,24 Dec 2019,09 Jan 2020,0.025,Currency,View,7087,2020,Y
2052,10 Sep 2019,2020-04-30,Interim Dividend,09 Oct 2019,25 Oct 2019,0.07,Currency,View,7087,2020,Y
2053,30 Aug 2019,2019-04-30,Final Dividend,09 Oct 2019,25 Oct 2019,0.05,Currency,View,7087,2019,Y
2054,18 Mar 2019,2019-04-30,Interim Dividend,29 Mar 2019,15 Apr 2019,0.08,Currency,View,7087,2019,Y
2055,12 Dec 2018,2019-04-30,Special Dividend,26 Dec 2018,11 Jan 2019,0.02,Currency,View,7087,2019,Y
2056,12 Dec 2018,2019-04-30,Interim Dividend,26 Dec 2018,11 Jan 2019,0.03,Currency,View,7087,2019,Y
2057,12 Sep 2018,2019-04-30,Interim Dividend,10 Oct 2018,26 Oct 2018,0.05,Currency,View,7087,2019,Y
2058,30 Aug 2018,2018-04-30,Final Dividend,10 Oct 2018,26 Oct 2018,0.03,Currency,View,7087,2018,Y
2059,30 Aug 2018,2018-04-30,Special Dividend,10 Oct 2018,26 Oct 2018,0.02,Currency,View,7087,2018,Y
2060,15 Mar 2018,2018-04-30,Special Dividend,28 Mar 2018,12 Apr 2018,0.04,Currency,View,7087,2018,Y
2061,15 Mar 2018,2018-04-30,Interim Dividend,28 Mar 2018,12 Apr 2018,0.03,Currency,View,7087,2018,Y
2062,12 Dec 2017,2018-04-30,Interim Dividend,27 Dec 2017,12 Jan 2018,0.045,Currency,View,7087,2018,Y
2063,15 Sep 2017,2018-04-30,Interim Dividend,11 Oct 2017,27 Oct 2017,0.035,Currency,View,7087,2018,Y
2064,24 Nov 2022,2022-12-31,Third Interim Dividend,15 Dec 2022,30 Dec 2022,0.01,Currency,View,3859,2022,Y
2065,18 Aug 2022,2022-12-31,Second Interim Dividend,14 Sep 2022,30 Sep 2022,0.015,Currency,View,3859,2022,Y
2066,19 May 2022,2022-12-31,First Interim Dividend,14 Jun 2022,24 Jun 2022,0.01,Currency,View,3859,2022,Y
2067,24 Feb 2022,2021-12-31,First Interim Dividend,11 Mar 2022,25 Mar 2022,0.015,Currency,View,3859,2021,Y
2068,25 Feb 2021,2020-12-31,Fourth Interim Dividend,12 Mar 2021,26 Mar 2021,0.02,Currency,View,3859,2020,Y
2069,26 Nov 2020,2020-12-31,Third Interim Dividend,11 Dec 2020,24 Dec 2020,0.02,Currency,View,3859,2020,Y
2070,22 May 2020,2020-12-31,First Interim Dividend,12 Jun 2020,26 Jun 2020,0.025,Currency,View,3859,2020,Y
2071,20 Feb 2020,2019-12-31,Interim Dividend,17 Mar 2020,27 Mar 2020,0.03,Currency,View,3859,2019,Y
2072,19 Nov 2019,2019-12-31,Interim Dividend,13 Dec 2019,27 Dec 2019,0.04,Currency,View,3859,2019,Y
2073,22 Aug 2019,2019-12-31,Second interim dividend,18 Sep 2019,27 Sep 2019,0.05,Currency,View,3859,2019,Y
2074,28 May 2019,2019-12-31,First Interim Dividend,18 Jun 2019,28 Jun 2019,0.04,Currency,View,3859,2019,Y
2075,21 Feb 2019,2018-12-31,Interim Dividend,13 Mar 2019,29 Mar 2019,0.04,Currency,View,3859,2018,Y
2076,27 Nov 2018,2018-12-31,Interim Dividend,13 Dec 2018,28 Dec 2018,0.04,Currency,View,3859,2018,Y
2077,24 Aug 2018,2018-12-31,Second interim dividend,14 Sep 2018,28 Sep 2018,0.03,Currency,View,3859,2018,Y
2078,21 May 2018,2018-12-31,First Interim Dividend,13 Jun 2018,29 Jun 2018,0.04,Currency,View,3859,2018,Y
2079,28 Apr 2022,2021-12-31,First and Final Dividend,15 Sep 2022,29 Sep 2022,0.0265,Currency,View,8583,2021,Y
2080,28 Apr 2021,2020-12-31,First and Final Dividend,15 Sep 2021,29 Sep 2021,0.0166,Currency,View,8583,2020,Y
2081,28 May 2020,2019-12-31,First and Final Dividend,15 Sep 2020,29 Sep 2020,0.0335,Currency,View,8583,2019,Y
2082,29 Apr 2019,2018-12-31,Final Dividend,11 Sep 2019,25 Sep 2019,0.045,Currency,View,8583,2018,Y
2083,23 Aug 2022,2022-12-31,Interim Dividend,28 Sep 2022,27 Oct 2022,0.028,Currency,View,5264,2022,Y
2084,28 Mar 2022,2021-12-31,Final Dividend,06 May 2022,02 Jun 2022,0.02,Currency,View,5264,2021,Y
2085,20 Aug 2021,2021-12-31,Interim Dividend,17 Sep 2021,20 Oct 2021,0.031,Currency,View,5264,2021,Y
2086,26 Mar 2021,2020-12-31,Final Dividend,20 May 2021,18 Jun 2021,0.023,Currency,View,5264,2020,Y
2087,18 Aug 2020,2020-12-31,Interim Dividend,15 Sep 2020,16 Oct 2020,0.028,Currency,View,5264,2020,Y
2088,23 Mar 2020,2019-12-31,Final Dividend,14 May 2020,12 Jun 2020,0.0411,Currency,View,5264,2019,Y
2089,23 Aug 2019,2019-12-31,Interim Dividend,12 Sep 2019,11 Oct 2019,0.0244,Currency,View,5264,2019,Y
2090,29 Apr 2019,2018-12-31,Final Dividend,09 May 2019,31 May 2019,0.035,Currency,View,5264,2018,Y
2091,23 Aug 2018,2018-12-31,Interim Dividend,07 Sep 2018,11 Oct 2018,0.021,Currency,View,5264,2018,Y
2092,05 Sep 2022,2022-12-31,First Interim Dividend (with Dividend Re-Investment Plan),19 Sep 2022,19 Oct 2022,0.28,Currency,View,1155,2022,Y
2093,03 Mar 2022,2021-12-31,Second Interim Dividend (with Dividend Re-Investment Plan),16 Mar 2022,14 Apr 2022,0.3,Currency,View,1155,2021,Y
2094,08 Sep 2021,2021-12-31,First Interim Dividend (with Dividend Re-Investment Plan),22 Sep 2021,21 Oct 2021,0.28,Currency,View,1155,2021,Y
2095,12 May 2021,2020-12-31,Final Dividend (with Dividend Re-Investment Plan),28 May 2021,28 Jun 2021,0.385,Currency,View,1155,2020,Y
2096,04 Dec 2020,2020-12-31,Interim Dividend (with Dividend Re-Investment Plan),17 Dec 2020,15 Jan 2021,0.135,Currency,View,1155,2020,Y
2097,27 Mar 2020,2019-12-31,Second Interim Dividend,10 Apr 2020,06 May 2020,0.39,Currency,View,1155,2019,Y
2098,03 Sep 2019,2019-12-31,Interim Dividend,18 Sep 2019,02 Oct 2019,0.25,Currency,View,1155,2019,Y
2099,29 Apr 2019,2018-12-31,Final Dividend (with Dividend Re-Investment Plan),07 May 2019,07 Jun 2019,0.32,Currency,View,1155,2018,Y
2100,18 Sep 2018,2018-12-31,Interim Dividend (with Dividend Re-Investment Plan),28 Sep 2018,30 Oct 2018,0.25,Currency,View,1155,2018,Y
2101,25 Aug 2022,2022-12-31,Interim Dividend,08 Sep 2022,23 Sep 2022,0.015,Currency,View,3662,2022,Y
2102,28 Feb 2022,2021-12-31,Interim Dividend,14 Mar 2022,25 Mar 2022,0.02,Percentage,View,3662,2021,Y
2103,26 Feb 2021,2020-12-31,Interim Dividend,12 Mar 2021,26 Mar 2021,0.01,Currency,View,3662,2020,Y
2104,27 Feb 2020,2019-12-31,Second Interim Dividend,12 Mar 2020,27 Mar 2020,0.018,Currency,View,3662,2019,Y
2105,14 Aug 2019,2019-12-31,Interim Dividend,28 Aug 2019,13 Sep 2019,0.012,Currency,View,3662,2019,Y
2106,27 Feb 2019,2018-12-31,Second interim dividend,13 Mar 2019,29 Mar 2019,0.01,Currency,View,3662,2018,Y
2107,17 Aug 2018,2018-12-31,Interim Dividend,04 Sep 2018,20 Sep 2018,0.02,Currency,View,3662,2018,Y
2108,16 Apr 2020,2019-12-31,Final Dividend,05 May 2020,21 May 2020,0.1,Currency,View,5014,2019,Y
2109,30 Aug 2019,2019-12-31,Interim Dividend,18 Sep 2019,01 Oct 2019,0.05,Currency,View,5014,2019,Y
2110,02 May 2019,2018-12-31,Final Dividend,16 May 2019,31 May 2019,0.09,Currency,View,5014,2018,Y
2111,28 Aug 2018,2018-12-31,Interim Dividend,13 Sep 2018,28 Sep 2018,0.05,Currency,View,5014,2018,Y
2112,17 Dec 2021,2021-12-31,Interim Dividend,30 Dec 2021,12 Jan 2022,0.03,Currency,View,1171,2021,Y
2113,17 Jun 2021,2020-12-31,Final Dividend (with Dividend Re-Investment Plan),30 Jun 2021,30 Jul 2021,0.02,Currency,View,1171,2020,Y
2114,30 Jun 2020,2019-12-31,Final Dividend (with Dividend Re-Investment Plan),13 Jul 2020,12 Aug 2020,0.03,Currency,View,1171,2019,Y
2115,11 Jun 2019,2018-12-31,Final Dividend (with Dividend Re-Investment Plan),24 Jun 2019,23 Jul 2019,0.05,Currency,View,1171,2018,Y
2116,27 Apr 2022,2021-12-31,First and Final Dividend,10 Jun 2022,30 Jun 2022,0.07,Currency,View,5916,2021,Y
2117,19 May 2021,2020-12-31,First and Final Dividend,02 Jul 2021,23 Jul 2021,0.01,Currency,View,5916,2020,Y
2118,03 Aug 2020,2019-12-31,First and Final Dividend,15 Sep 2020,30 Sep 2020,0.02,Currency,View,5916,2019,Y
2119,29 Apr 2019,2018-12-31,First and Final Dividend,12 Jun 2019,28 Jun 2019,0.02,Currency,View,5916,2018,Y
2120,08 Dec 2022,2022-12-31,Special Dividend,21 Dec 2022,05 Jan 2023,0.065,Currency,View,5077,2022,Y
2121,08 Dec 2022,2022-12-31,Special Dividend,21 Dec 2022,05 Jan 2023,0.035,Currency,View,5077,2022,Y
2122,24 Dec 2019,2019-06-30,Special Dividend,09 Jan 2020,21 Jan 2020,0.22,Currency,View,0155,2019,Y
2123,26 May 2022,2022-06-30,Second Interim Dividend,10 Jun 2022,24 Jun 2022,0.25,Currency,View,3867,2022,Y
2124,24 Nov 2021,2022-06-30,Interim Dividend,08 Dec 2021,23 Dec 2021,0.1,Currency,View,3867,2022,Y
2125,28 May 2021,2021-06-30,Second Interim Dividend,14 Jun 2021,29 Jun 2021,0.2,Currency,View,3867,2021,Y
2126,25 Nov 2020,2021-06-30,Interim Dividend,09 Dec 2020,24 Dec 2020,0.1,Currency,View,3867,2021,Y
2127,20 May 2020,2020-06-30,Second Interim Dividend,05 Jun 2020,23 Jun 2020,0.17,Currency,View,3867,2020,Y
2128,26 Nov 2019,2020-06-30,Interim Dividend,10 Dec 2019,24 Dec 2019,0.1,Currency,View,3867,2020,Y
2129,24 May 2019,2019-06-30,Second interim dividend,12 Jun 2019,27 Jun 2019,0.17,Currency,View,3867,2019,Y
2130,08 Nov 2018,2019-06-30,First Interim Dividend,23 Nov 2018,12 Dec 2018,0.1,Currency,View,3867,2019,Y
2131,17 May 2018,2018-06-30,Interim Dividend,01 Jun 2018,20 Jun 2018,0.19,Currency,View,3867,2018,Y
2132,08 Nov 2017,2018-06-30,First Interim Dividend,22 Nov 2017,08 Dec 2017,0.1,Currency,View,3867,2018,Y
2133,28 Feb 2022,2021-12-31,First and Final Dividend,27 Apr 2022,20 May 2022,0.01,Currency,View,1651,2021,Y
2134,06 Apr 2021,2020-12-31,First and Final Dividend (with Dividend Re-Investment Plan),19 Apr 2021,19 May 2021,0.01,Currency,View,1651,2020,Y
2135,26 Feb 2020,2019-12-31,Final Dividend,29 Apr 2020,20 May 2020,0.01,Currency,View,1651,2019,Y
2136,03 Jul 2019,2018-12-31,First and Final Dividend,29 Jul 2019,23 Aug 2019,0.0175,Currency,View,1651,2018,Y
2137,06 Sep 2018,2019-06-30,Interim Dividend,24 Sep 2018,18 Oct 2018,0.1,Currency,View,4936,2019,Y
2138,30 Oct 2019,2019-06-30,First and Final Dividend,29 Nov 2019,31 Dec 2019,0.015,Currency,View,6181,2019,Y
2139,30 Oct 2018,2018-06-30,First and Final Dividend,28 Nov 2018,28 Dec 2018,0.02,Currency,View,6181,2018,Y
2140,16 Feb 2021,2021-09-30,First Interim Dividend,25 Feb 2021,09 Mar 2021,0.0025,Currency,View,03015,2021,Y
2141,31 Jan 2019,2019-09-30,First Interim Dividend,11 Feb 2019,22 Feb 2019,0.0063,Currency,View,03015,2019,Y
2142,27 Jun 2022,2021-12-31,First and Final Dividend (with Dividend Re-Investment Plan),28 Jun 2022,27 Jul 2022,0.07,Currency,View,1058,2021,Y
2143,08 Jun 2021,2020-12-31,First and Final Dividend (with Dividend Re-Investment Plan),21 Jun 2021,21 Jul 2021,0.07,Currency,View,1058,2020,Y
2144,30 Jun 2020,2019-12-31,First and Final Dividend (with Dividend Re-Investment Plan),13 Jul 2020,12 Aug 2020,0.07,Currency,View,1058,2019,Y
2145,29 Apr 2019,2018-12-31,First and Final Dividend,19 Jun 2019,12 Jul 2019,0.07,Currency,View,1058,2018,Y
2146,16 Nov 2022,2022-12-31,Interim Dividend,01 Dec 2022,20 Dec 2022,0.02,Currency,View,3514,2022,Y
2147,28 Apr 2022,2021-12-31,First and Final Dividend,29 Jun 2022,15 Jul 2022,0.005,Currency,View,3514,2021,Y
2148,29 Jun 2020,2019-12-31,First and Final Dividend,14 Sep 2020,08 Oct 2020,0.003,Currency,View,3514,2019,Y
2149,29 Apr 2019,2018-12-31,First and Final Dividend,27 Jun 2019,16 Jul 2019,0.003,Currency,View,3514,2018,Y
2150,24 Aug 2022,2022-12-31,Second Interim Dividend,15 Sep 2022,12 Oct 2022,0.06,Currency,View,7029,2022,Y
2151,21 Mar 2022,2022-12-31,Interim Dividend,05 Apr 2022,25 Apr 2022,0.04,Currency,View,7029,2022,Y
2152,02 Dec 2021,2021-12-31,Interim Dividend,06 Dec 2021,21 Dec 2021,0.02,Currency,View,7029,2021,Y
2153,01 Apr 2021,2021-12-31,Interim Dividend,21 Apr 2021,10 May 2021,0.02,Currency,View,7029,2021,Y
2154,28 Dec 2020,2020-12-31,Special Dividend,14 Jan 2021,05 Feb 2021,0.02,Currency,View,7029,2020,Y
2155,27 May 2020,2020-12-31,Interim Dividend,10 Jun 2020,24 Jun 2020,0.04,Currency,View,7029,2020,Y
2156,27 Mar 2019,2019-12-31,Interim Dividend,18 Apr 2019,10 May 2019,0.02,Currency,View,7029,2019,Y
2157,05 Apr 2018,2018-12-31,Interim Dividend,18 Apr 2018,08 May 2018,0.015,Currency,View,7029,2018,Y
2158,21 Oct 2022,2022-06-30,First and Final Dividend,16 Dec 2022,09 Jan 2023,0.0022,Currency,View,0189,2022,Y
2159,25 Oct 2021,2021-06-30,First and Final Dividend,16 Dec 2021,07 Jan 2022,0.002,Currency,View,0189,2021,Y
2160,26 Oct 2020,2020-06-30,First and Final Dividend,17 Dec 2020,08 Jan 2021,0.0015,Currency,View,0189,2020,Y
2161,25 Oct 2019,2019-06-30,First and Final Dividend,17 Dec 2019,08 Jan 2020,0.0015,Currency,View,0189,2019,Y
2162,26 Oct 2018,2018-06-30,First and Final Dividend,14 Dec 2018,08 Jan 2019,0.002,Currency,View,0189,2018,Y
2163,25 May 2022,2022-03-31,Fourth Interim Dividend,21 Jun 2022,07 Jul 2022,0.0375,Currency,View,5236,2022,Y
2164,23 Feb 2022,2022-03-31,Third Interim Dividend,22 Mar 2022,07 Apr 2022,0.0375,Currency,View,5236,2022,Y
2165,25 Nov 2021,2022-03-31,Second Interim Dividend,21 Dec 2021,06 Jan 2022,0.03,Currency,View,5236,2022,Y
2166,25 Aug 2021,2022-03-31,First Interim Dividend,22 Sep 2021,07 Oct 2021,0.02,Currency,View,5236,2022,Y
2167,25 May 2021,2021-03-31,Fourth Interim Dividend,23 Jun 2021,08 Jul 2021,0.04,Currency,View,5236,2021,Y
2168,25 Feb 2021,2021-03-31,Third Interim Dividend,24 Mar 2021,08 Apr 2021,0.03,Currency,View,5236,2021,Y
2169,18 Nov 2020,2021-03-31,Second Interim Dividend,23 Dec 2020,08 Jan 2021,0.03,Currency,View,5236,2021,Y
2170,26 Aug 2020,2021-03-31,First Interim Dividend,23 Sep 2020,08 Oct 2020,0.02,Currency,View,5236,2021,Y
2171,09 Jul 2020,2020-03-31,Fourth Interim Dividend,23 Jul 2020,07 Aug 2020,0.025,Currency,View,5236,2020,Y
2172,20 Feb 2020,2020-03-31,Third Interim Dividend,26 Mar 2020,15 Apr 2020,0.03,Currency,View,5236,2020,Y
2173,20 Nov 2019,2020-03-31,Interim Dividend,19 Dec 2019,08 Jan 2020,0.03,Currency,View,5236,2020,Y
2174,29 Aug 2019,2020-03-31,Interim Dividend,19 Sep 2019,09 Oct 2019,0.03,Currency,View,5236,2020,Y
2175,31 May 2019,2019-03-31,Interim Dividend,20 Jun 2019,10 Jul 2019,0.03,Currency,View,5236,2019,Y
2176,31 May 2019,2019-03-31,Special Dividend,20 Jun 2019,10 Jul 2019,0.0025,Currency,View,5236,2019,Y
2177,20 Feb 2019,2019-03-31,Interim Dividend,19 Mar 2019,10 Apr 2019,0.03,Currency,View,5236,2019,Y
2178,14 Nov 2018,2019-03-31,Interim Dividend,19 Dec 2018,09 Jan 2019,0.0325,Currency,View,5236,2019,Y
2179,27 Aug 2018,2019-03-31,Interim Dividend,19 Sep 2018,10 Oct 2018,0.0325,Currency,View,5236,2019,Y
2180,23 May 2018,2018-03-31,Interim Dividend,20 Jun 2018,11 Jul 2018,0.035,Currency,View,5236,2018,Y
2181,28 Feb 2018,2018-03-31,Interim Dividend,21 Mar 2018,11 Apr 2018,0.035,Currency,View,5236,2018,Y
2182,23 Nov 2017,2018-03-31,Second interim dividend,20 Dec 2017,10 Jan 2018,0.0325,Currency,View,5236,2018,Y
2183,24 Aug 2017,2018-03-31,First Interim Dividend,12 Sep 2017,11 Oct 2017,0.0325,Currency,View,5236,2018,Y
2184,17 Jul 2019,2019-12-31,First Interim Dividend,25 Jul 2019,09 Aug 2019,0.0007,Currency,View,03019,2019,Y
2185,17 Jul 2019,2018-12-31,Final Dividend,25 Jul 2019,09 Aug 2019,0.0017,Currency,View,03019,2018,Y
2186,26 Oct 2022,2022-12-31,Interim Dividend,10 Nov 2022,18 Nov 2022,0.01,Currency,View,4022,2022,Y
2187,12 Oct 2021,2021-12-31,Interim Dividend,29 Oct 2021,12 Nov 2021,0.01,Currency,View,4022,2021,Y
2188,04 Nov 2022,2022-12-31,Third Interim Dividend,29 Nov 2022,22 Dec 2022,0.05,Currency,View,6012,2022,Y
2189,28 Jul 2022,2022-12-31,Second Interim Dividend,29 Aug 2022,30 Sep 2022,0.05,Currency,View,6012,2022,Y
2190,28 Apr 2022,2022-12-31,First Interim Dividend,30 May 2022,30 Jun 2022,0.05,Currency,View,6012,2022,Y
2191,24 Feb 2022,2021-12-31,Fourth Interim Dividend,14 Mar 2022,31 Mar 2022,0.05,Currency,View,6012,2021,Y
2192,29 Oct 2021,2021-12-31,Third Interim Dividend,30 Nov 2021,30 Dec 2021,0.04,Currency,View,6012,2021,Y
2193,30 Jul 2021,2021-12-31,Second Interim Dividend,02 Sep 2021,30 Sep 2021,0.04,Currency,View,6012,2021,Y
2194,23 Apr 2021,2021-12-31,First Interim Dividend,28 May 2021,30 Jun 2021,0.04,Currency,View,6012,2021,Y
2195,26 Feb 2021,2020-12-31,Fourth Interim Dividend,12 Mar 2021,31 Mar 2021,0.05,Currency,View,6012,2020,Y
2196,23 Oct 2020,2020-12-31,Third Interim Dividend,27 Nov 2020,23 Dec 2020,0.04,Currency,View,6012,2020,Y
2197,23 Jul 2020,2020-12-31,Second Interim Dividend,27 Aug 2020,24 Sep 2020,0.04,Currency,View,6012,2020,Y
2198,24 Apr 2020,2020-12-31,First Interim Dividend,28 May 2020,25 Jun 2020,0.04,Currency,View,6012,2020,Y
2199,20 Feb 2020,2019-12-31,Fourth Interim Dividend,17 Mar 2020,16 Apr 2020,0.05,Currency,View,6012,2019,Y
2200,25 Oct 2019,2019-12-31,Interim Dividend,28 Nov 2019,27 Dec 2019,0.05,Currency,View,6012,2019,Y
2201,02 Aug 2019,2019-12-31,Interim Dividend,29 Aug 2019,26 Sep 2019,0.05,Currency,View,6012,2019,Y
2202,29 Apr 2019,2019-12-31,Interim Dividend,30 May 2019,27 Jun 2019,0.05,Currency,View,6012,2019,Y
