,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Stock Code,Year
3434,18/11/2020,30/6/2021,First Interim Dividend,30/12/2020,19/1/2021,0.04,Currency,1562,2021
3435,18/2/2020,30/6/2020,Second Interim Dividend,10/3/2020,9/4/2020,0.04,Currency,1562,2020
3436,19/11/2019,30/6/2020,Interim Dividend,12/12/2019,9/1/2020,0.04,Currency,1562,2020
3437,18/6/2019,30/6/2019,Interim Dividend,18/7/2019,16/8/2019,0.045,Currency,1562,2019
3438,18/3/2019,30/4/2019,Interim Dividend,10/4/2019,10/5/2019,0.035,Currency,1562,2019
3439,14/12/2018,30/4/2019,Interim Dividend,16/1/2019,12/2/2019,0.04,Currency,1562,2019
3440,19/9/2018,30/4/2019,Interim Dividend,3/10/2018,23/10/2018,0.04,Currency,1562,2019
3441,18/6/2018,30/4/2018,Interim Dividend,16/7/2018,9/8/2018,0.04,Currency,1562,2018
3442,16/3/2018,30/4/2018,Interim Dividend,11/4/2018,3/5/2018,0.04,Currency,1562,2018
3443,18/12/2017,30/4/2018,Second interim dividend,24/1/2018,13/2/2018,0.04,Currency,1562,2018
3444,20/9/2017,30/4/2018,First Interim Dividend,6/10/2017,24/10/2017,0.04,Currency,1562,2018
3445,27/5/2021,31/12/2020,Final Dividend,14/6/2021,7/7/2021,0.004,Currency,216,2020
3446,18/11/2019,31/12/2019,First Interim Dividend,30/12/2019,15/1/2020,0.005,Currency,216,2019
3447,28/4/2022,31/12/2021,First and Final Dividend,8/6/2022,23/6/2022,0.045,Currency,7103,2021
3448,28/4/2021,31/12/2020,First and Final Dividend,3/6/2021,18/6/2021,0.045,Currency,7103,2020
3449,26/6/2020,31/12/2019,First and Final Dividend,3/8/2020,18/8/2020,0.045,Currency,7103,2019
3450,29/4/2019,31/12/2018,First and Final Dividend,4/6/2019,21/6/2019,0.035,Currency,7103,2018
3451,27/2/2020,31/12/2019,Interim Dividend,30/3/2020,17/4/2020,0.02,Currency,6084,2019
3452,26/2/2019,31/12/2018,Interim Dividend,27/3/2019,18/4/2019,0.03,Currency,6084,2018
3453,13/5/2022,31/12/2021,Final Dividend,15/6/2022,23/6/2022,0.0039,Currency,3049,2021
3454,13/5/2022,31/12/2021,Final Dividend,15/6/2022,23/6/2022,0.0039,Currency,5006,2021
3455,22/4/2022,31/12/2021,Final Dividend,17/6/2022,18/7/2022,0.002,Currency,80,2021
3456,12/10/2021,30/6/2022,Interim Dividend,27/10/2021,18/11/2021,0.018,Currency,7207,2022
3457,11/11/2020,30/6/2021,Interim Dividend,25/11/2020,7/12/2020,0.01,Currency,7207,2021
3458,13/9/2019,30/6/2020,Interim Dividend,27/9/2019,7/10/2019,0.022,Currency,7207,2020
3459,12/9/2019,30/6/2020,Special Dividend,27/9/2019,7/10/2019,0.035,Currency,7207,2020
3460,27/11/2018,30/6/2019,Interim Dividend,18/12/2018,16/1/2019,0.01,Currency,7207,2019
3461,28/5/2018,30/6/2018,Special Dividend,11/6/2018,25/6/2018,0.015,Currency,7207,2018
3462,10/10/2017,30/6/2018,Interim Dividend (with Dividend Re-Investment Plan),30/10/2017,29/11/2017,0.05,Currency,7207,2018
3463,12/10/2022,30/6/2022,First and Final Dividend,22/12/2022,6/1/2023,0.02,Currency,2569,2022
3464,12/10/2022,30/6/2022,Others,22/12/2022,6/1/2023,0.05,Currency,2569,2022
3465,8/10/2021,30/6/2021,Others,15/12/2021,30/12/2021,0.05,Currency,2569,2021
3466,8/10/2021,30/6/2021,First and Final Dividend,15/12/2021,30/12/2021,0.02,Currency,2569,2021
3467,8/10/2020,30/6/2020,First and Final Dividend,22/12/2020,8/1/2021,0.02,Currency,2569,2020
3468,8/10/2019,30/6/2019,First and Final Dividend,11/12/2019,6/1/2020,0.02,Currency,2569,2019
3469,16/10/2018,30/6/2018,Special Dividend,12/12/2018,7/1/2019,0.04,Currency,2569,2018
3470,16/10/2018,30/6/2018,First and Final Dividend,12/12/2018,7/1/2019,0.02,Currency,2569,2018
3471,2/12/2022,31/12/2022,Interim Dividend,12/12/2022,23/12/2022,0.015,Currency,3050,2022
3472,26/2/2021,30/9/2021,Interim Dividend,12/3/2021,31/3/2021,0.02,Currency,3743,2021
3473,24/8/2022,31/12/2022,First Interim Dividend,14/9/2022,6/10/2022,0.02,Currency,5211,2022
3474,25/2/2022,31/12/2021,Second Interim Dividend,21/3/2022,14/4/2022,0.015,Currency,5211,2021
3475,24/8/2021,31/12/2021,First Interim Dividend,30/9/2021,21/10/2021,0.01,Currency,5211,2021
3476,31/3/2021,31/12/2020,First Interim Dividend,14/4/2021,28/4/2021,0.015,Currency,5211,2020
3477,11/3/2020,31/12/2019,Second Interim Dividend (with Dividend Re-Investment Plan),25/3/2020,22/4/2020,0.045,Currency,5211,2019
3478,3/9/2019,31/12/2019,First Interim Dividend,26/9/2019,17/10/2019,0.03,Currency,5211,2019
3479,5/3/2019,31/12/2018,Second interim dividend,27/3/2019,18/4/2019,0.02,Currency,5211,2018
3480,21/8/2018,31/12/2018,First Interim Dividend,24/9/2018,18/10/2018,0.035,Currency,5211,2018
3481,23/8/2022,31/12/2022,First Interim Dividend,12/9/2022,29/9/2022,0.03,Currency,5263,2022
3482,23/2/2022,31/12/2021,Second Interim Dividend,14/3/2022,7/4/2022,0.04,Currency,5263,2021
3483,19/8/2021,31/12/2021,First Interim Dividend,9/9/2021,29/9/2021,0.0125,Currency,5263,2021
3484,23/2/2021,31/12/2020,Second Interim Dividend,12/3/2021,7/4/2021,0.0275,Currency,5263,2020
3485,18/8/2020,31/12/2020,First Interim Dividend,9/9/2020,24/9/2020,0.0125,Currency,5263,2020
3486,20/2/2020,31/12/2019,Second Interim Dividend,12/3/2020,8/4/2020,0.035,Currency,5263,2019
3487,19/8/2019,31/12/2019,First Interim Dividend,12/9/2019,26/9/2019,0.035,Currency,5263,2019
3488,25/2/2019,31/12/2018,Second interim dividend,20/3/2019,17/4/2019,0.035,Currency,5263,2018
3489,16/8/2018,31/12/2018,First Interim Dividend,5/9/2018,27/9/2018,0.035,Currency,5263,2018
3490,30/1/2023,31/12/2022,Income Distribution,14/2/2023,28/2/2023,0.05,Currency,5176,2022
3491,18/8/2022,31/12/2022,Income Distribution,2/9/2022,15/9/2022,0.0422,Currency,5176,2022
3492,28/1/2022,31/12/2021,Income Distribution,15/2/2022,25/2/2022,0.028,Currency,5176,2021
3493,30/8/2021,31/12/2021,Income Distribution,14/9/2021,29/9/2021,0.0163,Currency,5176,2021
3494,9/2/2021,31/12/2021,Income Distribution,24/2/2021,11/3/2021,0.0077,Currency,5176,2021
3495,12/10/2020,30/6/2021,Income Distribution,23/10/2020,10/11/2020,0.009,Currency,5176,2021
3496,3/8/2020,30/6/2020,Income Distribution,17/8/2020,28/8/2020,0.0238,Currency,5176,2020
3497,13/2/2020,30/6/2020,Income Distribution,27/2/2020,12/3/2020,0.0245,Currency,5176,2020
3498,5/11/2019,30/6/2020,Income Distribution,19/11/2019,4/12/2019,0.025,Currency,5176,2020
3499,8/8/2019,30/6/2019,Income Distribution,23/8/2019,10/9/2019,0.0228,Currency,5176,2019
3500,2/5/2019,30/6/2019,Income Distribution,16/5/2019,30/5/2019,0.0258,Currency,5176,2019
3501,14/2/2019,30/6/2019,Income Distribution,27/2/2019,14/3/2019,0.0225,Currency,5176,2019
3502,1/11/2018,30/6/2019,Income Distribution,15/11/2018,4/12/2018,0.0248,Currency,5176,2019
3503,9/8/2018,30/6/2018,Income Distribution,23/8/2018,12/9/2018,0.0215,Currency,5176,2018
3504,3/5/2018,30/6/2018,Income Distribution,16/5/2018,5/6/2018,0.0237,Currency,5176,2018
3505,6/2/2018,30/6/2018,Income Distribution,20/2/2018,8/3/2018,0.0238,Currency,5176,2018
3506,31/10/2017,30/6/2018,Income Distribution,13/11/2017,29/11/2017,0.0267,Currency,5176,2018
3507,22/11/2022,31/12/2022,Interim Dividend,6/12/2022,22/12/2022,0.005,Currency,1,2022
3508,28/4/2022,31/12/2021,Final Dividend,23/6/2022,18/7/2022,0.015,Currency,1,2021
3509,11/6/2021,31/12/2020,Interim Dividend,30/6/2021,28/7/2021,0.01,Currency,1,2020
3510,11/6/2021,31/12/2020,Interim Dividend,30/6/2021,28/7/2021,0.005,Currency,1,2020
3511,9/6/2020,31/12/2019,Final Dividend,14/7/2020,30/7/2020,0.01,Currency,1,2019
3512,9/6/2020,31/12/2019,Special Dividend,14/7/2020,30/7/2020,0.005,Currency,1,2019
3513,29/4/2019,31/12/2018,Special Dividend,30/5/2019,14/6/2019,0.005,Currency,1,2018
3514,29/4/2019,31/12/2018,First and Final Dividend,30/5/2019,14/6/2019,0.01,Currency,1,2018
3515,22/11/2022,31/12/2022,Interim Dividend,6/12/2022,22/12/2022,0.005,Currency,3033,2022
3516,28/4/2022,31/12/2021,Final Dividend,23/6/2022,18/7/2022,0.015,Currency,3033,2021
3517,11/6/2021,31/12/2020,Interim Dividend,30/6/2021,28/7/2021,0.01,Currency,3033,2020
3518,11/6/2021,31/12/2020,Interim Dividend,30/6/2021,28/7/2021,0.005,Currency,3033,2020
3519,9/6/2020,31/12/2019,Final Dividend,14/7/2020,30/7/2020,0.01,Currency,3033,2019
3520,9/6/2020,31/12/2019,Special Dividend,14/7/2020,30/7/2020,0.005,Currency,3033,2019
3521,29/4/2019,31/12/2018,Special Dividend,30/5/2019,14/6/2019,0.005,Currency,3033,2018
3522,29/4/2019,31/12/2018,First and Final Dividend,30/5/2019,14/6/2019,0.01,Currency,3033,2018
3523,16/3/2022,30/4/2022,Second Interim Dividend,8/4/2022,22/4/2022,0.0075,Currency,7235,2022
3524,29/6/2021,30/4/2022,Interim Dividend,14/7/2021,29/7/2021,0.0075,Currency,7235,2022
3525,16/3/2021,30/4/2021,Third Interim Dividend,2/4/2021,21/4/2021,0.0125,Currency,7235,2021
3526,18/12/2020,30/4/2021,Second Interim Dividend,5/1/2021,25/1/2021,0.0115,Currency,7235,2021
3527,21/9/2020,30/4/2021,Interim Dividend,6/10/2020,21/10/2020,0.0075,Currency,7235,2021
3528,13/3/2020,30/4/2020,Third Interim Dividend,27/3/2020,16/4/2020,0.0115,Currency,7235,2020
3529,9/12/2019,30/4/2020,Second Interim Dividend,31/12/2019,22/1/2020,0.0115,Currency,7235,2020
3530,25/6/2019,30/4/2020,Interim Dividend,9/7/2019,24/7/2019,0.0075,Currency,7235,2020
3531,12/12/2018,30/4/2019,Second interim dividend,2/1/2019,25/1/2019,0.0115,Currency,7235,2019
3532,21/6/2018,30/4/2019,Interim Dividend,5/7/2018,26/7/2018,0.0075,Currency,7235,2019
3533,20/3/2018,30/4/2018,Interim Dividend,4/4/2018,27/4/2018,0.01,Currency,7235,2018
3534,14/12/2017,30/4/2018,Second interim dividend,2/1/2018,25/1/2018,0.01,Currency,7235,2018
3535,20/6/2017,30/4/2018,Interim Dividend,5/7/2017,28/7/2017,0.015,Currency,7235,2018
3536,16/3/2022,30/4/2022,Second Interim Dividend,8/4/2022,22/4/2022,0.0075,Currency,7106,2022
3537,29/6/2021,30/4/2022,Interim Dividend,14/7/2021,29/7/2021,0.0075,Currency,7106,2022
3538,16/3/2021,30/4/2021,Third Interim Dividend,2/4/2021,21/4/2021,0.0125,Currency,7106,2021
3539,18/12/2020,30/4/2021,Second Interim Dividend,5/1/2021,25/1/2021,0.0115,Currency,7106,2021
3540,21/9/2020,30/4/2021,Interim Dividend,6/10/2020,21/10/2020,0.0075,Currency,7106,2021
3541,13/3/2020,30/4/2020,Third Interim Dividend,27/3/2020,16/4/2020,0.0115,Currency,7106,2020
3542,9/12/2019,30/4/2020,Second Interim Dividend,31/12/2019,22/1/2020,0.0115,Currency,7106,2020
3543,25/6/2019,30/4/2020,Interim Dividend,9/7/2019,24/7/2019,0.0075,Currency,7106,2020
3544,12/12/2018,30/4/2019,Second interim dividend,2/1/2019,25/1/2019,0.0115,Currency,7106,2019
3545,21/6/2018,30/4/2019,Interim Dividend,5/7/2018,26/7/2018,0.0075,Currency,7106,2019
3546,20/3/2018,30/4/2018,Interim Dividend,4/4/2018,27/4/2018,0.01,Currency,7106,2018
3547,14/12/2017,30/4/2018,Second interim dividend,2/1/2018,25/1/2018,0.01,Currency,7106,2018
3548,20/6/2017,30/4/2018,Interim Dividend,5/7/2017,28/7/2017,0.015,Currency,7106,2018
3549,29/11/2022,30/12/2022,Second Interim Dividend,29/12/2022,17/1/2023,0.0207,Currency,3018,2022
3550,30/5/2022,30/9/2022,First Interim Dividend,9/6/2022,24/6/2022,0.0085,Currency,3018,2022
3551,29/11/2021,30/9/2021,Second Interim Dividend,30/12/2021,26/1/2022,0.0208,Currency,3018,2021
3552,20/5/2021,30/9/2021,First Interim Dividend,3/6/2021,15/6/2021,0.0085,Currency,3018,2021
3553,27/11/2020,30/9/2020,First Interim Dividend,17/12/2020,15/1/2021,0.025,Currency,3018,2020
3554,28/11/2019,30/9/2019,Final Dividend,11/12/2019,16/1/2020,0.0125,Currency,3018,2019
3555,9/5/2019,30/9/2019,Interim Dividend,17/5/2019,28/5/2019,0.0042,Currency,3018,2019
3556,18/1/2019,30/9/2018,Interim Dividend,25/1/2019,31/1/2019,0.0167,Currency,3018,2018
3557,16/12/2022,31/12/2022,Interim Dividend,4/1/2023,13/1/2023,0.015,Currency,6521,2022
3558,29/4/2022,31/12/2021,Final Dividend,7/7/2022,22/7/2022,0.025,Currency,6521,2021
3559,29/11/2021,31/12/2021,Interim Dividend,10/12/2021,20/12/2021,0.015,Currency,6521,2021
3560,27/5/2021,31/12/2020,Final Dividend,14/7/2021,30/7/2021,0.023,Currency,6521,2020
3561,27/11/2020,31/12/2020,Interim Dividend,11/12/2020,21/12/2020,0.01,Currency,6521,2020
3562,30/4/2020,31/12/2019,Final Dividend,14/7/2020,30/7/2020,0.025,Currency,6521,2019
3563,28/11/2019,31/12/2019,Interim Dividend,12/12/2019,30/12/2019,0.025,Currency,6521,2019
3564,29/4/2019,31/12/2018,Final Dividend,12/7/2019,31/7/2019,0.025,Currency,6521,2018
3565,3/10/2018,31/12/2018,Interim Dividend,19/10/2018,22/11/2018,0.035,Currency,6521,2018
3566,17/8/2022,31/12/2022,Interim Dividend,6/10/2022,21/10/2022,0.01,Currency,5303,2022
3567,24/2/2022,31/12/2021,Interim Dividend,9/3/2022,24/3/2022,0.018,Currency,5303,2021
3568,12/12/2022,31/12/2022,Interim Dividend,29/12/2022,16/1/2023,0.135,Currency,6139,2022
3569,14/12/2021,31/12/2021,Interim Dividend,29/12/2021,17/1/2022,0.12,Currency,6139,2021
3570,21/12/2020,31/12/2020,Interim Dividend,7/1/2021,29/1/2021,0.12,Currency,6139,2020
3571,3/12/2019,31/12/2019,Interim Dividend,18/12/2019,2/1/2020,0.2,Currency,6139,2019
3572,11/12/2018,31/12/2018,Interim Dividend,24/12/2018,11/1/2019,0.15,Currency,6139,2018
3573,24/3/2021,31/7/2021,First Interim Dividend,6/4/2021,20/4/2021,0.0125,Currency,7082,2021
3574,24/12/2018,31/7/2019,First Interim Dividend,7/1/2019,24/1/2019,0.0125,Currency,7082,2019
3575,13/7/2021,31/3/2021,Interim Dividend (with Dividend Re-Investment Plan),27/7/2021,25/8/2021,0.02,Currency,1538,2021
3576,11/8/2020,31/3/2020,Interim Dividend (with Dividend Re-Investment Plan),25/8/2020,24/9/2020,0.02,Currency,1538,2020
3577,13/9/2019,31/3/2019,First and Final Dividend (with Dividend Re-Investment Plan),27/9/2019,29/10/2019,0.01,Currency,1538,2019
3578,29/6/2021,31/3/2021,First and Final Dividend,9/8/2021,18/8/2021,0.002,Currency,50,2021
3579,29/7/2020,31/3/2020,First and Final Dividend,10/9/2020,18/9/2020,0.002,Currency,50,2020
3580,2/7/2019,31/3/2019,First and Final Dividend,29/8/2019,13/9/2019,0.002,Currency,50,2019
3581,25/8/2021,31/12/2021,First Interim Dividend,9/9/2021,8/10/2021,0.005,Currency,7228,2021
3582,8/7/2019,31/12/2019,Interim Dividend,22/7/2019,6/8/2019,0.005,Currency,7228,2019
3583,29/11/2022,31/12/2022,Fourth Interim Dividend,30/12/2022,20/1/2023,0.1,Currency,5012,2022
3584,29/8/2022,31/12/2022,Third Interim Dividend,13/9/2022,5/10/2022,0.15,Currency,5012,2022
3585,23/5/2022,31/12/2022,Second Interim Dividend,3/6/2022,24/6/2022,0.1,Currency,5012,2022
3586,28/2/2022,31/12/2022,First Interim Dividend,15/3/2022,5/4/2022,0.05,Currency,5012,2022
3587,22/11/2021,31/12/2021,Second Interim Dividend,4/1/2022,24/1/2022,0.2,Currency,5012,2021
3588,9/7/2021,31/12/2021,First Interim Dividend,26/7/2021,16/8/2021,0.1,Currency,5012,2021
3589,23/3/2021,31/12/2020,Second Interim Dividend,6/4/2021,23/4/2021,0.05,Currency,5012,2020
3590,30/11/2020,31/12/2020,First Interim Dividend,29/12/2020,12/1/2021,0.1,Currency,5012,2020
3591,28/2/2020,31/12/2019,First Interim Dividend,13/3/2020,13/4/2020,0.05,Currency,5012,2019
3592,23/11/2018,31/12/2018,Second interim dividend,6/12/2018,24/12/2018,0.05,Currency,5012,2018
3593,24/5/2018,31/12/2018,First Interim Dividend,6/6/2018,29/6/2018,0.05,Currency,5012,2018
3594,21/11/2022,31/12/2022,Third Interim Dividend,6/12/2022,23/12/2022,0.0165,Currency,8524,2022
3595,24/8/2022,31/12/2022,Second Interim Dividend,8/9/2022,30/9/2022,0.0165,Currency,8524,2022
3596,26/5/2022,31/12/2022,First Interim Dividend,14/6/2022,30/6/2022,0.0165,Currency,8524,2022
3597,22/2/2022,31/12/2021,Fourth Interim Dividend,9/3/2022,25/3/2022,0.0165,Currency,8524,2021
3598,15/11/2021,31/12/2021,Third Interim Dividend,30/11/2021,31/12/2021,0.0165,Currency,8524,2021
3599,23/8/2021,31/12/2021,Second Interim Dividend,7/9/2021,30/9/2021,0.0165,Currency,8524,2021
3600,19/5/2021,31/12/2021,First Interim Dividend,3/6/2021,30/6/2021,0.0165,Currency,8524,2021
3601,26/2/2021,31/12/2020,Interim Dividend,12/3/2021,31/3/2021,0.0165,Currency,8524,2020
3602,16/11/2020,31/12/2020,Third Interim Dividend,1/12/2020,31/12/2020,0.0165,Currency,8524,2020
3603,19/8/2020,31/12/2020,Second Interim Dividend,7/9/2020,30/9/2020,0.0165,Currency,8524,2020
3604,13/5/2020,31/12/2020,First Interim Dividend,29/5/2020,19/6/2020,0.0165,Currency,8524,2020
3605,27/2/2020,31/12/2019,Interim Dividend,11/3/2020,27/3/2020,0.0165,Currency,8524,2019
3606,27/11/2019,31/12/2019,Interim Dividend,24/1/2020,25/2/2020,0.012,Currency,8524,2019
3607,27/8/2019,31/12/2019,Interim Dividend,30/10/2019,26/11/2019,0.012,Currency,8524,2019
3608,10/7/2019,31/12/2019,Interim Dividend,29/7/2019,27/8/2019,0.012,Currency,8524,2019
3609,28/2/2019,31/12/2018,Interim Dividend,25/4/2019,27/5/2019,0.012,Currency,8524,2018
3610,26/11/2018,31/12/2018,Interim Dividend,27/12/2018,31/1/2019,0.012,Currency,8524,2018
3611,27/8/2018,31/12/2018,Interim Dividend,26/9/2018,26/10/2018,0.02,Currency,8524,2018
3612,22/5/2018,31/12/2018,Interim Dividend,13/6/2018,13/7/2018,0.02,Currency,8524,2018
3613,19/7/2022,31/12/2021,First and Final Dividend,24/8/2022,12/9/2022,0.059,Currency,5191,2021
3614,2/12/2021,31/12/2020,Final Dividend,6/12/2021,23/12/2021,0.024,Currency,5191,2020
3615,27/8/2020,31/12/2019,Final Dividend,5/10/2020,21/10/2020,0.029,Currency,5191,2019
3616,26/11/2019,31/12/2019,First Interim Dividend,30/1/2020,18/2/2020,0.01,Currency,5191,2019
3617,25/7/2019,31/12/2018,Final Dividend,22/8/2019,19/9/2019,0.029,Currency,5191,2018
3618,28/11/2018,31/12/2018,First Interim Dividend,24/1/2019,19/2/2019,0.02,Currency,5191,2018
3619,22/11/2022,31/12/2022,Interim Dividend,8/12/2022,23/12/2022,0.015,Currency,4405,2022
3620,24/5/2022,31/12/2022,Interim Dividend,9/6/2022,30/6/2022,0.015,Currency,4405,2022
3621,24/5/2021,31/12/2021,Interim Dividend,9/6/2021,30/6/2021,0.015,Currency,4405,2021
3622,24/11/2020,31/12/2020,Interim Dividend,11/12/2020,28/12/2020,0.015,Currency,4405,2020
3623,22/6/2020,31/12/2019,Final Dividend,19/8/2020,18/9/2020,0.02,Currency,4405,2019
3624,20/8/2019,31/12/2019,Interim Dividend,11/9/2019,30/9/2019,0.02,Currency,4405,2019
3625,29/4/2019,31/12/2018,Final Dividend,4/6/2019,28/6/2019,0.02,Currency,4405,2018
3626,14/8/2018,31/12/2018,Interim Dividend,5/9/2018,28/9/2018,0.02,Currency,4405,2018
3627,17/5/2022,31/3/2022,Final Dividend,31/5/2022,20/6/2022,0.015,Currency,5140,2022
3628,27/10/2021,31/3/2022,Interim Dividend,11/11/2021,30/11/2021,0.01,Currency,5140,2022
3629,3/5/2021,31/3/2021,Final Dividend,20/5/2021,3/6/2021,0.0125,Currency,5140,2021
3630,23/10/2020,31/3/2021,Interim Dividend,10/11/2020,30/11/2020,0.02,Currency,5140,2021
3631,18/6/2020,31/3/2020,Others,2/7/2020,27/7/2020,0.02,Currency,5140,2020
3632,30/4/2019,31/3/2019,Ordinary Dividend,15/5/2019,30/5/2019,0.025,Currency,5140,2019
3633,1/6/2018,31/3/2018,Ordinary Dividend,20/6/2018,13/7/2018,0.025,Currency,5140,2018
3634,23/2/2018,31/3/2018,Ordinary Dividend,8/3/2018,26/3/2018,0.02,Currency,5140,2018
3635,28/4/2022,31/12/2021,Final Dividend,22/6/2022,15/7/2022,0.03,Currency,211,2021
3636,2/12/2021,31/12/2021,Interim Dividend,2/12/2021,16/12/2021,0.02,Currency,211,2021
3637,29/6/2021,31/12/2020,Final Dividend,2/8/2021,18/8/2021,0.005,Currency,211,2020
3638,25/2/2021,31/12/2020,Second Interim Dividend,10/3/2021,8/4/2021,0.01,Currency,221,2020
3639,27/8/2020,31/12/2020,Interim Dividend,14/9/2020,29/9/2020,0.01,Currency,221,2020
3640,12/12/2022,31/12/2022,Interim Dividend,27/12/2022,17/1/2023,0.0017,Currency,2054,2022
3641,25/4/2022,31/12/2021,Final Dividend,6/7/2022,22/7/2022,0.0035,Currency,2054,2021
3642,17/12/2021,31/12/2021,Interim Dividend,30/12/2021,14/1/2022,0.0029,Currency,2054,2021
3643,11/5/2021,31/12/2020,Final Dividend,7/7/2021,22/7/2021,0.0023,Currency,2054,2020
3644,25/3/2021,31/12/2020,Interim Dividend,8/4/2021,19/4/2021,0.0029,Currency,2054,2020
3645,28/10/2022,30/6/2022,Final Dividend,29/12/2022,17/1/2023,0.005,Currency,5289,2022
3646,26/8/2021,30/6/2021,Second Interim Dividend,10/9/2021,30/9/2021,0.005,Currency,5289,2021
3647,25/11/2020,30/6/2021,First Interim Dividend,21/12/2020,18/1/2021,0.01,Currency,5289,2021
3648,3/9/2019,30/6/2020,Interim Dividend,20/9/2019,10/10/2019,0.02,Currency,5289,2020
3649,30/5/2022,31/1/2022,First and Final Dividend,27/7/2022,11/8/2022,0.03,Currency,7439,2022
3650,25/2/2022,31/12/2022,Interim Dividend,11/3/2022,31/3/2022,0.01,Currency,7200,2022
3651,2/12/2021,31/12/2021,Third Interim Dividend,6/12/2021,27/12/2021,0.01,Currency,7200,2021
3652,30/6/2021,31/12/2021,Second Interim Dividend,15/7/2021,6/8/2021,0.01,Currency,7200,2021
3653,15/3/2021,31/12/2021,Interim Dividend,30/3/2021,15/4/2021,0.01,Currency,7200,2021
3654,15/6/2021,31/12/2020,Interim Dividend,15/7/2021,6/8/2021,0.005,Currency,7200,2020
3655,17/8/2022,31/12/2022,Interim Dividend,2/9/2022,19/9/2022,0.006,Currency,230,2022
3656,21/3/2022,31/12/2022,Interim Dividend,5/4/2022,20/4/2022,0.007,Currency,230,2022
3657,22/3/2021,31/12/2021,Interim Dividend,2/4/2021,19/4/2021,0.01,Currency,230,2021
3658,9/9/2022,31/12/2022,Interim Dividend (with Dividend Re-Investment Plan),23/9/2022,21/10/2022,0.09,Currency,4863,2022
3659,25/2/2022,31/12/2021,Interim Dividend,14/3/2022,31/3/2022,0.06,Currency,4863,2021
3660,27/8/2021,31/12/2021,Interim Dividend,13/9/2021,30/9/2021,0.07,Currency,4863,2021
3661,24/2/2021,31/12/2020,Interim Dividend,11/3/2021,31/3/2021,0.075,Currency,4863,2020
3662,27/8/2020,31/12/2020,Interim Dividend,10/9/2020,2/10/2020,0.068,Currency,4863,2020
3663,21/2/2020,31/12/2019,Interim Dividend,6/3/2020,3/4/2020,0.1,Currency,4863,2019
3664,26/2/2019,31/12/2018,Interim Dividend,14/3/2019,12/4/2019,0.02,Currency,4863,2018
3665,13/9/2022,31/12/2022,Interim Dividend,29/9/2022,14/10/2022,0.2,Currency,5347,2022
3666,15/3/2022,31/12/2021,Final Dividend,30/3/2022,15/4/2022,0.18,Currency,5347,2021
3667,9/9/2021,31/12/2021,Interim Dividend,29/9/2021,15/10/2021,0.22,Currency,5347,2021
3668,15/3/2021,31/12/2020,Final Dividend,30/3/2021,16/4/2021,0.18,Currency,5347,2020
3669,15/3/2021,31/12/2020,Special Dividend,30/3/2021,16/4/2021,0.4,Currency,5347,2020
3670,10/9/2020,31/12/2020,Interim Dividend,29/9/2020,14/10/2020,0.22,Currency,5347,2020
3671,12/3/2020,31/12/2019,Special Dividend,30/3/2020,16/4/2020,0.5,Currency,5347,2019
3672,12/3/2020,31/12/2019,Final Dividend,30/3/2020,16/4/2020,0.2,Currency,5347,2019
