,quar_eps,quar_dps,quar_nta,quar_financial_year,quar_annouced_date,quar_roe(%),quar_stock_code,quar_year
0,1.21,0.0,0.1106,2022-12-31,2022-11-29,10.9,5250,2022
1,2.29,0.0,0.0984,2022-12-31,2022-08-25,23.3,5250,2022
2,2.16,0.0,0.1015,2022-12-31,2022-05-26,21.3,5250,2022
3,2.6,0.0,0.0799,2021-12-31,2022-02-24,32.5,5250,2021
4,0.13,0.0,0.0522,2021-12-31,2021-11-25,2.5,5250,2021
5,0.1,0.0,0.0509,2021-12-31,2021-08-26,2.0,5250,2021
6,1.03,0.0,0.0687,2021-12-31,2021-05-27,15.0,5250,2021
7,0.39,0.0,0.0591,2020-12-31,2021-02-26,6.6,5250,2020
8,1.13,0.0,0.0743,2020-12-31,2020-11-25,15.2,5250,2020
9,0.09,0.0,0.072,2020-12-31,2020-08-26,1.3,5250,2020
10,0.99,0.0,0.0985,2020-12-31,2020-05-28,10.1,5250,2020
11,0.99,0.0,0.0893,2019-12-31,2020-02-27,11.1,5250,2019
12,1.48,0.0,0.0792,2019-12-31,2019-11-25,18.7,5250,2019
13,1.28,0.0,0.0648,2019-12-31,2019-08-27,19.8,5250,2019
14,0.99,0.0,0.0765,2019-12-31,2019-05-29,12.9,5250,2019
15,1.11,0.0,0.0822,2018-12-31,2019-02-26,13.5,5250,2018
16,1.48,0.0,0.0739,2018-12-31,2018-11-30,20.0,5250,2018
17,1.17,0.0,0.0592,2018-12-31,2018-08-29,19.8,5250,2018
18,0.8,0.0,0.0747,2018-12-31,2018-05-24,10.7,5250,2018
19,-3.17,0.0,0.0,2022-12-31,2022-08-24,,0800EA,2022
20,-2.73,3.7,0.0,2021-12-31,2021-08-20,,0800EA,2021
21,5.3,3.62,0.0,2020-12-31,2020-08-27,,0800EA,2020
22,6.05,2.33,0.0,2019-12-31,2019-08-28,,0800EA,2019
23,2.25,0.0,0.0,2018-12-31,2018-11-29,,0800EA,2018
24,-0.16,0.0,0.0,2018-12-31,2018-08-30,,0800EA,2018
25,1.3,0.0,0.0,2018-12-31,2018-05-30,,0800EA,2018
26,2.71,1.0,1.29,2022-12-31,2022-11-25,2.1,7167,2022
27,4.1,1.5,1.27,2022-12-31,2022-08-26,3.2,7167,2022
28,1.34,0.5,1.23,2022-12-31,2022-05-31,1.1,7167,2022
29,3.32,1.5,1.24,2021-12-31,2022-02-25,2.7,7167,2021
30,2.85,1.0,1.22,2021-12-31,2021-11-29,2.3,7167,2021
31,3.71,1.5,1.21,2021-12-31,2021-08-25,3.1,7167,2021
32,3.06,1.0,1.19,2021-12-31,2021-05-31,2.6,7167,2021
33,2.63,1.0,1.16,2020-12-31,2021-03-19,2.3,7167,2020
34,5.08,2.0,1.16,2020-12-31,2020-11-24,4.4,7167,2020
35,3.59,1.7,1.13,2020-12-31,2020-08-26,3.2,7167,2020
36,1.46,0.7,1.1,2020-12-31,2020-06-16,1.3,7167,2020
37,4.13,1.4,1.1,2019-12-31,2020-02-25,3.8,7167,2019
38,4.8,2.0,1.09,2019-12-31,2019-11-28,4.4,7167,2019
39,3.14,1.5,1.04,2019-12-31,2019-08-29,3.0,7167,2019
40,3.58,1.5,1.03,2019-12-31,2019-05-29,3.5,7167,2019
41,4.94,2.0,1.02,2018-12-31,2019-02-26,4.8,7167,2018
42,4.07,1.5,0.99,2018-12-31,2018-11-28,4.1,7167,2018
43,1.12,0.5,0.95,2018-12-31,2018-08-30,1.2,7167,2018
44,2.45,1.0,0.95,2018-12-31,2018-05-23,2.6,7167,2018
45,0.46,0.0,0.09,2022-12-31,2022-08-24,5.1,03028,2022
46,-0.5,0.0,0.08,2021-12-31,2022-02-25,-6.3,03028,2021
47,0.55,0.99,0.09,2021-12-31,2021-09-02,6.1,03028,2021
48,0.27,0.0,0.09,2020-12-31,2021-03-23,3.0,03028,2020
49,1.89,0.0,0.09,2020-12-31,2020-08-25,21.0,03028,2020
50,0.17,0.0,0.08,2019-12-31,2020-02-28,2.1,03028,2019
51,0.53,0.0,0.04,2019-12-31,2019-08-21,13.3,03028,2019
52,0.4,0.0,0.26,2023-02-28,2023-01-18,1.5,0218,2023
53,0.48,0.0,0.25,2023-02-28,2022-10-26,1.9,0218,2023
54,0.72,0.2,0.25,2023-02-28,2022-07-28,2.9,0218,2023
55,0.28,0.0,0.24,2022-02-28,2022-04-27,1.2,0218,2022
56,0.89,0.0,0.24,2022-02-28,2022-01-26,3.7,0218,2022
57,0.17,0.0,0.23,2022-02-28,2021-10-27,0.7,0218,2022
58,0.74,0.0,0.23,2022-02-28,2021-08-25,3.2,0218,2022
59,0.34,0.0,0.22,2021-02-28,2021-04-27,1.5,0218,2021
60,0.54,0.0,0.21,2021-02-28,2021-01-26,2.6,0218,2021
61,0.37,0.3,0.2,2021-02-28,2020-10-22,1.9,0218,2021
62,-0.35,0.0,0.2,2021-02-28,2020-07-24,-1.8,0218,2021
63,0.72,0.0,0.18,2020-02-29,2020-05-28,4.0,0218,2020
64,-0.7,0.0,0.471,2022-12-31,2022-11-29,-1.5,1481,2022
65,-0.62,0.15,0.476,2022-12-31,2022-08-24,-1.3,1481,2022
66,-0.75,0.0,0.482,2022-12-31,2022-05-25,-1.6,1481,2022
67,1.34,0.0,0.488,2021-12-31,2022-02-28,2.7,1481,2021
68,-0.73,0.0,0.459,2021-12-31,2021-11-24,-1.6,1481,2021
69,-0.89,0.15,0.468,2021-12-31,2021-08-25,-1.9,1481,2021
70,-0.93,0.0,0.47,2021-12-31,2021-05-28,-2.0,1481,2021
71,-0.19,0.0,0.483,2020-12-31,2021-03-03,-0.4,1481,2020
72,-1.48,0.0,0.48,2020-12-31,2020-11-25,-3.1,1481,2020
73,-1.58,0.35,0.499,2020-12-31,2020-08-26,-3.2,1481,2020
74,-0.44,0.0,0.51,2020-12-31,2020-05-21,-0.9,1481,2020
75,9.48,0.0,0.518,2019-12-31,2020-02-26,18.3,1481,2019
76,-0.5,0.0,0.438,2019-12-31,2019-11-27,-1.1,1481,2019
77,-0.41,0.25,0.454,2019-12-31,2019-08-28,-0.9,1481,2019
78,-0.51,0.0,0.455,2019-12-31,2019-05-29,-1.1,1481,2019
79,0.8,0.0,0.454,2018-12-31,2019-02-27,1.8,1481,2018
80,-0.45,0.0,0.447,2018-12-31,2018-11-28,-1.0,1481,2018
81,-0.45,0.25,0.452,2018-12-31,2018-08-28,-1.0,1481,2018
82,-0.47,0.0,0.459,2018-12-31,2018-05-30,-1.0,1481,2018
83,0.14,0.0,0.44,2022-12-31,2022-11-24,0.3,5281,2022
84,0.11,0.0,0.43,2022-12-31,2022-08-24,0.3,5281,2022
85,-0.43,0.0,0.46,2022-12-31,2022-05-25,-0.9,5281,2022
86,0.39,0.0,0.44,2021-12-31,2022-02-24,0.9,5281,2021
87,0.46,0.0,0.46,2021-12-31,2021-11-15,1.0,5281,2021
88,-0.62,0.0,0.46,2021-12-31,2021-09-21,-1.3,5281,2021
89,0.27,0.0,0.46,2021-12-31,2021-05-21,0.6,5281,2021
90,0.91,0.0,0.46,2020-12-31,2021-02-26,2.0,5281,2020
91,0.79,0.01,0.46,2020-12-31,2020-11-26,1.7,5281,2020
92,-1.71,0.0,0.46,2020-12-31,2020-08-26,-3.7,5281,2020
93,0.54,0.0,0.48,2020-12-31,2020-06-25,1.1,5281,2020
94,0.65,0.0,0.48,2019-12-31,2020-02-27,1.4,5281,2019
95,0.68,0.0,0.47,2019-12-31,2019-11-21,1.4,5281,2019
96,0.86,0.0,0.47,2019-12-31,2019-08-28,1.8,5281,2019
97,0.5,0.0,0.46,2019-12-31,2019-05-28,1.1,5281,2019
98,0.72,0.0,0.45,2018-12-31,2019-02-27,1.6,5281,2018
99,0.38,1.0,0.45,2018-12-31,2018-11-22,0.8,5281,2018
100,0.91,0.0,0.45,2018-12-31,2018-08-29,2.0,5281,2018
101,0.63,0.0,0.44,2018-12-31,2018-05-28,1.4,5281,2018
102,-3.67,0.0,1.504,2022-12-31,2022-11-24,-2.4,9148,2022
103,0.15,0.0,1.521,2022-12-31,2022-08-26,0.1,9148,2022
104,-1.37,0.0,1.49,2022-12-31,2022-05-25,-0.9,9148,2022
105,-4.86,0.0,0.19,2021-12-31,2022-02-24,-25.6,9148,2021
106,-1.85,0.0,1.55,2021-12-31,2021-11-25,-1.2,9148,2021
107,0.07,0.0,1.57,2021-12-31,2021-09-13,0.0,9148,2021
108,0.89,0.0,1.57,2021-12-31,2021-05-25,0.6,9148,2021
109,0.68,0.0,1.56,2020-12-31,2021-03-23,0.4,9148,2020
110,1.7,0.0,1.55,2020-12-31,2020-11-26,1.1,9148,2020
111,0.58,0.0,1.54,2020-12-31,2020-08-26,0.4,9148,2020
112,0.27,0.0,1.53,2020-12-31,2020-06-25,0.2,9148,2020
113,-0.35,0.0,1.53,2019-12-31,2020-02-27,-0.2,9148,2019
114,-0.59,0.0,1.53,2019-12-31,2019-11-28,-0.4,9148,2019
115,0.54,2.0,1.54,2019-12-31,2019-08-28,0.4,9148,2019
116,-0.35,0.0,1.55,2019-12-31,2019-05-30,-0.2,9148,2019
117,-0.3,4.0,1.56,2018-12-31,2019-02-28,-0.2,9148,2018
118,1.13,0.0,1.6,2018-12-31,2018-11-28,0.7,9148,2018
119,1.91,4.0,1.58,2018-12-31,2018-08-29,1.2,9148,2018
120,2.72,0.0,1.61,2018-12-31,2018-06-21,1.7,9148,2018
121,-1.25,0.0,0.44,2022-12-31,2022-11-29,-2.8,7191,2022
122,0.05,0.0,0.45,2022-12-31,2022-08-29,0.1,7191,2022
123,0.46,0.0,0.45,2022-12-31,2022-05-27,1.0,7191,2022
124,2.41,0.0,0.45,2021-12-31,2022-02-23,5.4,7191,2021
125,1.66,0.0,0.42,2021-12-31,2021-11-24,4.0,7191,2021
126,5.05,0.0,0.4,2021-12-31,2021-08-25,12.6,7191,2021
127,-0.73,0.0,0.35,2021-12-31,2021-05-28,-2.1,7191,2021
128,-6.08,0.0,0.36,2020-12-31,2021-02-26,-16.9,7191,2020
129,-3.38,0.0,0.42,2020-12-31,2020-11-25,-8.0,7191,2020
130,1.11,0.0,0.46,2020-12-31,2020-08-26,2.4,7191,2020
131,0.66,0.0,0.44,2020-12-31,2020-05-21,1.5,7191,2020
132,-4.23,7.0,0.23,2019-12-31,2020-02-27,-18.4,7191,2019
133,19.77,0.0,0.54,2019-12-31,2019-11-26,36.6,7191,2019
134,-0.25,0.0,0.35,2019-12-31,2019-08-29,-0.7,7191,2019
135,-0.8,0.0,0.35,2019-12-31,2019-05-30,-2.3,7191,2019
136,-17.95,0.0,0.36,2018-12-31,2019-02-28,-49.9,7191,2018
137,-0.37,0.0,0.54,2018-12-31,2018-12-26,-0.7,7191,2018
138,0.5,0.0,0.54,2018-10-31,2018-09-28,0.9,7191,2018
139,0.46,0.0,0.54,2018-10-31,2018-06-20,0.9,7191,2018
140,0.44,0.0,0.54,2018-10-31,2018-03-28,0.8,7191,2018
141,0.26,0.0,0.29,2022-09-30,2022-11-16,0.9,0181,2022
142,0.26,0.0,0.29,2022-09-30,2022-07-27,0.9,0181,2022
143,0.72,0.0,0.29,2022-09-30,2022-04-28,2.5,0181,2022
144,0.73,0.0,0.37,2022-09-30,2022-02-08,2.0,0181,2022
145,0.68,0.0,0.19,2021-09-30,2021-11-08,3.6,0181,2021
146,0.45,0.0,0.18,2021-09-30,2021-07-29,2.5,0181,2021
147,0.36,0.0,0.18,2021-09-30,2021-05-04,2.0,0181,2021
148,0.28,0.0,0.19,2021-09-30,2021-02-08,1.5,0181,2021
149,0.19,0.0,0.18,2020-09-30,2020-11-13,1.1,0181,2020
150,0.02,0.0,0.13,2020-09-30,2020-07-23,0.2,0181,2020
151,-0.51,0.0,0.13,2020-09-30,2020-05-22,-3.9,0181,2020
152,-0.37,0.0,0.13,2020-09-30,2020-02-20,-2.8,0181,2020
153,-0.68,0.0,0.14,2019-09-30,2019-11-21,-4.9,0181,2019
154,-0.18,0.0,0.14,2019-09-30,2019-08-22,-1.3,0181,2019
155,0.09,0.0,0.14,2019-09-30,2019-05-16,0.6,0181,2019
156,0.18,0.0,0.14,2019-09-30,2019-02-22,1.3,0181,2019
157,0.06,0.2,0.14,2018-09-30,2018-11-23,0.4,0181,2018
158,0.4,0.0,0.14,2018-09-30,2018-08-16,2.9,0181,2018
159,0.4,0.0,0.17,2018-09-30,2018-05-15,2.4,0181,2018
160,0.23,0.0,0.17,2018-09-30,2018-02-08,1.4,0181,2018
161,0.78,0.0,1.2727,2022-12-31,2022-11-23,0.6,6599,2022
162,3.37,0.0,1.2658,2022-12-31,2022-08-23,2.7,6599,2022
163,2.0,0.0,1.2662,2022-12-31,2022-05-18,1.6,6599,2022
164,5.06,3.0,1.2413,2021-12-31,2022-02-23,4.1,6599,2021
165,-1.33,0.0,1.19,2021-12-31,2021-11-24,-1.1,6599,2021
166,0.78,0.0,1.21,2021-12-31,2021-08-27,0.6,6599,2021
167,1.57,0.0,1.21,2021-12-31,2021-05-19,1.3,6599,2021
168,1.93,1.5,1.19,2020-12-31,2021-02-24,1.6,6599,2020
169,1.17,0.0,1.17,2020-12-31,2020-11-25,1.0,6599,2020
170,-0.68,0.0,1.19,2020-12-31,2020-08-27,-0.6,6599,2020
171,0.53,0.0,1.19,2020-12-31,2020-05-20,0.4,6599,2020
172,3.55,4.0,1.21,2019-12-31,2020-02-24,2.9,6599,2019
173,0.52,0.0,1.17,2019-12-31,2019-11-28,0.4,6599,2019
174,1.39,0.0,1.24,2019-12-31,2019-08-26,1.1,6599,2019
175,2.32,0.0,1.22,2019-12-31,2019-05-30,1.9,6599,2019
176,3.81,4.0,1.44,2018-12-31,2019-02-27,2.6,6599,2018
177,0.99,0.0,1.4,2018-12-31,2018-11-28,0.7,6599,2018
178,0.7,0.0,1.43,2018-12-31,2018-08-29,0.5,6599,2018
179,1.99,0.0,1.41,2018-12-31,2018-05-24,1.4,6599,2018
180,32.76,0.0,8.85,2023-02-28,2022-12-21,3.7,5139,2023
181,27.66,28.5,8.74,2023-02-28,2022-09-29,3.2,5139,2023
182,63.87,0.0,8.7,2023-02-28,2022-07-04,7.3,5139,2023
183,7.17,20.0,7.84,2022-02-28,2022-04-05,0.9,5139,2022
184,40.53,0.0,7.63,2022-02-28,2021-12-23,5.3,5139,2022
185,27.59,28.5,7.42,2022-02-28,2021-09-28,3.7,5139,2022
186,63.88,0.0,7.32,2022-02-28,2021-07-06,8.7,5139,2022
187,42.56,20.0,6.63,2021-02-28,2021-04-08,6.4,5139,2021
188,16.51,0.0,6.04,2021-02-28,2020-12-21,2.7,5139,2021
189,18.31,9.2,5.97,2021-02-28,2020-09-29,3.1,5139,2021
190,10.29,0.0,6.01,2021-02-28,2020-06-25,1.7,5139,2021
191,31.36,14.0,6.14,2020-02-29,2020-04-09,5.1,5139,2020
192,27.39,0.0,6.04,2020-02-29,2019-12-19,4.5,5139,2020
193,16.03,22.25,6.07,2020-02-29,2019-09-26,2.6,5139,2020
194,32.69,0.0,6.24,2020-02-29,2019-06-27,5.2,5139,2020
195,33.04,22.35,5.98,2019-02-28,2019-04-25,5.5,5139,2019
196,33.35,0.0,5.66,2019-02-28,2018-12-20,5.9,5139,2019
197,31.03,22.25,5.58,2019-02-28,2018-10-04,5.6,5139,2019
198,38.43,0.0,5.45,2019-02-28,2018-06-28,7.1,5139,2019
199,31.87,20.0,6.37,2018-02-28,2018-04-27,5.0,5139,2018
200,28.86,0.0,6.04,2018-02-28,2017-12-21,4.8,5139,2018
201,35.51,21.13,4.85,2018-02-28,2017-10-05,7.3,5139,2018
202,50.15,0.0,7.13,2018-02-28,2017-07-04,7.0,5139,2018
203,40.54,0.0,4.95,2022-12-31,2022-11-25,8.2,5185,2022
204,6.92,0.0,4.75,2022-12-31,2022-08-24,1.5,5185,2022
205,6.72,0.0,4.71,2022-12-31,2022-05-27,1.4,5185,2022
206,9.8,12.5,4.66,2021-12-31,2022-02-28,2.1,5185,2021
207,6.32,0.0,4.5,2021-12-31,2021-11-19,1.4,5185,2021
208,5.62,0.0,4.47,2021-12-31,2021-08-26,1.3,5185,2021
209,3.31,0.0,4.45,2021-12-31,2021-05-25,0.7,5185,2021
210,-0.46,3.5,4.6,2020-12-31,2021-02-26,-0.1,5185,2020
211,2.38,0.0,4.61,2020-12-31,2020-11-27,0.5,5185,2020
212,3.4,0.0,4.76,2020-12-31,2020-08-25,0.7,5185,2020
213,6.22,0.0,4.62,2020-12-31,2020-05-29,1.3,5185,2020
214,6.15,7.0,4.7,2019-12-31,2020-02-27,1.3,5185,2019
215,3.65,0.0,4.69,2019-12-31,2019-11-28,0.8,5185,2019
216,7.9,0.0,4.65,2019-12-31,2019-08-27,1.7,5185,2019
217,6.9,0.0,4.58,2019-12-31,2019-05-30,1.5,5185,2019
218,7.4,0.0,4.46,2018-12-31,2019-02-28,1.7,5185,2018
219,7.44,5.0,4.4,2018-12-31,2018-11-28,1.7,5185,2018
220,3.8,0.0,4.28,2018-12-31,2018-08-28,0.9,5185,2018
221,7.3,0.0,4.27,2018-12-31,2018-05-31,1.7,5185,2018
222,-4.67,0.0,0.32,2023-06-30,2022-11-29,-14.6,7078,2023
223,-6.12,0.0,0.39,2022-06-30,2022-08-29,-15.7,7078,2022
224,-2.73,0.0,0.45,2022-06-30,2022-05-27,-6.1,7078,2022
225,-1.91,0.0,0.48,2022-06-30,2022-02-25,-4.0,7078,2022
226,1.04,0.0,0.49,2022-06-30,2021-11-30,2.1,7078,2022
227,-3.45,0.0,0.49,2021-06-30,2021-09-30,-7.0,7078,2021
228,-4.48,0.0,0.53,2021-06-30,2021-05-28,-8.5,7078,2021
229,3.92,0.0,0.57,2021-06-30,2021-02-25,6.9,7078,2021
230,-7.5,0.0,0.54,2021-06-30,2020-11-30,-13.9,7078,2021
231,5.61,0.0,0.6,2020-06-30,2020-08-27,9.4,7078,2020
232,-16.42,0.0,0.57,2020-06-30,2020-06-29,-28.8,7078,2020
233,-7.04,0.0,0.7139,2020-06-30,2020-02-28,-9.9,7078,2020
234,0.51,0.0,0.7847,2020-06-30,2019-11-29,0.6,7078,2020
235,0.78,0.0,0.7811,2019-12-31,2019-08-30,1.0,7078,2019
236,0.62,0.0,0.7775,2019-12-31,2019-05-31,0.8,7078,2019
237,-0.49,1.0,0.772,2018-12-31,2019-02-28,-0.6,7078,2018
238,0.59,1.0,0.8901,2018-12-31,2018-11-30,0.7,7078,2018
239,1.0,0.0,0.8801,2018-12-31,2018-08-30,1.1,7078,2018
240,1.72,0.0,0.8625,2018-12-31,2018-05-30,2.0,7078,2018
241,0.26,0.0,0.08,2022-12-31,2022-11-29,3.3,0209,2022
242,0.26,0.0,0.08,2022-12-31,2022-08-24,3.3,0209,2022
243,0.24,0.0,0.07,2022-12-31,2022-05-27,3.4,0209,2022
244,0.31,0.0,0.06,2021-12-31,2022-02-25,5.2,0209,2021
245,0.11,0.0,0.06,2021-12-31,2021-11-30,1.8,0209,2021
246,-0.03,0.0,0.06,2021-12-31,2021-08-24,-0.5,0209,2021
247,0.0,0.0,0.07,2021-12-31,2021-05-27,0.0,0209,2021
248,0.21,0.0,0.06,2020-12-31,2021-02-25,3.5,0209,2020
249,0.06,0.25,0.06,2020-12-31,2020-11-24,1.0,0209,2020
250,0.13,0.0,0.06,2020-12-31,2020-08-19,2.2,0209,2020
251,0.23,0.0,0.06,2020-12-31,2020-05-28,3.8,0209,2020
252,0.03,0.0,0.05,2019-12-31,2020-02-25,0.6,0209,2019
253,0.15,0.15,0.05,2019-12-31,2019-11-26,3.0,0209,2019
254,0.22,0.0,0.03,2019-12-31,2019-08-22,7.3,0209,2019
255,0.43,0.0,0.03,2019-12-31,2019-07-12,14.3,0209,2019
256,4.83,0.0,8.27,2023-03-31,2022-11-29,0.6,2658,2023
257,-1.39,8.5,8.22,2023-03-31,2022-08-24,-0.2,2658,2023
258,-28.65,0.0,8.32,2022-03-31,2022-05-26,-3.4,2658,2022
259,16.87,0.0,8.61,2022-03-31,2022-02-28,2.0,2658,2022
260,14.72,38.25,8.44,2022-03-31,2021-11-24,1.7,2658,2022
261,25.01,0.0,8.68,2022-03-31,2021-08-17,2.9,2658,2022
262,9.52,0.0,8.42,2021-03-31,2021-05-24,1.1,2658,2021
263,19.38,0.0,8.33,2021-03-31,2021-02-25,2.3,2658,2021
264,22.64,49.3,8.13,2021-03-31,2020-11-24,2.8,2658,2021
265,24.76,0.0,8.4,2021-03-31,2020-08-17,2.9,2658,2021
266,26.06,0.0,8.15,2020-03-31,2020-06-25,3.2,2658,2020
267,24.62,0.0,7.91,2020-03-31,2020-02-26,3.1,2658,2020
268,25.2,0.0,7.66,2020-03-31,2019-11-27,3.3,2658,2020
269,22.56,0.0,7.88,2020-03-31,2019-08-22,2.9,2658,2020
270,19.45,47.0,7.65,2019-03-31,2019-05-23,2.5,2658,2019
271,29.7,0.0,7.46,2019-03-31,2019-02-26,4.0,2658,2019
272,25.55,0.0,7.16,2019-03-31,2018-11-28,3.6,2658,2019
273,18.37,0.0,7.37,2019-03-31,2018-08-23,2.5,2658,2019
274,24.16,46.5,7.19,2018-03-31,2018-05-24,3.4,2658,2018
275,28.24,0.0,6.95,2018-03-31,2018-02-26,4.1,2658,2018
276,27.17,0.0,6.67,2018-03-31,2017-11-23,4.1,2658,2018
277,12.96,0.0,7.94,2018-03-31,2017-08-24,1.6,2658,2018
278,2.39,2.0,1.2986,2022-12-31,2022-11-25,1.8,5116,2022
279,2.49,2.0,1.295,2022-12-31,2022-08-26,1.9,5116,2022
280,2.58,2.0,1.2921,2022-12-31,2022-05-30,2.0,5116,2022
281,3.11,1.8,1.284,2021-12-31,2022-02-28,2.4,5116,2021
282,2.07,2.0,1.2751,2021-12-31,2021-11-26,1.6,5116,2021
283,2.44,2.0,1.2757,2021-12-31,2021-08-26,1.9,5116,2021
284,2.37,3.45,1.2721,2021-12-31,2021-05-28,1.9,5116,2021
285,-3.68,1.3,1.2819,2020-12-31,2021-02-19,-2.9,5116,2020
286,1.85,2.06,1.3166,2020-12-31,2020-11-26,1.4,5116,2020
287,1.43,0.0,1.3184,2020-12-31,2020-08-28,1.1,5116,2020
288,2.11,2.02,1.301,2020-12-31,2020-05-29,1.6,5116,2020
289,3.92,1.96,1.3024,2019-12-31,2020-02-25,3.0,5116,2019
290,2.19,1.86,1.293,2019-12-31,2019-11-21,1.7,5116,2019
291,2.07,1.91,1.2902,2019-12-31,2019-08-30,1.6,5116,2019
292,2.17,2.07,1.2887,2019-12-31,2019-05-29,1.7,5116,2019
293,6.04,1.93,1.2878,2018-12-31,2019-02-20,4.7,5116,2018
294,2.08,1.95,1.2555,2018-12-31,2018-11-30,1.7,5116,2018
295,2.12,1.75,1.2542,2018-12-31,2018-08-29,1.7,5116,2018
296,2.3,3.95,1.2505,2018-12-31,2018-05-24,1.8,5116,2018
297,13.63,0.0,1.58,2022-12-31,2022-11-29,8.6,2674,2022
298,14.77,0.0,1.47,2022-12-31,2022-08-26,10.0,2674,2022
299,15.96,0.0,1.32,2022-12-31,2022-05-31,12.1,2674,2022
300,7.72,2.5,1.16,2021-12-31,2022-02-21,6.7,2674,2021
301,5.12,0.0,1.08,2021-12-31,2021-11-30,4.7,2674,2021
302,5.86,0.0,1.03,2021-12-31,2021-08-24,5.7,2674,2021
303,5.51,0.0,0.97,2021-12-31,2021-05-25,5.7,2674,2021
304,7.5,0.0,0.92,2020-12-31,2021-02-23,8.2,2674,2020
305,-1.59,0.0,0.84,2020-12-31,2020-11-24,-1.9,2674,2020
306,-3.2,0.0,0.86,2020-12-31,2020-08-25,-3.7,2674,2020
307,-1.73,0.0,0.89,2020-12-31,2020-06-03,-1.9,2674,2020
308,0.03,0.0,0.91,2019-12-31,2020-02-26,0.0,2674,2019
309,0.32,0.0,0.91,2019-12-31,2019-11-27,0.4,2674,2019
310,0.78,0.0,0.91,2019-12-31,2019-08-28,0.9,2674,2019
311,-0.88,0.0,0.9,2019-12-31,2019-05-29,-1.0,2674,2019
312,2.55,0.0,0.91,2018-12-31,2019-02-27,2.8,2674,2018
313,-0.4,0.0,0.89,2018-12-31,2018-11-27,-0.4,2674,2018
314,0.27,0.0,0.89,2018-12-31,2018-08-28,0.3,2674,2018
315,0.14,0.0,0.89,2018-12-31,2018-05-30,0.2,2674,2018
316,10.23,12.0,4.19,2023-03-31,2022-11-29,2.4,2488,2023
317,13.7,0.0,4.09,2023-03-31,2022-08-30,3.3,2488,2023
318,6.66,10.2,4.14,2022-03-31,2022-05-31,1.6,2488,2022
319,9.76,0.0,4.14,2022-03-31,2022-02-28,2.4,2488,2022
320,11.16,8.3,4.16,2022-03-31,2021-11-26,2.7,2488,2022
321,9.43,0.0,4.09,2022-03-31,2021-08-27,2.3,2488,2022
322,3.23,5.79,4.04,2021-03-31,2021-05-31,0.8,2488,2021
323,6.5,0.0,4.16,2021-03-31,2021-02-26,1.6,2488,2021
324,6.7,0.0,4.14,2021-03-31,2020-11-27,1.6,2488,2021
325,6.7,0.0,4.03,2021-03-31,2020-08-27,1.7,2488,2021
326,6.3,0.0,3.87,2020-03-31,2020-06-25,1.6,2488,2020
327,8.7,0.0,3.82,2020-03-31,2020-02-28,2.3,2488,2020
328,7.5,6.0,3.8,2020-03-31,2019-11-27,2.0,2488,2020
329,5.0,0.0,3.69,2020-03-31,2019-08-27,1.4,2488,2020
330,7.2,8.2,3.7,2019-03-31,2019-05-29,1.9,2488,2019
331,9.6,0.0,3.6,2019-03-31,2019-02-28,2.7,2488,2019
332,9.1,8.5,3.59,2019-03-31,2018-11-29,2.5,2488,2019
333,8.8,0.0,3.48,2019-03-31,2018-08-30,2.5,2488,2019
334,7.3,6.8,3.53,2018-03-31,2018-05-31,2.1,2488,2018
335,8.0,0.0,3.44,2018-03-31,2018-02-26,2.3,2488,2018
336,8.0,0.0,3.43,2018-03-31,2017-11-30,2.3,2488,2018
337,8.8,0.0,3.33,2018-03-31,2017-08-29,2.6,2488,2018
338,61.02,0.0,24.06,2022-12-31,2022-11-23,2.5,1163,2022
339,36.16,16.0,23.52,2022-12-31,2022-08-24,1.5,1163,2022
340,56.99,0.0,23.61,2022-12-31,2022-05-20,2.4,1163,2022
341,15.37,63.0,23.35,2021-12-31,2022-02-22,0.7,1163,2021
342,64.96,0.0,23.97,2021-12-31,2021-11-24,2.7,1163,2021
343,82.17,0.0,23.46,2021-12-31,2021-08-25,3.5,1163,2021
344,35.74,0.0,22.57,2021-12-31,2021-05-19,1.6,1163,2021
345,14.8,58.0,22.79,2020-12-31,2021-02-24,0.6,1163,2020
346,72.96,0.0,23.3,2020-12-31,2020-11-26,3.1,1163,2020
347,94.82,0.0,22.42,2020-12-31,2020-08-27,4.2,1163,2020
348,44.94,0.0,21.14,2020-12-31,2020-06-16,2.1,1163,2020
349,0.57,65.0,20.77,2019-12-31,2020-02-27,0.0,1163,2019
350,80.83,0.0,21.44,2019-12-31,2019-11-27,3.8,1163,2019
351,66.57,0.0,20.53,2019-12-31,2019-08-22,3.2,1163,2019
352,55.97,0.0,19.72,2019-12-31,2019-05-23,2.8,1163,2019
353,10.69,40.0,19.03,2018-12-31,2019-02-21,0.6,1163,2018
354,56.54,0.0,19.33,2018-12-31,2018-11-22,2.9,1163,2018
355,51.37,0.0,18.67,2018-12-31,2018-08-20,2.8,1163,2018
356,49.79,0.0,18.35,2018-12-31,2018-05-28,2.7,1163,2018
357,1.93,0.0,0.26,2022-06-30,2022-08-26,7.4,03051,2022
358,0.72,0.62,0.26,2022-06-30,2022-02-23,2.8,03051,2022
359,0.84,0.5,1.0192,2022-12-31,2022-11-25,0.8,5269,2022
360,0.77,0.5,1.0158,2022-12-31,2022-08-26,0.8,5269,2022
361,0.78,1.8,1.0081,2022-12-31,2022-05-30,0.8,5269,2022
