,quar_eps,quar_dps,quar_nta,quar_financial_year,quar_annouced_date,quar_roe(%),quar_stock_code,quar_year
5794,5.12,0.0,1.73,2019-12-31,2019-05-30,3.0,8494,2019
5795,0.44,0.0,1.68,2018-12-31,2019-02-26,0.3,8494,2018
5796,3.69,0.0,1.67,2018-12-31,2018-11-21,2.2,8494,2018
5797,1.3,7.0,1.64,2018-12-31,2018-08-28,0.8,8494,2018
5798,-1.2,0.0,1.66,2018-12-31,2018-05-31,-0.7,8494,2018
5799,1.78,0.0,0.89,2022-12-31,2022-11-21,2.0,5789,2022
5800,2.25,0.0,0.88,2022-12-31,2022-08-22,2.6,5789,2022
5801,1.45,0.0,0.85,2022-12-31,2022-05-18,1.7,5789,2022
5802,1.88,0.0,0.85,2021-12-31,2022-02-24,2.2,5789,2021
5803,0.88,0.0,0.86,2021-12-31,2021-11-23,1.0,5789,2021
5804,1.04,0.0,0.87,2021-12-31,2021-08-30,1.2,5789,2021
5805,1.33,0.0,0.86,2021-12-31,2021-05-20,1.5,5789,2021
5806,0.79,0.0,0.89,2020-12-31,2021-02-25,0.9,5789,2020
5807,1.03,0.0,0.87,2020-12-31,2020-11-30,1.2,5789,2020
5808,0.18,0.0,0.89,2020-12-31,2020-08-27,0.2,5789,2020
5809,0.61,0.0,0.89,2020-12-31,2020-06-30,0.7,5789,2020
5810,0.75,0.0,0.89,2019-12-31,2020-02-27,0.8,5789,2019
5811,1.35,0.0,0.87,2019-12-31,2019-11-25,1.6,5789,2019
5812,0.9,0.0,0.87,2019-12-31,2019-08-30,1.0,5789,2019
5813,1.13,0.0,0.87,2019-12-31,2019-05-31,1.3,5789,2019
5814,0.73,0.0,0.87,2018-12-31,2019-02-28,0.8,5789,2018
5815,1.75,0.0,0.85,2018-12-31,2018-11-30,2.1,5789,2018
5816,1.62,0.0,0.86,2018-12-31,2018-08-29,1.9,5789,2018
5817,2.26,0.0,0.84,2018-12-31,2018-05-30,2.7,5789,2018
5818,0.68,0.0,1.35,2022-12-31,2022-11-30,0.5,9881,2022
5819,1.92,0.0,1.36,2022-12-31,2022-08-24,1.4,9881,2022
5820,1.94,1.5,1.34,2022-12-31,2022-05-30,1.4,9881,2022
5821,4.35,0.0,1.32,2021-12-31,2022-02-24,3.3,9881,2021
5822,5.46,0.0,1.28,2021-12-31,2021-11-25,4.3,9881,2021
5823,5.01,0.0,1.23,2021-12-31,2021-08-26,4.1,9881,2021
5824,5.47,0.0,1.2,2021-12-31,2021-05-20,4.6,9881,2021
5825,2.68,1.5,1.15,2020-12-31,2021-03-25,2.3,9881,2020
5826,1.91,0.0,1.13,2020-12-31,2020-11-27,1.7,9881,2020
5827,-0.31,0.0,1.19,2020-12-31,2020-08-26,-0.3,9881,2020
5828,0.51,0.0,1.2,2020-12-31,2020-06-26,0.4,9881,2020
5829,0.6,0.0,1.19,2019-12-31,2020-02-25,0.5,9881,2019
5830,-0.91,0.0,1.13,2019-12-31,2019-11-22,-0.8,9881,2019
5831,0.12,0.0,1.14,2019-12-31,2019-08-27,0.1,9881,2019
5832,-1.48,0.0,1.11,2019-12-31,2019-05-29,-1.3,9881,2019
5833,0.16,0.0,1.12,2018-12-31,2019-02-28,0.1,9881,2018
5834,0.59,0.0,1.13,2018-12-31,2018-11-27,0.5,9881,2018
5835,1.33,0.0,1.12,2018-12-31,2018-08-30,1.2,9881,2018
5836,1.75,0.0,1.11,2018-12-31,2018-05-30,1.6,9881,2018
5837,1.5,0.0,0.42,2022-12-31,2022-11-21,3.6,8079,2022
5838,1.93,0.0,0.4,2022-12-31,2022-08-22,4.8,8079,2022
5839,2.28,0.0,0.38,2022-12-31,2022-05-23,6.0,8079,2022
5840,1.01,2.5,0.38,2021-12-31,2022-02-21,2.7,8079,2021
5841,0.67,0.0,0.37,2021-12-31,2021-11-22,1.8,8079,2021
5842,1.11,0.0,0.37,2021-12-31,2021-08-23,3.0,8079,2021
5843,1.9,0.0,0.36,2021-12-31,2021-05-24,5.3,8079,2021
5844,0.79,2.5,0.36,2020-12-31,2021-02-26,2.2,8079,2020
5845,2.37,0.0,0.35,2020-12-31,2020-11-23,6.8,8079,2020
5846,0.08,0.0,0.33,2020-12-31,2020-08-24,0.2,8079,2020
5847,0.78,0.0,0.32,2020-12-31,2020-06-12,2.4,8079,2020
5848,1.77,2.5,0.35,2019-12-31,2020-02-24,5.1,8079,2019
5849,0.9,0.0,0.33,2019-12-31,2019-11-25,2.7,8079,2019
5850,0.96,0.0,0.32,2019-12-31,2019-08-26,3.0,8079,2019
5851,1.36,0.0,0.33,2019-12-31,2019-05-27,4.1,8079,2019
5852,2.05,2.5,0.32,2018-12-31,2019-02-25,6.4,8079,2018
5853,1.74,0.0,0.31,2018-12-31,2018-11-23,5.6,8079,2018
5854,1.24,0.0,0.3,2018-12-31,2018-08-20,4.1,8079,2018
5855,1.26,0.0,0.28,2018-12-31,2018-05-28,4.5,8079,2018
5856,-0.95,0.0,1.65,2022-12-31,2022-11-29,-0.6,5232,2022
5857,4.11,0.0,1.66,2022-12-31,2022-08-29,2.5,5232,2022
5858,7.01,0.0,1.64,2022-12-31,2022-05-30,4.3,5232,2022
5859,8.53,0.0,1.57,2021-12-31,2022-02-25,5.4,5232,2021
5860,11.34,0.0,1.48,2021-12-31,2021-11-29,7.7,5232,2021
5861,9.76,0.02,1.37,2021-12-31,2021-09-09,7.1,5232,2021
5862,11.65,0.0,1.34,2021-12-31,2021-05-28,8.7,5232,2021
5863,5.84,0.0,1.22,2020-12-31,2021-02-24,4.8,5232,2020
5864,2.18,0.0,1.17,2020-12-31,2020-11-26,1.9,5232,2020
5865,0.86,0.0,1.14,2020-12-31,2020-08-27,0.8,5232,2020
5866,0.33,0.0,1.13,2020-12-31,2020-06-12,0.3,5232,2020
5867,-1.35,0.0,1.13,2019-12-31,2020-02-28,-1.2,5232,2019
5868,0.59,0.0,1.15,2019-12-31,2019-11-27,0.5,5232,2019
5869,2.42,0.0,1.14,2019-12-31,2019-08-28,2.1,5232,2019
5870,0.15,0.0,1.13,2019-12-31,2019-05-30,0.1,5232,2019
5871,0.81,0.0,1.13,2018-12-31,2019-02-27,0.7,5232,2018
5872,2.77,0.0,1.14,2018-12-31,2018-11-27,2.4,5232,2018
5873,2.73,0.0,1.11,2018-12-31,2018-08-28,2.5,5232,2018
5874,2.11,0.0,1.1,2018-12-31,2018-05-30,1.9,5232,2018
5875,1.84,0.0,0.5433,2022-12-31,2022-11-29,3.4,6633,2022
5876,1.11,0.0,0.5183,2022-12-31,2022-08-30,2.1,6633,2022
5877,0.56,0.0,0.5022,2022-12-31,2022-05-24,1.1,6633,2022
5878,1.04,0.0,0.4939,2021-12-31,2022-02-22,2.1,6633,2021
5879,-1.46,0.0,0.4856,2021-12-31,2021-11-23,-3.0,6633,2021
5880,0.84,0.0,0.5037,2021-12-31,2021-08-24,1.7,6633,2021
5881,1.93,0.66,0.4951,2021-12-31,2021-05-21,3.9,6633,2021
5882,1.44,0.0,0.4694,2020-12-31,2021-02-23,3.1,6633,2020
5883,0.62,0.0,0.4589,2020-12-31,2020-11-24,1.4,6633,2020
5884,0.45,0.55,0.4692,2020-12-31,2020-08-25,1.0,6633,2020
5885,0.6,0.0,0.4517,2020-12-31,2020-05-19,1.3,6633,2020
5886,0.81,0.0,0.4496,2019-12-31,2020-02-18,1.8,6633,2019
5887,1.22,0.0,0.4419,2019-12-31,2019-11-26,2.8,6633,2019
5888,0.46,1.6,0.4542,2019-12-31,2019-08-29,1.0,6633,2019
5889,1.78,0.0,0.3986,2019-12-31,2019-05-13,4.5,6633,2019
5890,3.92,1.35,0.89,2022-12-31,2022-11-24,4.4,7089,2022
5891,9.89,1.17,2.61,2022-12-31,2022-08-25,3.8,7089,2022
5892,10.54,4.0,2.52,2022-12-31,2022-05-26,4.2,7089,2022
5893,7.49,3.5,2.45,2021-12-31,2022-02-21,3.1,7089,2021
5894,2.82,1.5,2.42,2021-12-31,2021-11-29,1.2,7089,2021
5895,4.36,0.0,2.39,2021-12-31,2021-08-27,1.8,7089,2021
5896,6.79,3.0,2.37,2021-12-31,2021-05-27,2.9,7089,2021
5897,9.73,4.0,2.34,2020-12-31,2021-02-18,4.2,7089,2020
5898,16.04,5.0,2.27,2020-12-31,2020-11-16,7.1,7089,2020
5899,5.3,2.5,2.21,2020-12-31,2020-08-17,2.4,7089,2020
5900,11.02,2.5,2.15,2020-12-31,2020-06-22,5.1,7089,2020
5901,11.7,4.5,2.08,2019-12-31,2020-02-28,5.6,7089,2019
5902,12.13,4.0,2.01,2019-12-31,2019-11-22,6.0,7089,2019
5903,10.12,3.5,1.9231,2019-12-31,2019-08-26,5.3,7089,2019
5904,9.58,3.5,1.8866,2019-12-31,2019-05-23,5.1,7089,2019
5905,11.94,2.0,1.72,2018-12-31,2019-02-21,6.9,7089,2018
5906,8.48,3.5,1.64,2018-12-31,2018-11-22,5.2,7089,2018
5907,7.16,3.5,1.6161,2018-12-31,2018-08-23,4.4,7089,2018
5908,4.52,2.5,1.5655,2018-12-31,2018-05-24,2.9,7089,2018
5909,7.85,2.35,0.2191,2022-09-30,2022-11-29,35.8,03047,2022
5910,3.54,1.05,0.1576,2022-09-30,2022-05-24,22.5,03047,2022
5911,0.65,0.0,0.1215,2021-09-30,2021-11-29,5.3,03047,2021
5912,2.37,0.0,0.1138,2021-09-30,2021-07-28,20.8,03047,2021
5913,15.03,457.0,2.5495,2023-03-31,2022-11-29,5.9,6645,2023
5914,10.58,0.0,2.3964,2023-03-31,2022-08-29,4.4,6645,2023
5915,4.24,0.0,2.2759,2022-03-31,2022-05-30,1.9,6645,2022
5916,12.16,15.0,2.3833,2022-03-31,2022-02-24,5.1,6645,2022
5917,7.04,0.0,2.2616,2022-03-31,2021-11-25,3.1,6645,2022
5918,7.12,10.0,2.2912,2022-03-31,2021-08-25,3.1,6645,2022
5919,8.01,0.0,2.2165,2021-03-31,2021-05-28,3.6,6645,2021
5920,12.26,10.0,2.2369,2021-03-31,2021-02-25,5.5,6645,2021
5921,13.25,0.0,2.114,2021-03-31,2020-11-25,6.3,6645,2021
5922,5.12,10.0,2.0777,2021-03-31,2020-08-27,2.5,6645,2021
5923,10.27,0.0,2.0219,2020-03-31,2020-06-29,5.1,6645,2020
5924,13.29,15.0,2.07,2020-03-31,2020-02-27,6.4,6645,2020
5925,13.0,0.0,1.9354,2020-03-31,2019-11-28,6.7,6645,2020
5926,12.83,10.0,1.8947,2020-03-31,2019-08-28,6.8,6645,2020
5927,11.2,0.0,1.7615,2019-03-31,2019-05-30,6.4,6645,2019
5928,11.59,15.0,1.7989,2019-03-31,2019-02-27,6.4,6645,2019
5929,11.47,0.0,1.6823,2019-03-31,2018-11-29,6.8,6645,2019
5930,10.46,10.0,1.6674,2019-03-31,2018-08-29,6.3,6645,2019
5931,10.01,0.0,1.5588,2018-03-31,2018-05-30,6.4,6645,2018
5932,11.47,10.0,1.5575,2018-03-31,2018-02-28,7.4,6645,2018
5933,11.4,0.0,1.4421,2018-03-31,2017-11-29,7.9,6645,2018
5934,10.47,15.0,1.4721,2018-03-31,2017-08-29,7.1,6645,2018
5935,-13.93,13.98,5.17,2022-12-31,2023-01-31,-2.7,5284,2022
5936,-15.61,0.0,5.69,2022-12-31,2022-10-28,-2.7,5284,2022
5937,-6.41,0.0,5.59,2022-12-31,2022-07-28,-1.1,5284,2022
5938,4.57,0.0,5.45,2022-12-31,2022-04-28,0.8,5284,2022
5939,8.2,0.0,5.59,2021-12-31,2022-01-27,1.5,5284,2021
5940,2.14,18.0,5.7,2021-12-31,2021-10-28,0.4,5284,2021
5941,16.81,0.0,5.64,2021-12-31,2021-07-28,3.0,5284,2021
5942,19.36,0.0,5.48,2021-12-31,2021-04-28,3.5,5284,2021
5943,6.65,0.0,5.19,2020-12-31,2021-01-27,1.3,5284,2020
5944,3.47,0.0,5.25,2020-12-31,2020-10-28,0.7,5284,2020
5945,3.9,0.0,5.34,2020-12-31,2020-07-30,0.7,5284,2020
5946,-7.48,0.0,5.34,2020-12-31,2020-04-30,-1.4,5284,2020
5947,8.26,0.0,5.26,2019-12-31,2020-01-30,1.6,5284,2019
5948,4.02,0.0,5.25,2019-12-31,2019-10-31,0.8,5284,2019
5949,4.61,0.0,5.17,2019-12-31,2019-07-31,0.9,5284,2019
5950,2.46,0.0,5.23,2019-12-31,2019-04-29,0.5,5284,2019
5951,0.45,17.0,5.27,2018-12-31,2019-01-30,0.1,5284,2018
5952,9.54,0.0,5.27,2018-12-31,2018-10-31,1.8,5284,2018
5953,13.86,0.0,5.08,2018-12-31,2018-07-31,2.7,5284,2018
5954,10.74,0.0,5.0,2018-12-31,2018-04-30,2.1,5284,2018
5955,0.05,0.0,0.07,2022-09-30,2022-11-25,0.7,8303,2022
5956,0.02,0.0,0.07,2022-09-30,2022-08-19,0.3,8303,2022
5957,0.09,0.0,0.07,2022-09-30,2022-05-27,1.3,8303,2022
5958,0.15,0.0,0.07,2022-09-30,2022-02-18,2.1,8303,2022
5959,0.06,0.0,0.07,2021-09-30,2021-11-26,0.9,8303,2021
5960,0.07,0.0,0.07,2021-09-30,2021-08-20,1.0,8303,2021
5961,0.11,0.0,0.07,2021-09-30,2021-05-24,1.6,8303,2021
5962,0.06,0.0,0.08,2021-09-30,2021-02-05,0.8,8303,2021
5963,0.03,0.0,0.08,2020-09-30,2020-11-25,0.4,8303,2020
5964,0.57,0.0,0.08,2020-09-30,2020-08-25,7.1,8303,2020
5965,0.13,0.0,0.08,2020-09-30,2020-06-22,1.6,8303,2020
5966,1.72,0.0,0.07,2020-09-30,2020-06-22,24.6,8303,2020
5967,-3.26,0.0,-0.44,2019-09-30,2019-11-26,7.4,8303,2019
5968,-0.75,0.0,-0.41,2019-09-30,2019-08-20,1.8,8303,2019
5969,-1.14,0.0,-0.4,2019-09-30,2019-05-29,2.9,8303,2019
5970,-0.64,0.0,-0.39,2019-09-30,2019-02-27,1.6,8303,2019
5971,-0.79,0.0,-0.38,2018-09-30,2018-11-30,2.1,8303,2018
5972,0.05,0.0,-0.37,2018-09-30,2018-08-30,-0.1,8303,2018
5973,-1.63,0.0,-0.37,2018-09-30,2018-05-30,4.4,8303,2018
5974,-1.88,0.0,-0.36,2018-09-30,2018-02-27,5.2,8303,2018
5975,18.77,0.0,5.2041,2022-12-31,2022-10-17,3.6,8621,2022
5976,14.25,25.0,5.3311,2022-12-31,2022-08-02,2.7,8621,2022
5977,15.44,0.0,5.3402,2022-12-31,2022-04-14,2.9,8621,2022
5978,18.34,45.0,5.3532,2021-12-31,2022-02-07,3.4,8621,2021
5979,26.45,0.0,5.1227,2021-12-31,2021-10-14,5.2,8621,2021
5980,21.07,29.0,5.169,2021-12-31,2021-08-05,4.1,8621,2021
5981,20.66,0.0,5.0023,2021-12-31,2021-04-15,4.1,8621,2021
5982,23.9,44.0,5.1873,2020-12-31,2021-02-03,4.6,8621,2020
5983,21.63,0.0,4.4103,2020-12-31,2020-10-15,4.9,8621,2020
5984,19.43,28.0,4.5657,2020-12-31,2020-08-17,4.3,8621,2020
5985,19.56,0.0,4.3049,2020-12-31,2020-05-04,4.5,8621,2020
5986,21.74,43.0,4.9234,2019-12-31,2020-02-03,4.4,8621,2019
5987,22.04,0.0,4.8013,2019-12-31,2019-10-15,4.6,8621,2019
5988,17.77,27.0,5.172,2019-12-31,2019-07-15,3.4,8621,2019
5989,19.37,0.0,5.007,2019-12-31,2019-04-15,3.9,8621,2019
5990,21.09,42.0,5.4138,2018-12-31,2019-01-29,3.9,8621,2018
5991,23.04,0.0,5.2373,2018-12-31,2018-10-10,4.4,8621,2018
5992,16.5,26.0,5.0772,2018-12-31,2018-07-09,3.2,8621,2018
5993,21.84,0.0,5.9802,2018-12-31,2018-04-26,3.7,8621,2018
5994,2.96,0.0,1.56,2023-03-31,2022-11-22,1.9,7085,2023
5995,3.42,0.0,1.53,2023-03-31,2022-08-18,2.2,7085,2023
5996,-6.3,0.0,1.51,2022-03-31,2022-05-30,-4.2,7085,2022
5997,1.62,0.0,1.57,2022-03-31,2022-02-23,1.0,7085,2022
5998,-3.47,0.0,1.55,2022-03-31,2021-11-23,-2.2,7085,2022
5999,-3.24,0.0,1.65,2022-03-31,2021-08-19,-2.0,7085,2022
6000,-9.27,0.0,1.7,2021-03-31,2021-05-25,-5.5,7085,2021
6001,-1.68,0.0,1.78,2021-03-31,2021-02-25,-0.9,7085,2021
6002,-3.65,0.0,1.78,2021-03-31,2020-11-19,-2.1,7085,2021
6003,-6.45,0.0,1.81,2021-03-31,2020-08-24,-3.6,7085,2021
6004,-6.18,0.0,1.85,2020-03-31,2020-05-21,-3.3,7085,2020
6005,4.31,0.5,1.98,2020-03-31,2020-02-28,2.2,7085,2020
6006,5.7,0.0,1.94,2020-03-31,2019-11-19,2.9,7085,2020
6007,0.39,0.0,1.89,2020-03-31,2019-08-23,0.2,7085,2020
6008,4.22,0.0,1.9,2019-03-31,2019-05-21,2.2,7085,2019
6009,7.5,1.0,1.86,2019-03-31,2019-02-27,4.0,7085,2019
6010,5.84,0.0,1.81,2019-03-31,2018-11-14,3.2,7085,2019
6011,-1.45,0.0,1.76,2019-03-31,2018-08-16,-0.8,7085,2019
6012,0.61,0.0,1.78,2018-03-31,2018-05-24,0.3,7085,2018
6013,1.23,1.0,1.8,2018-03-31,2018-02-13,0.7,7085,2018
6014,1.46,0.0,1.81,2018-03-31,2017-11-15,0.8,7085,2018
6015,-0.81,0.0,1.83,2018-03-31,2017-08-16,-0.4,7085,2018
6016,0.82,0.0,0.55,2022-12-31,2022-10-27,1.5,5143,2022
6017,1.71,1.0,0.55,2022-12-31,2022-07-28,3.1,5143,2022
6018,1.5,0.0,0.55,2022-12-31,2022-04-28,2.7,5143,2022
6019,1.54,1.0,0.57,2021-12-31,2022-02-17,2.7,5143,2021
6020,1.41,0.0,0.56,2021-12-31,2021-11-10,2.5,5143,2021
6021,1.64,0.8,0.42,2021-12-31,2021-08-11,3.9,5143,2021
6022,2.19,0.9,0.43,2021-12-31,2021-04-21,5.1,5143,2021
6023,1.8,2.0,0.38,2020-12-31,2021-02-19,4.7,5143,2020
6024,1.59,0.0,0.36,2020-12-31,2020-10-27,4.4,5143,2020
6025,0.85,1.0,0.35,2020-12-31,2020-07-29,2.4,5143,2020
6026,1.11,0.0,0.35,2020-12-31,2020-06-12,3.2,5143,2020
6027,1.09,1.25,0.34,2019-12-31,2020-02-17,3.2,5143,2019
6028,0.96,0.0,0.33,2019-12-31,2019-10-24,2.9,5143,2019
6029,1.13,1.0,0.34,2019-12-31,2019-07-29,3.3,5143,2019
6030,1.11,0.0,0.34,2019-12-31,2019-04-30,3.3,5143,2019
6031,1.02,1.25,0.33,2018-12-31,2019-02-15,3.1,5143,2018
6032,1.15,0.0,0.32,2018-12-31,2018-10-25,3.6,5143,2018
6033,1.15,1.0,0.32,2018-12-31,2018-07-26,3.6,5143,2018
6034,1.14,0.0,0.32,2018-12-31,2018-04-30,3.6,5143,2018
6035,5.13,0.0,3.98,2022-12-31,2022-11-17,1.3,9199,2022
6036,4.22,0.0,3.92,2022-12-31,2022-08-18,1.1,9199,2022
6037,3.21,0.0,3.86,2022-12-31,2022-05-19,0.8,9199,2022
6038,1.63,1.0,3.82,2021-12-31,2022-02-23,0.4,9199,2021
6039,4.39,0.0,3.8,2021-12-31,2021-11-22,1.2,9199,2021
6040,-1.08,0.0,3.77,2021-12-31,2021-08-19,-0.3,9199,2021
6041,2.86,0.0,3.78,2021-12-31,2021-05-19,0.8,9199,2021
6042,3.88,1.0,3.73,2020-12-31,2021-03-25,1.0,9199,2020
6043,1.79,0.0,3.7,2020-12-31,2020-11-12,0.5,9199,2020
6044,-2.17,0.0,3.74,2020-12-31,2020-08-12,-0.6,9199,2020
6045,3.88,0.0,3.75,2020-12-31,2020-06-17,1.0,9199,2020
6046,4.38,5.0,3.71,2019-12-31,2020-02-20,1.2,9199,2019
6047,6.66,0.0,3.67,2019-12-31,2019-11-14,1.8,9199,2019
6048,5.39,0.0,3.68,2019-12-31,2019-08-15,1.5,9199,2019
6049,5.63,0.0,3.61,2019-12-31,2019-05-17,1.6,9199,2019
6050,5.03,7.0,3.56,2018-12-31,2019-02-21,1.4,9199,2018
6051,4.94,0.0,3.51,2018-12-31,2018-11-14,1.4,9199,2018
6052,4.37,0.0,3.51,2018-12-31,2018-08-16,1.2,9199,2018
6053,8.03,0.0,3.47,2018-12-31,2018-05-15,2.3,9199,2018
6054,1.14,0.0,1.44,2023-06-30,2022-11-25,0.8,1198,2023
6055,-25.83,0.0,1.44,2022-06-30,2022-08-30,-17.9,1198,2022
6056,-31.61,0.0,1.73,2022-06-30,2022-05-23,-18.3,1198,2022
6057,3.25,0.0,2.06,2022-06-30,2022-02-25,1.6,1198,2022
6058,2.21,0.0,2.03,2022-06-30,2021-11-23,1.1,1198,2022
6059,-2.22,0.0,2.04,2022-06-30,2021-08-24,-1.1,1198,2022
6060,3.36,0.0,2.06,2021-12-31,2021-05-31,1.6,1198,2021
6061,8.94,0.0,2.02,2020-12-31,2021-02-26,4.4,1198,2020
6062,8.35,0.0,1.85,2020-12-31,2020-11-04,4.5,1198,2020
6063,8.48,0.0,1.79,2020-12-31,2020-08-25,4.7,1198,2020
6064,-11.16,0.0,1.7,2020-12-31,2020-06-30,-6.6,1198,2020
6065,-9.6,0.0,1.79,2019-12-31,2020-02-28,-5.4,1198,2019
6066,-1.21,6.0,1.89,2019-12-31,2019-11-27,-0.6,1198,2019
6067,-3.01,0.0,1.95,2019-12-31,2019-08-29,-1.5,1198,2019
6068,2.4,0.0,1.96,2019-12-31,2019-05-29,1.2,1198,2019
6069,-4.03,0.0,1.94,2018-12-31,2019-02-27,-2.1,1198,2018
6070,-0.96,0.0,1.93,2018-12-31,2018-11-22,-0.5,1198,2018
6071,-0.42,0.0,1.94,2018-12-31,2018-08-29,-0.2,1198,2018
6072,-4.62,3.0,1.97,2018-12-31,2018-05-28,-2.3,1198,2018
6073,5.76,2.3,1.82,2023-04-30,2022-12-12,3.2,7087,2023
6074,5.54,2.2,1.79,2023-04-30,2022-09-12,3.1,7087,2023
6075,6.2,2.5,1.76,2022-04-30,2022-06-23,3.5,7087,2022
6076,6.15,2.0,1.7,2022-04-30,2022-03-18,3.6,7087,2022
6077,3.94,2.0,1.66,2022-04-30,2021-12-27,2.4,7087,2022
6078,4.86,0.0,1.62,2022-04-30,2021-09-14,3.0,7087,2022
6079,7.06,2.8,1.6,2021-04-30,2021-06-23,4.4,7087,2021
6080,11.29,4.5,1.57,2021-04-30,2021-03-08,7.2,7087,2021
6081,4.81,1.8,1.48,2021-04-30,2020-12-03,3.3,7087,2021
6082,6.17,2.0,1.45,2021-04-30,2020-09-08,4.3,7087,2021
6083,6.64,1.5,1.4,2020-04-30,2020-06-22,4.7,7087,2020
6084,7.53,2.8,1.37,2020-04-30,2020-03-09,5.5,7087,2020
6085,6.89,2.5,1.32,2020-04-30,2019-12-10,5.2,7087,2020
6086,18.76,7.0,3.44,2020-04-30,2019-09-11,5.5,7087,2020
6087,13.39,5.0,3.25,2019-04-30,2019-06-21,4.1,7087,2019
6088,21.89,8.0,3.2,2019-04-30,2019-03-18,6.8,7087,2019
6089,14.26,5.0,3.03,2019-04-30,2018-12-12,4.7,7087,2019
6090,13.53,5.0,2.99,2019-04-30,2018-09-12,4.5,7087,2019
6091,12.37,5.0,2.86,2018-04-30,2018-06-22,4.3,7087,2018
6092,19.14,7.0,2.8,2018-04-30,2018-03-15,6.8,7087,2018
6093,12.6,4.5,2.65,2018-04-30,2017-12-12,4.8,7087,2018
6094,12.04,3.5,2.63,2018-04-30,2017-09-14,4.6,7087,2018
6095,1.39,1.0,1.65,2022-12-31,2022-11-24,0.8,3859,2022
6096,1.84,1.5,1.65,2022-12-31,2022-08-18,1.1,3859,2022
6097,1.16,1.0,1.64,2022-12-31,2022-05-19,0.7,3859,2022
6098,1.43,1.5,1.64,2021-12-31,2022-02-24,0.9,3859,2021
6099,-2.08,0.0,1.63,2021-12-31,2021-11-25,-1.3,3859,2021
6100,0.14,0.0,1.65,2021-12-31,2021-08-26,0.1,3859,2021
6101,0.52,0.0,1.65,2021-12-31,2021-05-19,0.3,3859,2021
6102,-2.86,2.0,1.66,2020-12-31,2021-02-25,-1.7,3859,2020
6103,2.13,2.0,1.71,2020-12-31,2020-11-26,1.2,3859,2020
6104,-1.67,2.04,1.71,2020-12-31,2020-08-26,-1.0,3859,2020
6105,3.91,2.5,1.75,2020-12-31,2020-05-22,2.2,3859,2020
6106,3.96,3.0,1.74,2019-12-31,2020-02-26,2.3,3859,2019
6107,3.37,4.0,1.72,2019-12-31,2019-11-19,2.0,3859,2019
6108,5.23,5.0,1.74,2019-12-31,2019-08-22,3.0,3859,2019
6109,4.22,4.0,1.73,2019-12-31,2019-05-28,2.4,3859,2019
6110,5.08,4.0,1.67,2018-12-31,2019-02-21,3.0,3859,2018
6111,-4.96,4.0,1.66,2018-12-31,2018-11-27,-3.0,3859,2018
6112,3.38,3.0,1.74,2018-12-31,2018-08-24,1.9,3859,2018
6113,3.86,4.0,1.74,2018-12-31,2018-05-21,2.2,3859,2018
6114,1.94,0.0,1.45,2022-12-31,2022-11-30,1.3,8583,2022
6115,0.85,0.0,1.43,2022-12-31,2022-08-29,0.6,8583,2022
6116,1.78,0.0,1.45,2022-12-31,2022-05-31,1.2,8583,2022
6117,0.53,2.65,1.43,2021-12-31,2022-02-28,0.4,8583,2021
6118,1.65,0.0,1.42,2021-12-31,2021-11-30,1.2,8583,2021
6119,0.55,0.0,1.41,2021-12-31,2021-08-30,0.4,8583,2021
6120,1.66,0.0,1.42,2021-12-31,2021-05-31,1.2,8583,2021
6121,0.02,1.66,1.42,2020-12-31,2021-02-25,0.0,8583,2020
6122,1.11,0.0,1.41,2020-12-31,2020-11-30,0.8,8583,2020
6123,-0.5,0.0,1.4,2020-12-31,2020-08-28,-0.4,8583,2020
6124,0.48,0.0,1.44,2020-12-31,2020-05-29,0.3,8583,2020
6125,0.73,3.35,1.44,2019-12-31,2020-02-28,0.5,8583,2019
6126,1.29,0.0,1.43,2019-12-31,2019-11-27,0.9,8583,2019
6127,0.96,0.0,1.42,2019-12-31,2019-08-30,0.7,8583,2019
6128,1.51,0.0,1.45,2019-12-31,2019-05-30,1.0,8583,2019
6129,1.79,4.5,1.44,2018-12-31,2019-02-27,1.2,8583,2018
6130,1.89,0.0,1.42,2018-12-31,2018-11-16,1.3,8583,2018
6131,2.26,0.0,1.4,2018-12-31,2018-08-30,1.6,8583,2018
6132,1.89,0.0,1.44,2018-12-31,2018-05-31,1.3,8583,2018
6133,1.36,0.0,1.16,2022-12-31,2022-11-29,1.2,5264,2022
6134,2.44,2.8,1.13,2022-12-31,2022-08-23,2.2,5264,2022
6135,1.04,0.0,1.12,2022-12-31,2022-05-24,0.9,5264,2022
6136,0.19,0.0,1.1,2021-12-31,2022-02-23,0.2,5264,2021
6137,1.37,0.0,1.12,2021-12-31,2021-11-26,1.2,5264,2021
6138,2.41,3.1,1.11,2021-12-31,2021-08-20,2.2,5264,2021
6139,1.24,0.0,1.11,2021-12-31,2021-05-19,1.1,5264,2021
6140,0.85,0.0,1.09,2020-12-31,2021-02-19,0.8,5264,2020
6141,1.04,0.0,1.1,2020-12-31,2020-11-24,0.9,5264,2020
6142,2.15,2.8,1.1,2020-12-31,2020-08-18,2.0,5264,2020
6143,1.82,0.0,1.1,2020-12-31,2020-05-20,1.7,5264,2020
6144,2.18,4.11,1.12,2019-12-31,2020-02-19,1.9,5264,2019
6145,1.93,0.0,1.13,2019-12-31,2019-11-20,1.7,5264,2019
6146,1.07,2.44,1.12,2019-12-31,2019-08-23,1.0,5264,2019
