,div_announced_year,div_ex_date,div_dividend(RM),div_stock_code,div_year,div_status,stock_close,dividend_y_%
2449,2021-02-22,2021-03-26,0.0025,0040,2021,Y,0.497,0.503
2450,2021-02-25,2021-03-26,0.0223,3778,2021,Y,0.49,4.551
2451,2021-03-15,2021-03-29,0.035,2127,2021,Y,1.938,1.806
2452,2021-03-15,2021-03-29,0.015,2127,2021,Y,1.938,0.774
2453,2021-02-26,2021-03-30,0.04,5225,2020,Y,5.378,0.744
2454,2021-01-21,2021-03-30,0.005,5125,2021,Y,0.439,1.139
2455,2021-02-24,2021-03-30,0.005,0090,2020,Y,0.659,0.759
2456,2021-03-17,2021-03-30,0.01,7081,2020,Y,0.582,1.718
2457,2021-03-15,2021-03-30,0.4,5347,2020,Y,9.738,4.108
2458,2021-03-15,2021-03-30,0.18,5347,2020,Y,9.738,1.848
2459,2021-03-15,2021-03-30,0.01,7200,2021,Y,0.524,1.908
2460,2021-03-17,2021-03-31,0.005,0837EA,2021,Y,1.02,0.49
2461,2021-02-23,2021-03-31,0.025,1562,2021,Y,1.973,1.267
2462,2021-02-24,2021-04-02,0.0035,0192,2020,Y,0.287,1.22
2463,2021-03-16,2021-04-02,0.0125,7235,2021,Y,0.867,1.442
2464,2021-03-19,2021-04-02,0.008,5066,2021,Y,0.569,1.406
2465,2021-02-25,2021-04-02,0.14,9172,2020,Y,2.624,5.335
2466,2021-03-22,2021-04-02,0.01,0230,2021,Y,0.63,1.587
2467,2021-02-25,2021-04-05,0.02,5084,2020,Y,0.57,3.509
2468,2021-03-23,2021-04-06,0.05,5012,2020,Y,2.36,2.119
2469,2021-03-24,2021-04-06,0.0125,7082,2021,Y,0.4,3.125
2470,2021-03-22,2021-04-06,0.015,3204,2021,Y,0.752,1.995
2471,2021-03-24,2021-04-07,0.005,5254,2020,Y,0.458,1.092
2472,2021-03-25,2021-04-07,0.065,3069,2020,Y,3.495,1.86
2473,2021-03-23,2021-04-07,0.002,0205,2021,Y,0.322,0.621
2474,2021-03-25,2021-04-08,0.015,6399,2021,Y,0.86,1.744
2475,2021-03-25,2021-04-08,0.01,5283,2021,Y,0.525,1.905
2476,2021-03-24,2021-04-08,0.01,7167,2020,Y,1.59,0.629
2477,2021-03-25,2021-04-08,0.0029,2054,2020,Y,0.258,1.124
2478,2021-03-22,2021-04-09,0.088,6483,2020,Y,1.666,5.282
2479,2021-03-29,2021-04-12,0.022,7247,2021,Y,0.308,7.143
2480,2021-03-25,2021-04-13,0.005,0206,2020,Y,0.31,1.613
2481,2021-02-19,2021-04-13,0.02,5143,2020,Y,0.745,2.685
2482,2021-03-18,2021-04-14,0.05,7152,2021,Y,0.801,6.242
2483,2021-03-31,2021-04-14,0.015,5211,2020,Y,1.665,0.901
2484,2021-03-29,2021-04-14,0.01,5132,2020,Y,0.51,1.961
2485,2021-03-30,2021-04-14,0.012,6963,2021,Y,1.382,0.868
2486,2021-02-26,2021-04-15,0.05,7006,2021,Y,1.842,2.714
2487,2021-02-25,2021-04-15,0.04,4588,2020,Y,3.185,1.256
2488,2021-02-24,2021-04-15,0.005,7050,2020,Y,0.385,1.299
2489,2021-03-08,2021-04-16,0.3,2836,2020,Y,21.908,1.369
2490,2021-03-10,2021-04-16,0.015,5248,2021,Y,1.371,1.094
2491,2021-04-02,2021-04-16,0.025,5614,2020,Y,0.52,4.808
2492,2021-02-22,2021-04-19,0.02,5133,2020,Y,0.893,2.24
2493,2021-03-26,2021-04-19,0.0325,5065,2020,Y,1.593,2.04
2494,2021-04-06,2021-04-19,0.01,1651,2020,Y,0.463,2.16
2495,2021-02-23,2021-04-20,0.92,4707,2020,Y,131.817,0.698
2496,2021-04-01,2021-04-21,0.02,7029,2021,Y,1.646,1.215
2497,2021-02-25,2021-04-21,0.021,7140,2021,Y,0.709,2.962
2498,2021-04-08,2021-04-21,0.06,7148,2020,Y,1.917,3.13
2499,2021-02-24,2021-04-22,0.02,7088,2020,Y,1.469,1.361
2500,2021-04-08,2021-04-22,0.02,7076,2020,Y,1.202,1.664
2501,2021-04-07,2021-04-22,0.02,5026,2021,Y,0.733,2.729
2502,2021-04-07,2021-04-22,0.02,5026,2021,Y,0.733,2.729
2503,2021-02-26,2021-04-22,0.015,5007,2021,Y,1.273,1.178
2504,2021-03-22,2021-04-23,0.03,5053,2020,Y,0.853,3.517
2505,2021-02-25,2021-04-23,0.02,4197,2021,Y,2.178,0.918
2506,2021-02-25,2021-04-23,0.04,4197,2021,Y,2.178,1.837
2507,2021-02-22,2021-04-26,0.5,2089,2020,Y,12.883,3.881
2508,2021-02-25,2021-04-26,0.015,0008,2020,Y,0.496,3.024
2509,2021-02-22,2021-04-26,0.15,2089,2020,Y,12.883,1.164
2510,2021-04-20,2021-04-27,0.0099,03028,2021,Y,0.395,2.506
2511,2021-02-24,2021-04-27,0.045,5162,2020,Y,1.264,3.56
2512,2021-02-18,2021-04-27,0.0542,5285,2020,Y,4.194,1.292
2513,2021-04-13,2021-04-28,0.015,9881,2020,Y,0.579,2.591
2514,2021-04-06,2021-04-30,0.015,8982,2020,Y,0.658,2.28
2515,2021-02-23,2021-04-30,0.008,0186,2021,Y,0.705,1.135
2516,2021-02-18,2021-04-30,0.01,0120,2020,Y,1.363,0.734
2517,2021-04-15,2021-04-30,0.0327,5284,2020,Y,2.508,1.304
2518,2021-04-06,2021-04-30,0.01,8982,2021,Y,0.658,1.52
2519,2021-04-12,2021-05-03,0.0213,5285,2020,Y,4.214,0.505
2520,2021-04-15,2021-05-04,0.012,6009,2021,Y,0.785,1.529
2521,2021-04-20,2021-05-05,0.016,5280,2021,Y,0.747,2.142
2522,2021-04-15,2021-05-05,0.016,5250,2020,Y,1.453,1.101
2523,2021-04-21,2021-05-05,0.0223,5106,2021,Y,1.783,1.251
2524,2021-04-20,2021-05-06,0.01,0228,2021,Y,0.61,1.639
2525,2021-04-20,2021-05-06,0.12,7153,2021,Y,3.467,3.461
2526,2021-04-21,2021-05-06,0.009,5143,2021,Y,0.829,1.086
2527,2021-04-06,2021-05-06,0.02,7230,2020,Y,0.908,2.203
2528,2021-04-19,2021-05-06,0.0142,5120,2021,Y,0.372,3.817
2529,2021-04-30,2021-05-10,0.001,03023,2021,Y,0.259,0.386
2530,2021-04-26,2021-05-10,0.04,0100,2021,Y,0.77,5.195
2531,2021-04-26,2021-05-10,0.0133,5227,2021,Y,1.586,0.839
2532,2021-04-14,2021-05-11,0.03,5131,2021,Y,1.731,1.733
2533,2021-04-22,2021-05-11,0.01,5102,2020,Y,2.862,0.349
2534,2021-04-27,2021-05-12,0.025,5130,2021,Y,1.33,1.88
2535,2021-02-25,2021-05-12,0.16,4065,2020,Y,18.15,0.882
2536,2021-02-25,2021-05-12,0.22,4065,2020,Y,18.15,1.212
2537,2021-05-06,2021-05-12,0.041,2305,2020,Y,5.46,0.751
2538,2021-04-28,2021-05-19,0.01,0151,2020,Y,0.975,1.026
2539,2021-05-04,2021-05-19,0.27,3689,2021,Y,25.802,1.046
2540,2021-05-04,2021-05-20,0.0099,5235SS,2021,Y,6.299,0.157
2541,2021-05-03,2021-05-20,0.0125,5140,2021,Y,0.987,1.266
2542,2021-05-04,2021-05-20,0.0601,5235SS,2021,Y,6.299,0.954
2543,2021-04-30,2021-05-20,0.008,5296,2021,Y,2.479,0.323
2544,2021-03-26,2021-05-20,0.023,5264,2020,Y,0.725,3.172
2545,2021-03-25,2021-05-20,0.01,7088,2021,Y,1.377,0.726
2546,2021-05-04,2021-05-21,0.177,5168,2021,Y,8.202,2.158
2547,2021-05-06,2021-05-24,0.01,7133,2021,Y,1.224,0.817
2548,2021-05-06,2021-05-24,0.015,7217,2020,Y,0.672,2.232
2549,2021-05-06,2021-05-24,0.07,3816,2021,Y,6.343,1.104
2550,2021-05-05,2021-05-24,0.13,7106,2021,Y,3.637,3.574
2551,2021-04-23,2021-05-25,0.034,6947,2021,Y,4.052,0.839
2552,2021-04-23,2021-05-27,0.15,5010,2020,Y,2.651,5.658
2553,2021-05-07,2021-05-27,0.02,0163,2021,Y,2.244,0.891
2554,2021-05-10,2021-05-27,0.05,5010,2021,Y,2.651,1.886
2555,2021-04-21,2021-05-27,0.024,7095,2020,Y,2.89,0.83
2556,2021-04-21,2021-05-27,0.026,7095,2020,Y,2.89,0.9
2557,2021-05-06,2021-05-28,0.01,5196,2021,Y,0.398,2.513
2558,2021-03-30,2021-05-28,0.025,5843,2020,Y,0.807,3.098
2559,2021-04-23,2021-05-28,0.04,6012,2021,Y,4.475,0.894
2560,2021-05-12,2021-05-28,0.385,1155,2020,Y,7.417,5.191
2561,2021-03-29,2021-05-28,0.0375,7233,2020,Y,4.136,0.907
2562,2021-05-07,2021-05-28,0.01,1996,2020,Y,0.599,1.669
2563,2021-02-25,2021-06-01,0.028,7090,2020,Y,2.773,1.01
2564,2021-04-13,2021-06-02,0.02,7035,2020,Y,0.626,3.195
2565,2021-05-31,2021-06-02,0.04,2291,2020,Y,7.467,0.536
2566,2021-04-28,2021-06-03,0.045,7103,2020,Y,2.022,2.226
2567,2021-05-19,2021-06-03,0.0165,8524,2021,Y,0.765,2.157
2568,2021-05-18,2021-06-03,0.0075,5195,2021,Y,0.394,1.904
2569,2021-05-20,2021-06-03,0.0085,03018,2021,Y,0.602,1.412
2570,2021-05-20,2021-06-03,0.015,5295,2021,Y,0.653,2.297
2571,2021-05-21,2021-06-04,0.04,7081,2021,Y,0.885,4.52
2572,2021-05-20,2021-06-04,0.004,5291,2021,Y,0.541,0.739
2573,2021-05-11,2021-06-04,0.01,5277,2021,Y,0.75,1.333
2574,2021-05-21,2021-06-08,0.022,0166,2021,Y,2.978,0.739
2575,2021-05-20,2021-06-08,0.0475,5228,2021,Y,1.305,3.64
2576,2021-05-27,2021-06-08,0.025,1724,2020,Y,0.744,3.36
2577,2021-05-21,2021-06-08,0.018,0166,2021,Y,2.978,0.604
2578,2021-05-24,2021-06-08,0.0618,0822EA,2021,Y,1.66,3.723
2579,2021-05-25,2021-06-09,0.1,3034,2021,Y,7.417,1.348
2580,2021-05-21,2021-06-09,0.01,5088,2021,Y,0.793,1.261
2581,2021-04-28,2021-06-09,0.07,5015,2020,Y,2.197,3.186
2582,2021-05-17,2021-06-09,0.02,5167,2020,Y,0.731,2.736
2583,2021-05-24,2021-06-09,0.015,4405,2021,Y,1.169,1.283
2584,2021-04-28,2021-06-09,0.02,5049,2021,Y,1.064,1.88
2585,2021-05-07,2021-06-09,0.01,7248,2021,Y,0.862,1.16
2586,2021-04-28,2021-06-09,0.02,2852,2020,Y,1.483,1.349
2587,2021-05-24,2021-06-09,0.0025,0040,2021,Y,0.434,0.576
2588,2021-05-25,2021-06-09,0.0765,1066,2020,Y,4.885,1.566
2589,2021-05-25,2021-06-09,0.14,5681,2021,Y,17.906,0.782
2590,2021-05-21,2021-06-09,0.04,9598,2021,Y,2.431,1.645
2591,2021-05-25,2021-06-10,0.16,6033,2021,Y,15.131,1.057
2592,2021-05-25,2021-06-10,0.05,6351,2021,Y,5.29,0.945
2593,2021-05-24,2021-06-10,0.25,3026,2021,Y,33.222,0.753
2594,2021-05-25,2021-06-10,0.014,7231,2021,Y,0.966,1.449
2595,2021-05-25,2021-06-10,0.003,5254,2021,Y,0.46,0.652
2596,2021-05-27,2021-06-11,0.01,0157,2021,Y,0.741,1.35
2597,2021-05-25,2021-06-11,0.01,0108,2021,Y,0.81,1.235
2598,2021-05-27,2021-06-11,0.02,0108,2020,Y,0.81,2.469
2599,2021-05-27,2021-06-11,0.35,3301,2021,Y,9.012,3.884
2600,2021-05-24,2021-06-11,0.01,5160,2021,Y,0.568,1.761
2601,2021-05-18,2021-06-11,0.0075,7204,2021,Y,4.499,0.167
2602,2021-05-28,2021-06-14,0.02,6742,2021,Y,0.648,3.086
2603,2021-05-20,2021-06-14,0.05,5135,2021,Y,2.086,2.397
2604,2021-05-25,2021-06-14,0.025,7052,2021,Y,2.769,0.903
2605,2021-04-27,2021-06-14,0.0075,5056,2020,Y,0.694,1.081
2606,2021-05-28,2021-06-14,0.015,0099,2021,Y,1.047,1.433
2607,2021-05-24,2021-06-14,0.005,9962,2021,Y,0.295,1.695
2608,2021-05-28,2021-06-14,0.02,0213,2021,Y,0.643,3.11
2609,2021-05-28,2021-06-14,0.02,5147,2020,Y,0.844,2.37
2610,2021-05-19,2021-06-14,0.012,7277,2021,Y,2.922,0.411
2611,2021-05-28,2021-06-14,0.01,5147,2021,Y,0.844,1.185
2612,2021-05-28,2021-06-14,0.2,3867,2021,Y,39.478,0.507
2613,2021-05-27,2021-06-14,0.01,5102,2021,Y,2.814,0.355
2614,2021-05-27,2021-06-14,0.004,0216,2020,Y,0.28,1.429
2615,2021-05-31,2021-06-15,0.21,4162,2021,Y,12.936,1.623
2616,2021-05-31,2021-06-15,0.005,7237,2021,Y,1.305,0.383
2617,2021-04-28,2021-06-15,0.09,5983,2020,Y,3.016,2.984
2618,2021-06-08,2021-06-15,0.005,03041,2021,Y,0.435,1.149
2619,2021-05-31,2021-06-15,0.012,7107,2021,Y,0.853,1.407
2620,2021-05-31,2021-06-16,0.0579,2488,2021,Y,2.309,2.508
2621,2021-05-27,2021-06-16,0.02,5100,2021,Y,0.975,2.051
2622,2021-04-28,2021-06-16,0.05,5029,2020,Y,2.893,1.728
2623,2021-05-27,2021-06-16,0.0075,8869,2021,Y,4.835,0.155
2624,2021-05-27,2021-06-16,0.04,5293,2021,Y,1.727,2.316
2625,2021-05-27,2021-06-16,0.01,5100,2021,Y,0.975,1.026
2626,2021-05-28,2021-06-17,0.02,5232,2021,Y,1.032,1.938
2627,2021-06-02,2021-06-17,0.0005,5216,2021,Y,0.501,0.1
2628,2021-05-20,2021-06-17,0.0066,6633,2021,Y,0.715,0.923
2629,2021-06-02,2021-06-18,0.01,7022,2021,Y,2.164,0.462
2630,2021-05-27,2021-06-18,0.0042,5090,2021,Y,0.188,2.234
2631,2021-05-20,2021-06-18,0.015,5208,2021,Y,0.844,1.777
2632,2021-06-02,2021-06-18,0.01,7022,2021,Y,2.164,0.462
2633,2021-04-27,2021-06-18,0.015,7161,2020,Y,1.163,1.29
2634,2021-04-28,2021-06-18,0.005,0023,2020,Y,0.328,1.524
2635,2021-06-08,2021-06-21,0.07,1058,2020,Y,2.378,2.944
2636,2021-04-27,2021-06-21,0.05,3042,2020,Y,4.391,1.139
2637,2021-06-03,2021-06-21,0.01,7167,2021,Y,1.477,0.677
2638,2021-05-18,2021-06-21,0.02,5133,2021,Y,0.869,2.301
2639,2021-06-08,2021-06-22,0.15,5200,2020,Y,1.635,9.174
2640,2021-05-12,2021-06-23,0.005,0065,2021,Y,0.563,0.888
2641,2021-06-09,2021-06-23,0.18,7113,2021,Y,4.401,4.09
2642,2021-05-25,2021-06-23,0.04,5236,2021,Y,1.228,3.257
2643,2021-05-26,2021-06-24,0.037,0800EA,2020,Y,1.174,3.152
2644,2021-05-26,2021-06-24,0.028,0820EA,2020,Y,1.64,1.707
2645,2021-04-23,2021-06-24,0.07,5094,2020,Y,1.292,5.418
2646,2021-05-28,2021-06-25,0.02,5116,2021,Y,1.168,1.712
2647,2021-06-11,2021-06-25,0.008,0011,2020,Y,0.458,1.747
2648,2021-05-27,2021-06-25,0.025,5159,2021,Y,0.943,2.651
2649,2021-04-28,2021-06-25,0.004,0225,2020,Y,0.462,0.866
2650,2021-05-27,2021-06-29,0.03,7089,2021,Y,0.982,3.055
2651,2021-05-17,2021-06-29,0.03,0058,2020,Y,1.266,2.37
2652,2021-05-31,2021-06-29,0.01,5054,2020,Y,0.347,2.882
2653,2021-06-04,2021-06-29,0.08,4006,2020,Y,4.652,1.72
2654,2021-06-04,2021-06-29,0.06,4006,2020,Y,4.652,1.29
2655,2021-04-28,2021-06-29,0.02,1619,2020,Y,1.603,1.248
2656,2021-05-05,2021-06-29,0.06,5126,2020,Y,2.188,2.742
2657,2021-04-28,2021-06-29,0.05,3883,2020,Y,2.573,1.943
2658,2021-04-21,2021-06-29,0.51,3255,2020,Y,22.224,2.295
2659,2021-05-20,2021-06-29,0.015,1562,2021,Y,1.875,0.8
2660,2021-04-26,2021-06-29,0.05,7060,2020,Y,2.167,2.307
2661,2021-05-27,2021-06-29,0.04,3336,2021,Y,1.58,2.532
2662,2021-04-28,2021-06-29,0.015,7034,2020,Y,2.417,0.621
2663,2021-04-20,2021-06-29,0.095,7100,2020,Y,2.766,3.435
2664,2021-04-19,2021-06-29,0.0395,0097,2020,Y,7.345,0.538
2665,2021-05-24,2021-06-29,0.03,7203,2020,Y,0.849,3.534
2666,2021-06-11,2021-06-30,0.01,0001,2020,Y,1.545,0.647
2667,2021-06-17,2021-06-30,0.02,1171,2020,Y,0.573,3.49
2668,2021-04-26,2021-06-30,0.003,7201,2020,Y,0.155,1.935
2669,2021-03-30,2021-06-30,0.054,5209,2020,Y,2.464,2.192
2670,2021-06-11,2021-06-30,0.005,0001,2020,Y,1.545,0.324
2671,2021-06-09,2021-06-30,0.02,6262,2021,Y,0.783,2.554
2672,2021-04-08,2021-06-30,0.2,5139,2021,Y,11.094,1.803
2673,2021-06-15,2021-06-30,0.01,4243,2020,Y,0.416,2.404
2674,2021-04-28,2021-07-01,0.07,7757,2020,Y,2.048,3.418
2675,2021-06-04,2021-07-01,0.01,5278,2020,Y,0.642,1.558
2676,2021-05-19,2021-07-02,0.01,5916,2020,Y,1.85,0.541
2677,2021-06-02,2021-07-02,0.01,9199,2020,Y,2.019,0.495
2678,2021-05-21,2021-07-05,0.01,7811,2021,Y,0.745,1.342
2679,2021-06-16,2021-07-05,0.01,3948,2021,Y,0.385,2.597
2680,2021-05-18,2021-07-05,0.04,9466,2020,Y,1.37,2.92
2681,2021-06-22,2021-07-06,0.02,8125,2021,Y,2.262,0.884
2682,2021-05-19,2021-07-06,0.01,5171,2020,Y,0.814,1.229
2683,2021-06-21,2021-07-06,0.01,3204,2021,Y,0.669,1.495
2684,2021-06-22,2021-07-07,0.04,2038,2021,Y,2.893,1.383
2685,2021-06-24,2021-07-07,0.01,0837EA,2022,Y,1.07,0.935
2686,2021-05-11,2021-07-07,0.0023,2054,2020,Y,0.231,0.996
2687,2021-06-22,2021-07-07,0.03,2038,2021,Y,2.893,1.037
2688,2021-06-23,2021-07-07,0.04,4731,2021,Y,3.931,1.018
2689,2021-05-27,2021-07-07,0.055,7374,2020,Y,0.872,6.307
2690,2021-05-21,2021-07-08,0.025,6399,2021,Y,1.039,2.406
2691,2021-06-24,2021-07-08,0.02,8206,2021,Y,0.611,3.273
2692,2021-06-03,2021-07-08,0.03,5797,2020,Y,1.145,2.62
2693,2021-06-21,2021-07-08,0.04,2127,2022,Y,1.831,2.185
2694,2021-06-22,2021-07-08,0.015,6399,2022,Y,1.039,1.444
2695,2021-06-24,2021-07-08,0.05,5283,2021,Y,0.56,8.929
2696,2021-05-19,2021-07-09,0.2,2445,2021,Y,19.038,1.051
2697,2021-05-24,2021-07-09,0.01,9873,2021,Y,0.6,1.667
2698,2021-06-15,2021-07-09,0.008,6963,2021,Y,1.313,0.609
2699,2021-05-19,2021-07-09,0.2,1899,2021,Y,18.393,1.087
2700,2021-06-10,2021-07-09,0.01,7173,2021,Y,2.1,0.476
2701,2021-06-23,2021-07-09,0.028,7087,2021,Y,2.161,1.296
2702,2021-06-28,2021-07-12,0.017,7247,2021,Y,0.338,5.03
2703,2021-06-18,2021-07-14,0.0175,5248,2021,Y,1.387,1.262
2704,2021-05-27,2021-07-14,0.023,6521,2020,Y,1.0,2.3
2705,2021-04-26,2021-07-14,0.08,7178,2020,Y,2.02,3.96
2706,2021-06-18,2021-07-14,0.015,5248,2021,Y,1.387,1.081
2707,2021-06-30,2021-07-14,0.01,7722,2021,Y,0.56,1.786
2708,2021-05-24,2021-07-14,0.015,6599,2020,Y,1.254,1.196
2709,2021-06-29,2021-07-14,0.02,2135,2020,Y,0.589,3.396
2710,2021-06-29,2021-07-14,0.0075,7235,2022,Y,0.85,0.882
2711,2021-06-25,2021-07-14,0.05,7668,2021,Y,1.975,2.532
2712,2021-05-28,2021-07-14,0.0075,5095,2020,Y,0.45,1.667
2713,2021-05-27,2021-07-15,0.03,5032,2021,Y,4.111,0.73
2714,2021-06-30,2021-07-15,0.01,7200,2021,Y,0.519,1.927
2715,2021-05-21,2021-07-15,0.01,5041,2020,Y,0.81,1.235
2716,2021-05-25,2021-07-15,0.07,9296,2021,Y,1.174,5.963
2717,2021-06-11,2021-07-15,0.015,7160,2020,Y,5.3,0.283
2718,2021-06-15,2021-07-15,0.005,7200,2020,Y,0.519,0.963
2719,2021-05-31,2021-07-15,0.02,7091,2020,Y,1.435,1.394
2720,2021-04-27,2021-07-16,0.04,5105,2020,Y,3.054,1.31
2721,2021-07-02,2021-07-16,0.02,2542,2021,Y,2.618,0.764
2722,2021-04-27,2021-07-16,0.015,5533,2020,Y,0.97,1.546
2723,2021-07-02,2021-07-16,0.02,2542,2021,Y,2.618,0.764
2724,2021-04-21,2021-07-21,0.1,5908,2020,Y,2.855,3.503
2725,2021-05-25,2021-07-21,0.1103,9822,2021,Y,1.783,6.186
2726,2021-07-13,2021-07-21,0.0015,03043,2021,Y,0.189,0.794
2727,2021-06-29,2021-07-22,0.01,9873,2020,Y,0.647,1.546
2728,2021-06-24,2021-07-22,0.07,2593,2021,Y,5.015,1.396
2729,2021-05-24,2021-07-22,0.2,5008,2020,Y,4.077,4.906
2730,2021-05-27,2021-07-23,0.005,9571,2020,Y,0.255,1.961
2731,2021-07-09,2021-07-26,0.079,5073,2021,Y,0.67,11.791
2732,2021-07-09,2021-07-26,0.005,4081,2021,Y,0.113,4.425
2733,2021-07-09,2021-07-26,0.1,5012,2021,Y,2.243,4.458
2734,2021-04-28,2021-07-27,0.0015,1481,2020,Y,0.143,1.049
2735,2021-05-20,2021-07-27,0.015,8443,2020,Y,0.9,1.667
2736,2021-07-13,2021-07-27,0.02,1538,2021,Y,0.585,3.419
2737,2021-05-27,2021-07-29,0.01,7034,2021,Y,2.417,0.414
2738,2021-04-27,2021-07-29,0.02,7528,2020,Y,1.628,1.229
2739,2021-07-15,2021-07-30,0.006,9954,2022,Y,0.35,1.714
2740,2021-07-15,2021-08-02,0.03,9334,2021,Y,13.758,0.218
2741,2021-07-05,2021-08-02,0.0075,8419,2021,Y,0.645,1.163
2742,2021-06-29,2021-08-02,0.005,0211,2020,Y,0.467,1.071
2743,2021-05-25,2021-08-03,0.008,0186,2021,Y,0.578,1.384
2744,2021-07-21,2021-08-03,0.024,5106,2021,Y,1.796,1.336
2745,2021-07-22,2021-08-04,0.0432,5110,2021,Y,1.038,4.162
2746,2021-03-25,2021-08-04,0.02,7293,2021,Y,2.254,0.887
2747,2021-07-23,2021-08-05,0.24,4162,2021,Y,12.774,1.879
2748,2021-07-16,2021-08-05,0.0053,5301,2021,Y,1.538,0.345
2749,2021-07-21,2021-08-05,0.012,6009,2021,Y,0.791,1.517
2750,2021-07-26,2021-08-06,0.0135,5227,2021,Y,1.552,0.87
2751,2021-07-22,2021-08-06,0.0168,0237,2021,Y,0.586,2.867
2752,2021-07-22,2021-08-06,0.017,0138,2020,Y,0.78,2.179
2753,2021-07-14,2021-08-09,0.03,5131,2021,Y,1.686,1.779
2754,2021-06-29,2021-08-09,0.002,0050,2021,Y,0.29,0.69
2755,2021-07-27,2021-08-11,0.022,5130,2021,Y,1.332,1.652
2756,2021-04-16,2021-08-12,0.02,6718,2021,Y,1.155,1.732
2757,2021-04-16,2021-08-12,0.03,5027,2021,Y,1.245,2.41
2758,2021-06-24,2021-08-12,0.0064,0039,2020,Y,0.203,3.153
2759,2021-07-27,2021-08-12,0.12,7153,2021,Y,2.819,4.257
2760,2021-07-29,2021-08-13,0.021,5280,2021,Y,0.783,2.682
2761,2021-07-30,2021-08-13,0.0235,5109,2021,Y,0.843,2.788
2762,2021-07-30,2021-08-16,0.085,5246,2021,Y,4.022,2.113
2763,2021-06-29,2021-08-16,0.08,7229,2020,Y,1.53,5.229
2764,2021-06-29,2021-08-16,0.075,3107,2021,Y,1.81,4.144
2765,2021-07-30,2021-08-16,0.02,5005,2021,Y,4.215,0.474
2766,2021-07-30,2021-08-17,0.11,1929,2021,Y,6.776,1.623
2767,2021-08-02,2021-08-17,0.002,03011,2022,Y,0.213,0.939
2768,2021-07-28,2021-08-17,0.24,1818,2021,Y,6.995,3.431
2769,2021-07-30,2021-08-17,0.08,1929,2021,Y,6.776,1.181
2770,2021-08-03,2021-08-17,0.0086,5180,2021,Y,0.584,1.473
2771,2021-07-29,2021-08-18,0.0015,0205,2021,Y,0.41,0.366
2772,2021-08-05,2021-08-19,0.0183,5212,2021,Y,1.283,1.426
2773,2021-07-30,2021-08-19,0.015,0128,2021,Y,3.153,0.476
2774,2021-08-05,2021-08-20,0.29,8621,2021,Y,13.095,2.215
2775,2021-08-05,2021-08-20,0.0343,5123,2021,Y,0.804,4.266
2776,2021-08-06,2021-08-20,0.0116,5111,2021,Y,0.579,2.003
2777,2021-07-16,2021-08-25,0.036,6947,2021,Y,4.153,0.867
2778,2021-05-17,2021-08-26,0.0145,5789,2020,Y,0.426,3.404
2779,2021-08-05,2021-08-26,0.006,5296,2021,Y,2.411,0.249
2780,2021-03-23,2021-08-26,0.06,6149,2020,Y,1.337,4.488
2781,2021-07-19,2021-08-27,0.01,5125,2021,Y,0.483,2.07
2782,2021-08-03,2021-08-27,0.02,7233,2021,Y,4.155,0.481
2783,2021-08-13,2021-08-27,0.07,3816,2021,Y,6.614,1.058
2784,2021-06-30,2021-08-27,0.09,6491,2021,Y,1.912,4.707
2785,2021-06-30,2021-08-27,0.03,6491,2021,Y,1.912,1.569
2786,2021-08-13,2021-08-30,0.02,0163,2021,Y,1.72,1.163
2787,2021-07-23,2021-08-30,0.01,8397,2021,Y,0.85,1.176
2788,2021-08-17,2021-08-30,0.005,7148,2021,Y,1.846,0.271
2789,2021-08-18,2021-09-01,0.2,8044,2022,Y,0.77,25.974
2790,2021-08-17,2021-09-01,0.0099,5235SS,2021,Y,6.429,0.154
2791,2021-08-17,2021-09-01,0.0601,5235SS,2021,Y,6.429,0.935
2792,2021-07-30,2021-09-02,0.04,6012,2021,Y,4.267,0.937
2793,2021-08-18,2021-09-02,0.01,7133,2021,Y,1.196,0.836
2794,2021-07-29,2021-09-02,0.05,5134,2021,Y,3.62,1.381
2795,2021-08-19,2021-09-03,0.025,7090,2021,Y,2.923,0.855
2796,2021-08-26,2021-09-03,0.0025,03016,2022,Y,0.096,2.604
2797,2021-08-26,2021-09-03,0.01,03031,2021,Y,0.206,4.854
2798,2021-08-20,2021-09-06,0.0045,3913,2021,Y,0.194,2.32
2799,2021-08-23,2021-09-06,0.005,5291,2021,Y,0.56,0.893
2800,2021-08-17,2021-09-06,0.03,7179,2021,Y,1.468,2.044
2801,2021-08-23,2021-09-06,0.1,5681,2021,Y,19.033,0.525
2802,2021-08-23,2021-09-06,0.0025,0040,2021,Y,0.408,0.613
2803,2021-08-20,2021-09-07,0.015,7081,2021,Y,0.792,1.894
2804,2021-08-23,2021-09-07,0.16,6033,2021,Y,16.04,0.998
2805,2021-08-19,2021-09-07,0.007,0198,2021,Y,0.496,1.411
2806,2021-08-23,2021-09-07,0.0165,8524,2021,Y,0.762,2.165
2807,2021-08-23,2021-09-07,0.014,7231,2021,Y,0.933,1.501
2808,2021-08-24,2021-09-08,0.015,5138,2021,Y,1.922,0.78
2809,2021-08-23,2021-09-08,0.01,5151,2021,Y,1.242,0.805
2810,2021-08-18,2021-09-08,0.01,5196,2021,Y,0.398,2.513
2811,2021-08-06,2021-09-08,0.025,0166,2021,Y,3.363,0.743
2812,2021-08-20,2021-09-08,0.01,5088,2021,Y,0.802,1.247
2813,2021-05-28,2021-09-08,1.48,3719,2021,Y,29.432,5.029
