,div_announced_year,div_ex_date,div_dividend(RM),div_stock_code,div_year,div_status,stock_close,dividend_y_%
818,2019-02-21,2019-04-01,0.015,5273,2018,Y,0.25,6.0
819,2019-02-26,2019-04-01,0.04,7202,2018,Y,0.497,8.048
820,2019-02-21,2019-04-03,0.1,9172,2018,Y,1.432,6.983
821,2019-03-13,2019-04-05,0.045,5248,2019,Y,2.028,2.219
822,2019-03-25,2019-04-05,0.035,3204,2019,Y,1.025,3.415
823,2019-03-26,2019-04-08,0.02,7033,2019,Y,0.397,5.038
824,2019-01-29,2019-04-08,0.005,7174,2018,Y,0.585,0.855
825,2019-03-26,2019-04-08,0.015,6399,2019,Y,1.241,1.209
826,2019-03-26,2019-04-09,0.011,6483,2018,Y,0.44,2.5
827,2019-03-14,2019-04-09,0.01,5196,2019,Y,0.313,3.195
828,2019-02-22,2019-04-09,0.005,8125,2018,Y,1.761,0.284
829,2019-03-26,2019-04-09,0.0025,7247,2019,Y,0.137,1.825
830,2019-03-18,2019-04-10,0.035,1562,2019,Y,2.182,1.604
831,2019-03-26,2019-04-10,0.01,6963,2019,Y,0.511,1.957
832,2019-02-20,2019-04-11,0.025,7252,2018,Y,1.112,2.248
833,2019-03-19,2019-04-12,0.03,7152,2019,Y,0.35,8.571
834,2019-02-25,2019-04-16,0.018,7140,2019,Y,0.525,3.429
835,2019-02-25,2019-04-16,0.08,1368,2018,Y,2.563,3.121
836,2019-03-14,2019-04-16,0.005,7579,2019,Y,0.693,0.722
837,2019-02-25,2019-04-16,0.01,7050,2018,Y,0.212,4.717
838,2019-04-01,2019-04-17,0.04,7129,2019,Y,2.433,1.644
839,2019-02-27,2019-04-17,0.03,7006,2019,Y,3.495,0.858
840,2019-04-04,2019-04-18,0.045,6888,2018,Y,3.802,1.184
841,2019-03-27,2019-04-18,0.02,7029,2019,Y,0.675,2.963
842,2019-02-21,2019-04-22,0.02,4197,2019,Y,2.148,0.931
843,2019-02-25,2019-04-23,0.0125,5143,2018,Y,0.454,2.753
844,2019-04-08,2019-04-24,0.0107,2607,2018,Y,0.622,1.72
845,2019-02-26,2019-04-24,0.045,5007,2019,Y,1.572,2.863
846,2019-03-18,2019-04-24,0.01,5272,2018,Y,1.074,0.931
847,2019-04-12,2019-04-24,0.025,5271,2019,Y,0.223,11.211
848,2019-03-29,2019-04-24,0.015,5084,2018,Y,0.629,2.385
849,2019-02-25,2019-04-25,0.9,2089,2018,Y,11.328,7.945
850,2019-02-28,2019-04-25,0.012,8524,2018,Y,0.72,1.667
851,2019-02-25,2019-04-25,0.2,2089,2018,Y,11.328,1.766
852,2019-04-15,2019-04-26,0.025,4588,2018,Y,5.183,0.482
853,2019-04-15,2019-04-26,0.05,3948,2019,Y,0.454,11.013
854,2019-04-29,2019-05-03,0.0151,5280,2019,Y,0.659,2.291
855,2019-04-29,2019-05-03,0.004,0196,2019,Y,0.238,1.681
856,2019-04-29,2019-05-03,0.0125,6009,2019,Y,0.745,1.678
857,2019-04-29,2019-05-06,0.03,5053,2018,Y,0.796,3.769
858,2019-04-29,2019-05-06,0.014,0138,2018,Y,0.665,2.105
859,2019-05-03,2019-05-07,0.015,8982,2018,Y,0.566,2.65
860,2019-04-29,2019-05-07,0.06,6556,2018,Y,1.59,3.774
861,2019-04-29,2019-05-07,0.13,1066,2018,Y,4.721,2.754
862,2019-04-29,2019-05-07,0.32,1155,2018,Y,7.056,4.535
863,2019-04-29,2019-05-08,1.4,4707,2018,Y,138.235,1.013
864,2019-04-29,2019-05-08,0.008,0191,2018,Y,0.26,3.077
865,2019-04-29,2019-05-08,0.024,5227,2019,Y,1.587,1.512
866,2019-04-29,2019-05-08,0.03,8613,2019,Y,1.341,2.237
867,2019-04-29,2019-05-09,0.024,5250,2018,Y,1.393,1.723
868,2019-04-29,2019-05-09,0.0025,7117,2018,Y,0.416,0.601
869,2019-04-29,2019-05-09,0.017,5285,2018,Y,4.573,0.372
870,2019-04-29,2019-05-09,0.035,5264,2018,Y,0.655,5.344
871,2019-04-29,2019-05-09,0.03,5005,2018,Y,1.273,2.357
872,2019-04-29,2019-05-09,0.005,5216,2019,Y,0.215,2.326
873,2019-04-29,2019-05-09,0.0213,5120,2019,Y,0.406,5.246
874,2019-04-29,2019-05-10,0.01,4944,2019,Y,-0.534,-1.873
875,2019-04-29,2019-05-10,0.5,3026,2019,Y,60.247,0.83
876,2019-04-29,2019-05-13,0.02,7088,2018,Y,1.224,1.634
877,2019-04-29,2019-05-13,0.0235,5106,2019,Y,1.457,1.613
878,2019-04-30,2019-05-14,0.01,0120,2018,Y,0.363,2.755
879,2019-05-03,2019-05-14,0.008,5022,2019,Y,0.304,2.632
880,2019-04-29,2019-05-14,0.008,0151,2018,Y,0.596,1.342
881,2019-04-29,2019-05-14,0.326,5843,2019,Y,0.946,34.461
882,2019-04-29,2019-05-14,0.074,2852,2018,Y,3.031,2.441
883,2019-04-29,2019-05-14,0.02,5131,2019,Y,1.107,1.807
884,2019-04-30,2019-05-15,0.025,5140,2019,Y,1.273,1.964
885,2019-04-29,2019-05-15,0.01,7230,2018,Y,0.447,2.237
886,2019-04-29,2019-05-15,0.17,5284,2018,Y,2.422,7.019
887,2019-04-29,2019-05-16,0.093,2836,2018,Y,21.89,0.425
888,2019-04-29,2019-05-16,0.05,2305,2018,Y,4.465,1.12
889,2019-05-02,2019-05-16,0.0012,03023,2019,Y,0.351,0.342
890,2019-04-29,2019-05-16,0.224,2836,2018,Y,21.89,1.023
891,2019-05-02,2019-05-16,0.0258,5176,2019,Y,1.677,1.538
892,2019-04-29,2019-05-16,0.015,0157,2019,Y,0.181,8.287
893,2019-05-02,2019-05-16,0.09,5014,2018,Y,6.909,1.303
894,2019-04-29,2019-05-17,0.01,0008,2018,Y,0.409,2.445
895,2019-05-09,2019-05-17,0.0042,03018,2019,Y,0.587,0.716
896,2019-04-29,2019-05-21,0.27,3689,2019,Y,30.61,0.882
897,2019-04-29,2019-05-23,0.2,4065,2018,Y,17.382,1.151
898,2019-05-07,2019-05-23,0.0252,5235SS,2019,Y,6.627,0.38
899,2019-05-07,2019-05-23,0.0628,5235SS,2019,Y,6.627,0.948
900,2019-04-29,2019-05-24,0.025,5162,2018,Y,0.44,5.682
901,2019-05-09,2019-05-24,0.005,8605,2019,Y,0.399,1.253
902,2019-04-29,2019-05-27,0.03,5230,2018,Y,0.66,4.545
903,2019-04-29,2019-05-27,0.005,5192,2018,Y,0.33,1.515
904,2019-04-29,2019-05-28,0.01,9059,2019,Y,0.803,1.245
905,2019-05-10,2019-05-28,0.015,5026,2018,Y,0.555,2.703
906,2019-05-06,2019-05-28,0.01,9059,2018,Y,0.803,1.245
907,2019-05-08,2019-05-30,0.04,7203,2018,Y,0.995,4.02
908,2019-04-29,2019-05-30,0.005,0001,2018,Y,0.909,0.55
909,2019-04-29,2019-05-30,0.01,0001,2018,Y,0.909,1.1
910,2019-04-29,2019-05-30,0.0125,7035,2018,Y,0.51,2.451
911,2019-04-29,2019-05-30,0.039,5184,2018,Y,1.56,2.5
912,2019-04-29,2019-05-30,0.026,7095,2018,Y,1.226,2.121
913,2019-04-29,2019-05-30,0.024,7095,2018,Y,1.226,1.958
914,2019-05-14,2019-05-30,0.039,5184,2018,Y,1.56,2.5
915,2019-04-29,2019-05-30,0.05,6012,2019,Y,4.941,1.012
916,2019-04-29,2019-05-30,0.005,5218,2019,Y,0.3,1.667
917,2019-04-29,2019-05-31,0.12,5010,2018,Y,2.504,4.792
918,2019-04-29,2019-05-31,0.07,7090,2018,Y,1.914,3.657
919,2019-04-29,2019-05-31,0.02,7854,2018,Y,0.576,3.472
920,2019-04-29,2019-05-31,0.043,6947,2019,Y,4.368,0.984
921,2019-05-16,2019-06-03,0.06,7081,2019,Y,0.425,14.118
922,2019-05-17,2019-06-03,0.005,7204,2019,Y,0.605,0.826
923,2019-04-29,2019-06-03,0.03,7153,2018,Y,1.616,1.856
924,2019-04-29,2019-06-04,0.08,7374,2018,Y,1.145,6.987
925,2019-05-17,2019-06-04,0.02,2542,2019,Y,2.493,0.802
926,2019-04-29,2019-06-04,0.035,7103,2018,Y,2.15,1.628
927,2019-04-29,2019-06-04,0.02,4405,2018,Y,1.395,1.434
928,2019-04-29,2019-06-04,0.02,0176,2018,Y,0.53,3.774
929,2019-04-29,2019-06-04,0.03,5016,2019,Y,2.15,1.395
930,2019-05-23,2019-06-07,0.01,0099,2019,Y,0.657,1.522
931,2019-04-29,2019-06-07,0.005,0084,2018,Y,1.563,0.32
932,2019-04-29,2019-06-07,0.01,5276,2018,Y,0.483,2.07
933,2019-05-17,2019-06-07,0.01,0108,2019,Y,0.68,1.471
934,2019-04-29,2019-06-07,0.045,5209,2018,Y,2.358,1.908
935,2019-05-23,2019-06-10,0.0193,5121,2019,Y,0.853,2.263
936,2019-04-29,2019-06-10,0.04,9466,2018,Y,1.1,3.636
937,2019-05-24,2019-06-10,0.07,3816,2019,Y,6.056,1.156
938,2019-05-23,2019-06-10,0.01,5254,2019,Y,0.576,1.736
939,2019-04-29,2019-06-10,0.01,5147,2018,Y,0.246,4.065
940,2019-04-29,2019-06-11,0.02,7161,2018,Y,1.122,1.783
941,2019-04-29,2019-06-11,0.07,5015,2018,Y,2.372,2.951
942,2019-05-03,2019-06-11,0.01,7248,2019,Y,1.045,0.957
943,2019-05-07,2019-06-11,0.019,5168,2019,Y,4.322,0.44
944,2019-05-24,2019-06-12,0.08,9598,2019,Y,2.179,3.671
945,2019-04-29,2019-06-12,0.02,5167,2018,Y,0.608,3.289
946,2019-04-29,2019-06-12,0.02,5916,2018,Y,0.885,2.26
947,2019-05-24,2019-06-12,0.014,7231,2019,Y,1.021,1.371
948,2019-05-23,2019-06-12,0.035,7089,2019,Y,0.824,4.248
949,2019-04-29,2019-06-12,0.01,0023,2018,Y,0.348,2.874
950,2019-05-24,2019-06-12,0.17,3867,2019,Y,8.473,2.006
951,2019-05-28,2019-06-13,0.3,4162,2019,Y,21.698,1.383
952,2019-05-27,2019-06-13,0.006,0183,2019,Y,0.302,1.987
953,2019-05-27,2019-06-13,0.0125,8869,2019,Y,2.117,0.59
954,2019-04-29,2019-06-13,0.04,6599,2018,Y,1.459,2.742
955,2019-05-28,2019-06-13,0.025,7052,2019,Y,3.423,0.73
956,2019-05-14,2019-06-13,0.015,7277,2019,Y,3.135,0.478
957,2019-05-28,2019-06-13,0.15,5681,2019,Y,23.38,0.642
958,2019-05-28,2019-06-13,0.008,0011,2018,Y,0.204,3.922
959,2019-05-28,2019-06-13,0.003,0112,2019,Y,0.223,1.345
960,2019-05-28,2019-06-13,0.29,1082,2019,Y,17.241,1.682
961,2019-05-28,2019-06-13,0.015,7052,2019,Y,3.423,0.438
962,2019-05-23,2019-06-13,0.01,0166,2019,Y,1.414,0.707
963,2019-05-28,2019-06-13,0.015,5102,2019,Y,1.748,0.858
964,2019-04-29,2019-06-13,0.005,0197,2018,Y,0.302,1.656
965,2019-04-29,2019-06-13,0.06,5983,2018,Y,2.343,2.561
966,2019-04-29,2019-06-13,0.0075,5056,2018,Y,0.707,1.061
967,2019-04-29,2019-06-14,0.12,5517,2018,Y,5.404,2.221
968,2019-05-24,2019-06-14,0.015,5127,2019,Y,0.671,2.235
969,2019-05-29,2019-06-14,0.023,5279,2019,Y,1.835,1.253
970,2019-05-29,2019-06-14,0.1,5436,2019,Y,3.824,2.615
971,2019-05-28,2019-06-14,0.35,3301,2019,Y,9.203,3.803
972,2019-05-29,2019-06-17,0.025,5152,2019,Y,0.645,3.876
973,2019-05-31,2019-06-17,0.15,3034,2019,Y,8.497,1.765
974,2019-05-29,2019-06-17,0.082,2488,2019,Y,3.27,2.508
975,2019-05-29,2019-06-17,0.0118,5269,2019,Y,0.806,1.464
976,2019-05-29,2019-06-17,0.02,5088,2019,Y,0.891,2.245
977,2019-05-29,2019-06-17,0.03,2038,2019,Y,3.101,0.967
978,2019-05-23,2019-06-17,0.014,5257,2019,Y,0.67,2.09
979,2019-05-31,2019-06-17,0.0191,5109,2019,Y,1.138,1.678
980,2019-04-29,2019-06-17,0.2,3042,2018,Y,5.837,3.426
981,2019-05-09,2019-06-17,0.03,7252,2019,Y,1.035,2.899
982,2019-05-30,2019-06-17,0.007,7107,2019,Y,0.695,1.007
983,2019-05-31,2019-06-17,0.005,0127,2019,Y,1.167,0.428
984,2019-05-23,2019-06-17,0.01,5286,2019,Y,1.056,0.947
985,2019-05-29,2019-06-17,0.0191,5116,2019,Y,1.18,1.619
986,2019-05-28,2019-06-18,0.006,5070,2019,Y,0.261,2.299
987,2019-05-27,2019-06-18,0.01,0090,2019,Y,0.737,1.357
988,2019-05-29,2019-06-18,0.05,6351,2019,Y,5.275,0.948
989,2019-05-28,2019-06-18,0.04,3859,2019,Y,2.221,1.801
990,2019-05-31,2019-06-18,0.005,5878,2019,Y,0.917,0.545
991,2019-05-28,2019-06-18,0.16,6033,2019,Y,15.227,1.051
992,2019-05-30,2019-06-18,0.029,7237,2019,Y,1.363,2.128
993,2019-04-30,2019-06-19,0.0075,0192,2018,Y,0.254,2.953
994,2019-04-29,2019-06-19,0.01,8311,2018,Y,0.215,4.651
995,2019-05-28,2019-06-19,0.0041,5090,2019,Y,0.157,2.611
996,2019-04-29,2019-06-19,0.0035,7201,2018,Y,0.122,2.869
997,2019-04-29,2019-06-19,0.06,1724,2018,Y,0.913,6.572
998,2019-05-29,2019-06-19,0.01,7022,2019,Y,1.466,0.682
999,2019-05-29,2019-06-19,0.01,7022,2019,Y,1.466,0.682
1000,2019-04-29,2019-06-19,0.07,7060,2018,Y,2.437,2.872
1001,2019-04-29,2019-06-19,0.07,1058,2018,Y,2.425,2.887
1002,2019-05-31,2019-06-20,0.03,5236,2019,Y,1.033,2.904
1003,2019-06-03,2019-06-20,0.015,7167,2019,Y,1.226,1.223
1004,2019-05-31,2019-06-20,0.0025,5236,2019,Y,1.033,0.242
1005,2019-05-29,2019-06-20,0.02,5100,2019,Y,0.589,3.396
1006,2019-04-29,2019-06-20,0.02,3069,2018,Y,1.66,1.205
1007,2019-06-11,2019-06-24,0.05,1171,2018,Y,0.797,6.274
1008,2019-04-29,2019-06-24,0.014,5095,2018,Y,0.531,2.637
1009,2019-06-12,2019-06-25,0.15,1015,2019,Y,4.024,3.728
1010,2019-06-12,2019-06-25,0.0685,0822EA,2019,Y,1.94,3.531
1011,2019-04-29,2019-06-26,0.02,5029,2018,Y,2.401,0.833
1012,2019-04-29,2019-06-26,0.023,7091,2018,Y,0.988,2.328
1013,2019-06-13,2019-06-26,0.04,7148,2018,Y,0.935,4.278
1014,2019-04-29,2019-06-27,0.2,4006,2018,Y,5.588,3.579
1015,2019-04-29,2019-06-27,0.08,4006,2018,Y,5.588,1.432
1016,2019-04-29,2019-06-27,0.04,0097,2018,Y,3.445,1.161
1017,2019-04-29,2019-06-27,0.05,4715,2018,Y,2.677,1.868
1018,2019-04-29,2019-06-27,0.06,3182,2018,Y,6.012,0.998
1019,2019-05-29,2019-06-27,0.02,3336,2019,Y,2.005,0.998
1020,2019-04-29,2019-06-27,0.07,7100,2018,Y,2.304,3.038
1021,2019-04-29,2019-06-27,0.002,0187,2018,Y,0.175,1.143
1022,2019-04-29,2019-06-27,0.06,6149,2018,Y,1.469,4.084
1023,2019-04-29,2019-06-27,0.03,5225,2018,Y,5.658,0.53
1024,2019-04-29,2019-06-27,0.04,5094,2018,Y,0.837,4.779
1025,2019-06-20,2019-06-27,0.0055,03005,2019,Y,0.235,2.34
1026,2019-06-17,2019-06-27,0.025,2135,2018,Y,0.393,6.361
1027,2019-04-30,2019-06-27,0.05,5126,2018,Y,1.492,3.351
1028,2019-04-29,2019-06-27,0.003,3514,2018,Y,0.097,3.093
1029,2019-05-28,2019-06-27,0.01,7210,2019,Y,0.25,4.0
1030,2019-04-30,2019-06-27,0.019,5054,2018,Y,0.589,3.226
1031,2019-04-29,2019-06-27,0.0825,2291,2018,Y,9.293,0.888
1032,2019-04-29,2019-06-27,0.085,7178,2018,Y,2.417,3.517
1033,2019-04-29,2019-06-27,0.015,5232,2018,Y,0.412,3.641
1034,2019-04-29,2019-06-27,0.02,9148,2018,Y,1.89,1.058
1035,2019-04-29,2019-06-27,0.06,3476,2018,Y,4.556,1.317
1036,2019-04-29,2019-06-27,0.2,5008,2018,Y,3.14,6.369
1037,2019-04-29,2019-06-27,0.0425,5843,2018,Y,0.859,4.948
1038,2019-05-27,2019-06-27,0.0025,0040,2019,Y,0.193,1.295
1039,2019-06-14,2019-06-28,0.015,4243,2018,Y,0.506,2.964
1040,2019-04-29,2019-06-28,0.045,3883,2018,Y,1.627,2.766
1041,2019-05-08,2019-06-28,0.0028,03017,2018,Y,0.309,0.906
1042,2019-04-29,2019-07-01,0.1,5908,2018,Y,2.468,4.052
1043,2019-06-17,2019-07-01,0.14,5200,2018,Y,1.94,7.216
1044,2019-04-29,2019-07-01,0.025,5065,2018,Y,0.929,2.691
1045,2019-06-18,2019-07-02,0.035,7113,2019,Y,1.405,2.491
1046,2019-06-19,2019-07-02,0.037,5171,2018,Y,1.313,2.818
1047,2019-04-29,2019-07-02,0.02,5278,2018,Y,0.725,2.759
1048,2019-04-29,2019-07-03,0.2235,5139,2019,Y,15.181,1.472
1049,2019-06-20,2019-07-04,0.011,0039,2018,Y,0.438,2.511
1050,2019-04-29,2019-07-04,0.0127,5649,2018,Y,0.23,5.522
1051,2019-04-29,2019-07-04,0.54,3255,2018,Y,19.631,2.751
1052,2019-04-29,2019-07-04,0.0175,5041,2018,Y,1.03,1.699
1053,2019-04-29,2019-07-04,0.08,7757,2018,Y,2.06,3.883
1054,2019-04-29,2019-07-04,0.005,0056,2018,Y,0.227,2.203
1055,2019-04-29,2019-07-04,0.03,7089,2018,Y,0.816,3.676
1056,2019-04-29,2019-07-05,0.04,0058,2018,Y,1.396,2.865
1057,2019-04-29,2019-07-05,0.07,9199,2018,Y,2.56,2.734
1058,2019-05-30,2019-07-08,0.025,5159,2019,Y,0.913,2.738
1059,2019-06-25,2019-07-09,0.0075,7235,2020,Y,0.885,0.847
1060,2019-06-12,2019-07-09,0.07,5248,2019,Y,2.264,3.092
1061,2019-04-29,2019-07-09,0.005,4456,2018,Y,0.269,1.859
1062,2019-06-25,2019-07-09,0.02,6399,2020,Y,1.131,1.768
1063,2019-06-12,2019-07-09,0.035,5248,2019,Y,2.264,1.546
1064,2019-05-28,2019-07-10,0.017,0158,2019,Y,0.464,3.664
1065,2019-06-13,2019-07-10,0.01,5196,2019,Y,0.306,3.268
1066,2019-06-27,2019-07-11,0.0025,7247,2019,Y,0.112,2.232
1067,2019-04-30,2019-07-11,0.045,8591,2018,Y,1.02,4.412
1068,2019-05-17,2019-07-11,0.05,5135,2019,Y,1.395,3.584
1069,2019-04-29,2019-07-11,0.005,9873,2018,Y,0.297,1.684
1070,2019-05-15,2019-07-12,0.15,2445,2019,Y,22.236,0.675
1071,2019-04-29,2019-07-12,0.025,6521,2018,Y,1.183,2.113
1072,2019-05-31,2019-07-12,0.1743,9822,2019,Y,1.974,8.83
1073,2019-05-31,2019-07-12,0.1162,9822,2019,Y,1.974,5.887
1074,2019-04-29,2019-07-12,0.015,7323,2018,Y,0.63,2.381
1075,2019-06-25,2019-07-15,0.008,6963,2019,Y,0.566,1.413
1076,2019-06-28,2019-07-15,0.002,03006,2018,Y,0.344,0.581
1077,2019-06-26,2019-07-15,0.1,4731,2019,Y,2.653,3.769
1078,2019-04-29,2019-07-15,0.04,5105,2018,Y,3.147,1.271
1079,2019-07-01,2019-07-15,0.01,6203,2019,Y,0.335,2.985
1080,2019-05-15,2019-07-16,0.15,1899,2019,Y,14.906,1.006
1081,2019-04-29,2019-07-16,0.135,7229,2018,Y,1.733,7.79
1082,2019-04-29,2019-07-16,0.075,5703,2018,Y,2.672,2.807
1083,2019-05-16,2019-07-17,0.215,2836,2019,Y,22.411,0.959
1084,2019-07-03,2019-07-17,0.02,5130,2019,Y,0.927,2.157
1085,2019-04-30,2019-07-17,0.015,9571,2018,Y,0.348,4.31
1086,2019-06-27,2019-07-18,0.06,5398,2019,Y,3.251,1.846
1087,2019-06-18,2019-07-18,0.045,1562,2019,Y,2.348,1.917
1088,2019-05-28,2019-07-18,0.04,5032,2019,Y,4.008,0.998
1089,2019-06-21,2019-07-19,0.01,5147,2019,Y,0.253,3.953
1090,2019-07-08,2019-07-22,0.005,7228,2019,Y,0.493,1.014
1091,2019-04-29,2019-07-22,0.005,7249,2018,Y,0.52,0.962
1092,2019-07-09,2019-07-23,0.06,1198,2019,Y,0.88,6.818
1093,2019-04-29,2019-07-24,0.0175,8443,2018,Y,0.471,3.715
1094,2019-07-10,2019-07-24,0.01,5272,2019,Y,1.199,0.834
1095,2019-05-30,2019-07-24,0.011,7016,2018,Y,0.366,3.005
1096,2019-05-09,2019-07-25,0.03,7811,2019,Y,0.643,4.666
1097,2019-05-30,2019-07-25,0.005,0138,2019,Y,0.787,0.635
1098,2019-07-17,2019-07-25,0.0007,03019,2019,Y,0.16,0.437
1099,2019-07-17,2019-07-25,0.0017,03019,2018,Y,0.16,1.062
1100,2019-04-29,2019-07-25,0.0025,1481,2018,Y,0.129,1.938
1101,2019-04-29,2019-07-25,0.01,6262,2018,Y,0.512,1.953
1102,2019-06-26,2019-07-26,0.06,2593,2019,Y,4.825,1.244
1103,2019-05-30,2019-07-26,0.001,6769,2019,Y,0.08,1.25
1104,2019-07-10,2019-07-26,0.0125,6009,2019,Y,0.743,1.682
1105,2019-07-04,2019-07-29,0.02,7088,2019,Y,1.241,1.612
1106,2019-07-10,2019-07-29,0.012,8524,2019,Y,0.688,1.744
1107,2019-07-03,2019-07-29,0.9,5099,2019,Y,1.13,79.646
1108,2019-07-15,2019-07-29,0.27,8621,2019,Y,13.601,1.985
1109,2019-07-12,2019-07-29,0.05,7048,2020,Y,3.848,1.299
1110,2019-07-03,2019-07-29,0.0175,1651,2018,Y,0.829,2.111
1111,2019-07-03,2019-07-29,0.03,7528,2018,Y,1.602,1.873
1112,2019-07-04,2019-07-29,0.01,5197,2019,Y,0.423,2.364
1113,2019-07-03,2019-07-29,0.03,7149,2018,Y,0.631,4.754
1114,2019-07-09,2019-07-29,0.007,0037,2018,Y,0.188,3.723
1115,2019-04-29,2019-07-31,0.0048,5101,2018,Y,0.291,1.649
1116,2019-07-17,2019-08-01,0.01,5275,2019,Y,1.45,0.69
1117,2019-07-18,2019-08-02,0.03,9334,2019,Y,7.133,0.421
1118,2019-07-18,2019-08-05,0.16,5136,2020,Y,0.573,27.923
1119,2019-07-23,2019-08-06,0.0226,5227,2019,Y,1.726,1.309
1120,2019-07-23,2019-08-06,0.0424,5110,2019,Y,1.05,4.038
1121,2019-04-29,2019-08-07,0.08,7034,2018,Y,1.125,7.111
1122,2019-04-29,2019-08-07,0.05,5797,2018,Y,0.925,5.405
1123,2019-04-29,2019-08-07,0.02,7293,2019,Y,3.276,0.611
1124,2019-07-24,2019-08-07,0.0236,5106,2019,Y,1.552,1.521
1125,2019-04-29,2019-08-08,0.03,6718,2019,Y,1.038,2.89
1126,2019-06-27,2019-08-08,0.01,5125,2019,Y,0.411,2.433
1127,2019-07-25,2019-08-08,0.0322,5180,2019,Y,0.899,3.582
1128,2019-04-29,2019-08-08,0.03,5027,2019,Y,0.91,3.297
1129,2019-07-25,2019-08-08,0.26,4162,2019,Y,17.03,1.527
1130,2019-07-25,2019-08-08,0.044,5212,2019,Y,1.671,2.633
1131,2019-07-26,2019-08-09,0.005,5216,2019,Y,0.385,1.299
1132,2019-07-25,2019-08-09,0.0393,5111,2019,Y,0.794,4.95
1133,2019-07-26,2019-08-09,0.0152,5280,2019,Y,0.644,2.36
1134,2019-07-26,2019-08-13,0.0674,5246,2019,Y,3.518,1.916
1135,2019-07-31,2019-08-14,0.021,5109,2019,Y,1.165,1.803
1136,2019-08-06,2019-08-14,0.001,03024,2019,Y,0.282,0.355
1137,2019-06-11,2019-08-15,0.035,5228,2019,Y,1.402,2.496
1138,2019-07-17,2019-08-15,0.02,5131,2019,Y,1.215,1.646
1139,2019-07-31,2019-08-16,0.02,1929,2019,Y,5.912,0.338
1140,2019-07-31,2019-08-16,0.08,1929,2019,Y,5.912,1.353
1141,2019-08-01,2019-08-16,0.104,1818,2019,Y,5.328,1.952
1142,2019-08-05,2019-08-20,0.01,9741,2018,Y,0.538,1.859
1143,2019-08-06,2019-08-22,0.02,5005,2019,Y,0.979,2.043
1144,2019-08-07,2019-08-22,0.0343,5123,2019,Y,0.829,4.138
1145,2019-07-25,2019-08-22,0.029,5191,2018,Y,0.63,4.603
1146,2019-07-18,2019-08-22,0.02,0168,2019,Y,0.584,3.425
1147,2019-08-08,2019-08-23,0.0228,5176,2019,Y,1.697,1.344
1148,2019-08-14,2019-08-27,0.07,3816,2019,Y,6.08,1.151
1149,2019-08-13,2019-08-27,0.01,0157,2019,Y,0.257,3.891
1150,2019-08-13,2019-08-27,0.11,5183,2019,Y,6.07,1.812
1151,2019-08-09,2019-08-27,0.0175,4251,2018,Y,0.318,5.503
1152,2019-06-20,2019-08-28,0.005,7050,2019,Y,0.2,2.5
1153,2019-07-25,2019-08-28,0.01,7803,2019,Y,0.162,6.173
1154,2019-08-14,2019-08-28,0.33,1295,2019,Y,3.622,9.111
1155,2019-08-14,2019-08-28,0.012,3662,2019,Y,0.522,2.299
1156,2019-08-21,2019-08-28,0.01,03008,2019,Y,0.409,2.445
1157,2019-07-08,2019-08-29,0.02,5160,2019,Y,0.466,4.292
1158,2019-08-15,2019-08-29,0.006,0089,2019,Y,0.394,1.523
1159,2019-07-02,2019-08-29,0.002,0050,2019,Y,0.162,1.235
1160,2019-08-07,2019-08-29,0.02,7233,2019,Y,1.037,1.929
1161,2019-08-02,2019-08-29,0.05,6012,2019,Y,4.835,1.034
1162,2019-07-25,2019-08-29,0.05,9296,2019,Y,0.589,8.489
1163,2019-04-29,2019-08-29,0.018,5789,2018,Y,0.477,3.774
1164,2019-07-26,2019-08-29,0.02,2224,2019,Y,0.67,2.985
1165,2019-07-12,2019-08-30,0.05,6947,2019,Y,4.456,1.122
1166,2019-07-25,2019-08-30,0.47,2658,2019,Y,16.169,2.907
1167,2019-08-19,2019-09-03,0.015,5102,2019,Y,1.874,0.8
1168,2019-07-31,2019-09-03,0.01,5143,2019,Y,0.437,2.288
1169,2019-08-21,2019-09-04,0.01,0198,2019,Y,0.185,5.405
1170,2019-07-18,2019-09-04,0.2,5436,2019,Y,4.252,4.704
1171,2019-08-20,2019-09-04,0.0125,8869,2019,Y,2.361,0.529
1172,2019-08-20,2019-09-04,0.0075,5276,2019,Y,0.441,1.701
1173,2019-08-20,2019-09-04,0.06,5983,2019,Y,3.439,1.745
1174,2019-08-02,2019-09-05,0.015,7248,2019,Y,1.155,1.299
1175,2019-07-31,2019-09-05,0.05,5134,2019,Y,3.477,1.438
1176,2019-08-22,2019-09-05,0.005,0065,2019,Y,0.58,0.862
1177,2019-07-16,2019-09-06,0.01,8419,2019,Y,0.461,2.169
1178,2019-05-28,2019-09-06,2.11,3719,2019,Y,33.063,6.382
1179,2019-08-22,2019-09-06,0.014,5132,2019,Y,0.718,1.95
1180,2019-08-20,2019-09-06,0.0623,5235SS,2019,Y,7.051,0.884
1181,2019-08-20,2019-09-06,0.0257,5235SS,2019,Y,7.051,0.364
1182,2019-08-20,2019-09-06,0.006,0183,2020,Y,0.599,1.002
1183,2019-08-08,2019-09-06,0.01,0128,2019,Y,1.033,0.968
1184,2019-08-22,2019-09-06,0.02,1724,2019,Y,0.829,2.413
1185,2019-07-09,2019-09-06,0.015,7169,2019,Y,1.092,1.374
1186,2019-07-26,2019-09-10,0.075,3107,2019,Y,1.526,4.915
1187,2019-08-23,2019-09-10,0.14,5681,2019,Y,20.401,0.686
