,quar_stock_code,quar_year,quar_eps,quar_dps,quar_roe(%)
658,1155,2020,0.577,0.52,7.8
659,1155,2021,0.697,0.58,9.7
660,1155,2022,0.51,0.28,7.2
661,1163,2018,1.684,0.4,9.0
662,1163,2019,2.039,0.65,9.8
663,1163,2020,2.275,0.58,10.0
664,1163,2021,1.982,0.63,8.5
665,1163,2022,1.542,0.16,6.4
666,1171,2018,0.106,0.0,8.8
667,1171,2019,0.11,0.0,8.5
668,1171,2020,0.04,0.0,3.1
669,1171,2021,0.063,0.03,5.0
670,1171,2022,0.06,0.0,5.1
671,1198,2018,-0.1,0.03,-5.1
672,1198,2019,-0.114,0.06,-6.300000000000001
673,1198,2020,0.146,0.0,7.000000000000001
674,1198,2021,0.034,0.0,1.6
675,1198,2022,-0.542,0.0,-34.6
676,1198,2023,0.011,0.0,0.8
677,1295,2018,1.444,0.69,14.2
678,1295,2019,1.42,0.73,12.9
679,1295,2020,1.018,0.13,10.7
680,1295,2021,0.291,0.152,12.0
681,1295,2022,0.227,0.12,9.0
682,1368,2018,0.178,0.14,10.1
683,1368,2019,0.219,0.14,11.9
684,1368,2020,0.016,0.0,0.8
685,1368,2021,0.051,0.03,2.7
686,1368,2022,0.03,0.0,1.6
687,1481,2018,-0.006,0.002,-1.2
688,1481,2019,0.081,0.002,15.200000000000001
689,1481,2020,-0.037,0.003,-7.6000000000000005
690,1481,2021,-0.012,0.002,-2.8
691,1481,2022,-0.021,0.002,-4.4
692,1503,2018,0.056,0.0,2.8
693,1503,2019,-0.049,0.0,-2.5
694,1503,2020,-0.081,0.0,-4.4
695,1503,2021,0.111,0.02,5.699999999999999
696,1503,2022,0.039,0.02,2.0
697,1503,2023,0.002,0.0,0.1
698,1538,2018,0.118,0.0,5.3
699,1538,2019,0.211,0.0,11.3
700,1538,2020,0.117,0.0,7.1
701,1538,2021,0.114,0.0,7.1000000000000005
702,1538,2022,0.052,0.0,3.2999999999999994
703,1538,2023,-0.016,0.0,-1.0
704,1562,2018,0.171,0.16,30.200000000000003
705,1562,2019,0.175,0.16,28.8
706,1562,2020,0.099,0.104,16.599999999999998
707,1562,2021,0.136,0.08,23.1
708,1562,2022,0.12,0.087,18.599999999999998
709,1562,2023,0.053,0.02,7.9
710,1619,2018,0.258,0.03,6.800000000000001
711,1619,2019,0.249,0.0,7.0
712,1619,2020,0.287,0.0,6.5
713,1619,2021,-0.153,0.0,-4.1
714,1619,2022,0.149,0.0,3.8
715,1651,2018,0.023,0.018,2.0
716,1651,2019,0.005,0.01,0.5
717,1651,2020,-0.04,0.01,-3.9000000000000004
718,1651,2021,0.003,0.01,0.4
719,1651,2022,0.012,0.0,1.1
720,1724,2018,0.222,0.085,9.0
721,1724,2019,0.194,0.065,9.4
722,1724,2020,0.798,0.025,30.7
723,1724,2021,0.046,0.03,2.0
724,1724,2022,0.066,0.025,2.8
725,1818,2018,0.277,0.336,23.7
726,1818,2019,0.229,0.208,23.5
727,1818,2020,0.468,0.51,46.7
728,1818,2021,0.439,0.41,44.800000000000004
729,1818,2022,0.28,0.265,29.5
730,1899,2018,1.158,0.15,7.1000000000000005
731,1899,2019,0.913,0.15,6.2
732,1899,2020,1.057,0.15,7.2
733,1899,2021,2.893,0.2,18.2
734,1899,2022,2.979,0.2,16.5
735,1902,2018,-0.174,0.0,-26.0
736,1902,2019,-0.194,0.0,-39.9
737,1902,2020,0.642,0.0,42.7
738,1902,2021,-0.066,0.0,-4.8
739,1902,2022,-0.053,0.0,-3.9000000000000004
740,1902,2023,-0.027,0.03,-2.1
741,1929,2018,0.79,0.3,10.2
742,1929,2019,0.356,0.2,5.0
743,1929,2020,0.394,0.16,5.2
744,1929,2021,0.745,0.3,9.5
745,1929,2022,1.177,0.42,13.5
746,1929,2023,0.277,0.1,3.0
747,1961,2018,0.487,0.09,35.5
748,1961,2019,0.1,0.08,6.9
749,1961,2020,0.096,0.08,6.5
750,1961,2021,0.222,0.105,14.399999999999999
751,1961,2022,0.277,0.14,16.6
752,1961,2023,0.027,0.0,1.6
753,1996,2018,-0.012,0.0,-1.4000000000000001
754,1996,2019,-0.0,0.0,-0.20000000000000026
755,1996,2020,0.02,0.01,7.4
756,1996,2021,0.064,0.02,21.2
757,1996,2022,0.035,0.0,10.2
758,2038,2018,0.24,0.08,3.0
759,2038,2019,-0.036,0.05,-0.5
760,2038,2020,0.018,0.06,0.29999999999999993
761,2038,2021,0.342,0.14,4.3
762,2038,2022,0.389,0.17,4.8
763,2054,2018,-0.046,0.0,-6.9
764,2054,2019,-0.027,0.0,-5.8
765,2054,2020,-0.009,0.003,-2.0
766,2054,2021,-0.018,0.003,-4.5
767,2054,2022,-0.002,0.0,-0.5999999999999999
768,2062,2018,0.09,0.0,9.9
769,2062,2019,0.058,0.0,5.9
770,2062,2020,0.067,0.01,6.4
771,2062,2021,0.154,0.01,13.6
772,2062,2022,0.371,0.05,26.4
773,2062,2023,0.098,0.0,6.0
774,2089,2018,1.36,0.0,11.1
775,2089,2019,0.977,0.0,7.9
776,2089,2020,1.068,0.0,13.9
777,2089,2021,0.879,0.0,13.899999999999999
778,2089,2022,1.063,0.0,16.0
779,2127,2018,0.064,0.0,15.899999999999999
780,2127,2019,0.05,0.0,10.4
781,2127,2020,0.058,0.0,11.2
782,2127,2021,0.59,0.015,66.2
783,2127,2022,0.591,0.07,42.400000000000006
784,2135,2018,-0.006,0.0,-0.30000000000000004
785,2135,2019,0.011,0.0,0.8999999999999999
786,2135,2020,-0.025,0.0,-2.3
787,2135,2021,-0.009,0.0,-0.9
788,2135,2022,-0.013,0.015,-1.9000000000000001
789,2143,2018,0.015,0.002,3.8
790,2143,2019,0.063,0.0,14.499999999999998
791,2143,2020,-0.045,0.0,-11.7
792,2143,2021,-0.012,0.0,-3.3000000000000007
793,2143,2022,-0.011,0.0,-3.4
794,2186,2018,0.419,0.0,9.6
795,2186,2019,0.018,0.0,0.3999999999999999
796,2186,2020,0.022,0.014,0.5000000000000001
797,2186,2021,0.164,0.012,4.3999999999999995
798,2186,2022,-0.803,0.0,-26.4
799,2186,2023,-0.109,0.0,-4.3
800,2224,2018,0.196,0.025,8.7
801,2224,2019,0.057,0.02,2.8000000000000003
802,2224,2020,-0.011,0.0,-0.6000000000000001
803,2224,2021,-0.03,0.0,-1.6
804,2224,2022,0.017,0.0,0.9
805,2224,2023,0.003,0.0,0.09999999999999998
806,2291,2018,0.205,0.13,3.9
807,2291,2019,0.166,0.13,3.2
808,2291,2020,0.284,0.21,5.3
809,2291,2021,0.482,0.3,8.6
810,2291,2022,0.463,0.15,7.9
811,2305,2018,0.269,0.05,3.9
812,2305,2019,0.178,0.045,2.7
813,2305,2020,0.104,0.041,1.5
814,2305,2021,0.235,0.0,3.2
815,2305,2022,0.285,0.0,4.0
816,2445,2018,0.707,0.15,6.699999999999999
817,2445,2019,0.58,0.15,5.8
818,2445,2020,0.719,0.15,7.2
819,2445,2021,2.093,0.2,19.4
820,2445,2022,2.01,0.2,16.2
821,2453,2018,0.102,0.0,0.9
822,2453,2019,-0.195,0.0,-1.7999999999999998
823,2453,2020,-0.034,0.06,-0.4999999999999998
824,2453,2021,0.495,0.01,4.8
825,2453,2022,-0.151,0.0,-1.4000000000000001
826,2453,2023,-0.092,0.0,-0.8
827,2488,2018,0.321,0.068,9.3
828,2488,2019,0.347,0.167,9.6
829,2488,2020,0.275,0.06,7.3
830,2488,2021,0.231,0.058,5.7
831,2488,2022,0.37,0.185,9.0
832,2488,2023,0.239,0.12,5.699999999999999
833,2542,2018,0.076,0.0,1.9
834,2542,2019,0.033,0.0,0.7
835,2542,2020,0.167,0.011,4.1
836,2542,2021,0.35,0.042,7.3
837,2542,2022,0.226,0.2,3.9
838,2569,2018,0.096,0.0,1.1
839,2569,2019,-0.102,0.0,-1.2
840,2569,2020,-0.127,0.02,-1.7000000000000002
841,2569,2021,0.664,0.02,7.5
842,2569,2022,-0.301,0.0,-3.3000000000000003
843,2569,2023,-0.126,0.0,-1.4
844,2593,2018,0.228,0.12,2.8
845,2593,2019,-0.199,0.08,-2.7
846,2593,2020,0.075,0.08,0.9000000000000004
847,2593,2021,0.063,0.1,1.0
848,2593,2022,0.505,0.15,7.800000000000001
849,2593,2023,0.191,0.05,2.8
850,2607,2018,-0.035,0.0,-2.1
851,2607,2019,-0.028,0.0,-1.6
852,2607,2020,-0.035,0.0,-2.1
853,2607,2021,-0.033,0.0,-2.0
854,2607,2022,-0.015,0.0,-0.8999999999999999
855,2658,2018,0.925,0.465,13.2
856,2658,2019,0.931,0.47,12.6
857,2658,2020,0.984,0.0,12.5
858,2658,2021,0.763,0.493,9.1
859,2658,2022,0.28,0.382,3.2
860,2658,2023,0.034,0.085,0.39999999999999997
861,2674,2018,0.026,0.0,2.9
862,2674,2019,0.002,0.0,0.30000000000000004
863,2674,2020,0.01,0.0,0.6999999999999993
864,2674,2021,0.242,0.025,22.8
865,2674,2022,0.444,0.0,30.7
866,2755,2018,-0.004,0.0,-0.7000000000000002
867,2755,2019,0.014,0.1,1.9999999999999998
868,2755,2020,0.077,0.0,12.0
869,2755,2021,0.066,0.0,9.4
870,2755,2022,0.096,0.0,12.3
871,2755,2023,0.019,0.0,2.2
872,2771,2018,-0.231,0.05,-8.8
873,2771,2019,-0.631,0.0,-33.0
874,2771,2020,-0.272,0.0,-16.900000000000002
875,2771,2021,0.084,0.0,5.4
876,2771,2022,0.229,0.0,12.9
877,2828,2018,0.192,0.1,15.2
878,2828,2019,0.118,0.08,9.0
879,2828,2020,0.186,0.1,13.5
880,2828,2021,0.432,0.12,27.2
881,2828,2022,0.415,0.24,21.9
882,2828,2023,0.128,0.0,5.9
883,2836,2018,0.906,1.0,137.0
884,2836,2019,0.952,1.0,184.7
885,2836,2020,0.53,0.4,97.4
886,2836,2021,0.657,0.56,107.0
887,2836,2022,0.84,0.63,146.4
888,2852,2018,0.248,0.074,10.8
889,2852,2019,0.149,0.03,6.2
890,2852,2020,0.182,0.02,7.0
891,2852,2021,0.19,0.02,6.9
892,2852,2022,0.248,0.0,8.3
893,2984,2018,-0.033,0.04,-1.2000000000000002
894,2984,2019,0.013,0.0,0.49999999999999994
895,2984,2020,0.026,0.01,1.0
896,2984,2021,0.017,0.0,0.6
897,2984,2022,0.087,0.0,3.4
898,2984,2023,0.008,0.026,0.3
899,3026,2018,2.023,0.0,110.5
900,3026,2019,1.61,0.0,73.4
901,3026,2020,1.146,0.0,42.4
902,3026,2021,3.875,0.0,80.6
903,3026,2022,1.038,0.0,16.0
904,3034,2018,0.46,0.35,16.3
905,3034,2019,0.467,0.35,16.1
906,3034,2020,0.301,0.25,10.0
907,3034,2021,0.362,0.35,11.8
908,3034,2022,0.342,0.3,10.8
909,3042,2018,0.831,0.2,13.899999999999999
910,3042,2019,0.655,0.12,10.1
911,3042,2020,-0.049,0.0,-1.0
912,3042,2021,0.883,0.2,12.6
913,3042,2022,1.193,0.0,14.8
914,3069,2018,0.33,0.04,9.9
915,3069,2019,0.384,0.06,10.6
916,3069,2020,0.72,0.125,18.1
917,3069,2021,0.566,0.068,20.5
918,3069,2022,0.319,0.036,11.6
919,3107,2018,0.15,0.076,6.5
920,3107,2019,0.239,0.076,10.1
921,3107,2020,0.049,0.076,2.1
922,3107,2021,0.114,0.076,5.0
923,3107,2022,0.255,0.15,10.7
924,3107,2023,0.069,0.0,2.8
925,3158,2018,0.03,0.0,1.5999999999999999
926,3158,2019,0.08,0.0,3.9
927,3158,2020,0.014,0.0,0.7
928,3158,2021,0.007,0.0,0.4000000000000001
929,3158,2022,-0.026,0.0,-1.2000000000000002
930,3174,2018,0.029,0.015,8.0
931,3174,2019,0.013,0.0,3.6
932,3174,2020,0.005,0.0,1.4
933,3174,2021,0.01,0.005,2.7
934,3174,2022,0.007,0.005,1.7999999999999998
935,3174,2023,0.003,0.0,0.7999999999999999
936,3182,2018,0.356,0.215,4.0
937,3182,2019,0.518,0.22,5.7
938,3182,2020,-0.266,0.15,-2.9999999999999996
939,3182,2021,-0.356,0.11,-4.2
940,3182,2022,-0.034,0.07,-0.39999999999999997
941,3204,2018,0.237,0.095,27.9
942,3204,2019,0.152,0.07,17.5
943,3204,2020,0.078,0.025,8.6
944,3204,2021,0.093,0.035,9.600000000000001
945,3204,2022,0.06,0.025,5.800000000000001
946,3204,2023,0.03,0.01,2.9000000000000004
947,3255,2018,0.935,0.94,85.4
948,3255,2019,1.036,1.08,90.0
949,3255,2020,0.51,0.51,44.7
950,3255,2021,0.813,0.81,67.3
951,3255,2022,1.02,0.4,72.2
952,3298,2018,-0.099,0.0,-9.1
953,3298,2019,0.04,0.05,4.0
954,3298,2020,0.077,0.0,6.9
955,3298,2021,0.051,0.0,4.0
956,3298,2022,0.03,0.04,2.2
957,3298,2023,0.003,0.0,0.2
958,3301,2018,1.077,0.47,23.7
959,3301,2019,1.042,0.5,20.5
960,3301,2020,0.54,0.42,9.600000000000001
961,3301,2021,0.929,0.352,15.799999999999999
962,3301,2022,0.671,0.52,10.899999999999999
963,3301,2023,0.26,0.2,4.1
964,3336,2018,0.096,0.06,3.7
965,3336,2019,0.115,0.04,4.4
966,3336,2020,0.069,0.03,2.5
967,3336,2021,0.119,0.06,4.4
968,3336,2022,0.22,0.21,7.6000000000000005
969,3336,2023,0.017,0.02,0.6
970,3379,2018,0.136,0.01,5.6
971,3379,2019,0.124,0.02,4.8
972,3379,2020,0.022,0.02,0.8
973,3379,2021,0.371,0.02,13.0
974,3379,2022,0.324,0.025,9.8
975,3379,2023,0.025,0.025,0.7
976,3417,2018,0.077,0.0,5.5
977,3417,2019,0.047,0.03,3.3
978,3417,2020,-0.137,0.01,-11.2
979,3417,2021,-0.051,0.0,-4.4
980,3417,2022,0.044,0.0,3.5
981,3417,2023,-0.001,0.0,-0.1
982,3476,2018,0.112,0.04,1.9
983,3476,2019,0.246,0.04,4.0
984,3476,2020,-0.181,0.0,-3.0
985,3476,2021,0.22,0.0,3.6
986,3476,2022,0.443,0.05,6.800000000000001
987,3514,2018,0.013,0.003,7.4
988,3514,2019,0.015,0.003,8.1
989,3514,2020,0.014,0.0,7.0
990,3514,2021,0.017,0.0,7.8
991,3514,2022,0.014,0.02,6.3
992,3662,2018,0.032,0.03,2.2
993,3662,2019,0.047,0.03,4.300000000000001
994,3662,2020,0.005,0.01,0.5
995,3662,2021,0.171,0.02,14.299999999999999
996,3662,2022,0.096,0.015,7.4
997,3689,2018,1.052,0.575,17.2
998,3689,2019,1.119,0.6,16.8
999,3689,2020,1.12,0.6,15.4
1000,3689,2021,1.077,0.6,14.0
1001,3689,2022,1.046,0.6,13.1
1002,3719,2018,2.16,2.48,15.3
1003,3719,2019,1.74,2.26,12.600000000000001
1004,3719,2020,1.93,1.98,14.5
1005,3719,2021,1.92,1.63,15.0
1006,3719,2022,0.84,0.83,6.5
1007,3719,2023,0.89,0.15,7.0
1008,3743,2018,0.127,0.0,12.1
1009,3743,2019,0.156,0.0,13.9
1010,3743,2020,0.034,0.0,3.0
1011,3743,2021,0.024,0.02,2.2
1012,3743,2022,0.02,0.0,1.7
1013,3778,2018,-0.003,0.0,-0.19999999999999984
1014,3778,2019,0.083,0.0,8.1
1015,3778,2020,-0.004,0.0,-0.39999999999999997
1016,3778,2021,0.118,0.022,12.1
1017,3778,2022,0.099,0.0,9.100000000000001
1018,3778,2023,0.002,0.0,0.2
1019,3816,2018,0.294,0.3,3.8
1020,3816,2019,0.32,0.33,4.1
1021,3816,2020,-0.009,0.33,0.0
1022,3816,2021,0.41,0.33,5.4
1023,3816,2022,0.264,0.21,3.2
1024,3859,2018,0.074,0.15,4.1
1025,3859,2019,0.168,0.16,9.7
1026,3859,2020,0.015,0.085,0.7000000000000002
1027,3859,2021,0.0,0.015,0.0
1028,3859,2022,0.044,0.035,2.6
1029,3867,2018,0.75,0.29,12.1
1030,3867,2019,0.675,0.27,10.2
1031,3867,2020,0.804,0.27,11.4
1032,3867,2021,1.373,0.3,16.9
1033,3867,2022,1.656,0.35,17.299999999999997
1034,3867,2023,0.265,0.1,2.6
1035,3883,2018,0.254,0.0,7.8
1036,3883,2019,0.129,0.0,3.8
1037,3883,2020,0.295,0.0,8.2
1038,3883,2021,0.255,0.0,6.4
1039,3883,2022,0.019,0.0,0.4
1040,3913,2018,0.004,0.0,1.1
1041,3913,2019,0.022,0.0,6.199999999999999
1042,3913,2020,0.017,0.0,4.5
1043,3913,2021,0.01,0.005,2.6
1044,3913,2022,0.02,0.0,5.0
1045,3913,2023,0.001,0.005,0.2
1046,3948,2018,0.457,0.0,29.9
1047,3948,2019,0.014,0.0,0.8999999999999999
1048,3948,2020,-0.033,0.0,-2.4000000000000004
1049,3948,2021,0.016,0.0,1.0000000000000002
1050,3948,2022,-0.054,0.0,-3.7
1051,3948,2023,-0.009,0.0,-0.6
1052,4006,2018,0.807,0.4,7.9
1053,4006,2019,0.566,0.4,5.3
1054,4006,2020,0.185,0.24,1.7
1055,4006,2021,0.518,0.44,4.7
1056,4006,2022,0.817,0.3,7.199999999999999
1057,4022,2018,0.006,0.0,1.2999999999999998
1058,4022,2019,0.032,0.0,6.5
1059,4022,2020,-0.058,0.0,-24.5
1060,4022,2021,0.022,0.02,6.4
1061,4022,2022,0.003,0.02,1.0
1062,4065,2018,0.782,0.28,4.9
1063,4065,2019,0.81,0.31,5.4
1064,4065,2020,0.926,0.46,5.9
1065,4065,2021,1.052,0.251,6.3
1066,4065,2022,1.252,0.12,6.9
1067,4081,2018,-0.004,0.0,-1.0
1068,4081,2019,-0.008,0.0,-2.0
1069,4081,2020,-0.011,0.005,-2.8000000000000003
1070,4081,2021,-0.06,0.005,-18.0
1071,4081,2022,0.004,0.0,1.4000000000000004
1072,4081,2023,0.005,0.003,1.7
1073,4162,2018,1.642,1.55,119.1
1074,4162,2019,1.21,1.18,91.5
1075,4162,2020,0.847,0.83,67.0
1076,4162,2021,0.998,0.98,75.69999999999999
1077,4162,2022,0.704,0.67,52.5
1078,4197,2018,0.282,0.08,7.6
1079,4197,2019,0.14,0.1,6.6
1080,4197,2020,0.12,0.1,5.6
1081,4197,2021,0.209,0.15,9.2
1082,4197,2022,0.163,0.115,6.9
1083,4197,2023,0.031,0.0,1.3
1084,4243,2018,0.17,0.015,7.7
1085,4243,2019,-0.233,0.01,-11.0
1086,4243,2020,-0.344,0.01,-19.6
1087,4243,2021,-0.022,0.015,-1.2
1088,4243,2022,0.047,0.0,2.6999999999999997
1089,4251,2018,0.055,0.0,5.7
1090,4251,2019,0.024,0.0,2.4
1091,4251,2020,0.003,0.0,0.30000000000000004
1092,4251,2021,0.0,0.0,0.09999999999999998
1093,4251,2022,0.016,0.0,1.5
1094,4324,2018,0.103,0.0,1.9000000000000008
1095,4324,2019,0.115,0.0,1.7000000000000002
1096,4324,2020,0.837,0.04,11.8
1097,4324,2021,0.276,0.0,3.700000000000001
1098,4324,2022,0.248,0.1,-3.5000000000000058
1099,4383,2018,-0.028,0.005,-1.4999999999999998
1100,4383,2019,-0.285,0.0,-22.7
1101,4383,2020,-0.076,0.0,-6.699999999999999
1102,4383,2021,0.032,0.0,2.7
1103,4383,2022,0.14,0.028,11.1
1104,4383,2023,0.035,0.0,2.7
1105,4405,2018,0.155,0.04,3.6
1106,4405,2019,0.067,0.04,1.6
1107,4405,2020,-0.254,0.015,-5.7
1108,4405,2021,-0.024,0.015,-0.5
1109,4405,2022,-0.01,0.03,-0.29999999999999993
1110,4456,2018,0.02,0.005,8.0
1111,4456,2019,0.017,0.0,6.4
1112,4456,2020,-0.008,0.0,-3.2
1113,4456,2021,0.058,0.0,16.0
1114,4456,2022,0.179,0.006,34.5
1115,4456,2023,0.013,0.0,2.1
1116,4502,2018,0.053,0.0,6.9
1117,4502,2019,-0.16,0.0,-27.6
1118,4502,2020,-0.016,0.0,-3.4000000000000004
1119,4502,2021,0.05,0.015,9.1
1120,4502,2022,0.02,0.0,3.5
1121,4502,2023,0.007,0.0,1.1
1122,4588,2018,0.292,0.075,10.7
1123,4588,2019,0.412,0.06,13.4
1124,4588,2020,0.175,0.04,5.4
1125,4588,2021,0.23,0.058,6.6
1126,4588,2022,0.264,0.0,7.4
1127,4634,2018,0.122,0.107,4.9
1128,4634,2019,-0.487,0.12,-24.0
1129,4634,2020,-0.394,0.0,-25.7
1130,4634,2021,-0.429,0.0,-36.6
1131,4634,2022,-0.088,0.0,-9.1
1132,4677,2018,0.034,0.0,2.6
1133,4677,2019,0.024,0.0,1.8
1134,4677,2020,-0.018,0.0,-1.6
1135,4677,2021,-0.035,0.025,-3.0
1136,4677,2022,0.048,0.03,4.3
1137,4677,2023,0.003,0.0,0.3
1138,4707,2018,2.81,2.8,87.7
1139,4707,2019,2.87,2.8,89.6
1140,4707,2020,2.357,2.32,83.7
1141,4707,2021,2.43,2.42,86.7
1142,4707,2022,2.079,1.4,77.8
1143,4715,2018,-0.003,0.19,-0.5
1144,4715,2019,0.247,0.2,7.699999999999999
1145,4715,2020,-0.4,0.145,-14.0
1146,4715,2021,-0.168,0.09,-6.699999999999999
1147,4715,2022,-0.022,0.06,-1.0
1148,4731,2018,0.596,0.2,17.3
1149,4731,2019,0.663,0.2,16.3
1150,4731,2020,0.757,0.23,16.0
1151,4731,2021,0.415,0.09,16.5
1152,4731,2022,0.264,0.09,13.6
1153,4731,2023,0.069,0.0,3.3
1154,4863,2018,0.041,0.02,2.0
1155,4863,2019,0.168,0.1,8.8
1156,4863,2020,0.27,0.143,14.2
1157,4863,2021,0.237,0.13,12.3
1158,4863,2022,0.26,0.09,12.5
1159,4936,2018,-0.045,0.0,-1.9
1160,4936,2019,-0.073,0.1,-3.2
1161,4936,2020,-0.024,0.0,-1.1
1162,4936,2021,0.099,0.0,4.300000000000001
1163,4936,2022,-0.031,0.0,-1.5000000000000002
1164,4936,2023,-0.028,0.0,-1.2
1165,4944,2018,0.101,0.02,5.5
1166,4944,2019,-0.018,0.02,-1.0
1167,4944,2020,-0.133,0.0,-7.6
1168,4944,2021,0.108,0.0,6.4
1169,4944,2022,-0.281,0.0,-24.5
1170,4944,2023,-0.004,0.0,-3.4
1171,5005,2018,0.131,0.075,6.6000000000000005
1172,5005,2019,-0.013,0.06,-0.7999999999999999
1173,5005,2020,0.194,0.06,9.3
1174,5005,2021,0.211,0.06,9.5
1175,5005,2022,0.197,0.04,13.5
1176,5006,2018,-0.151,0.0,-18.9
1177,5006,2019,-0.075,0.0,-10.5
1178,5006,2020,0.042,0.0,5.4
1179,5006,2021,0.046,0.0,6.2
1180,5006,2022,0.052,0.0,6.5
1181,5006,2023,-0.071,0.0,-9.600000000000001
1182,5007,2018,0.188,0.08,10.3
1183,5007,2019,0.196,0.078,10.3
1184,5007,2020,0.008,0.015,0.3999999999999999
1185,5007,2021,0.081,0.033,4.1
1186,5007,2022,0.335,0.134,15.2
1187,5007,2023,0.09,0.0,3.8
1188,5008,2018,0.328,0.0,7.2
1189,5008,2019,0.367,0.0,8.0
1190,5008,2020,0.431,0.0,8.9
1191,5008,2021,0.605,0.0,11.6
1192,5008,2022,0.685,0.0,11.9
1193,5009,2018,-0.119,0.0,-4.0
1194,5009,2019,-0.28,0.0,-9.6
1195,5009,2020,-0.248,0.0,-9.3
1196,5009,2021,0.08,0.03,2.6
1197,5009,2022,0.011,0.06,0.3999999999999999
1198,5010,2018,0.394,0.26,13.5
1199,5010,2019,0.128,0.22,4.2
1200,5010,2020,0.201,0.1,6.5
1201,5010,2021,0.418,0.2,13.2
1202,5010,2022,0.477,0.15,13.7
1203,5011,2018,-0.144,0.08,-7.7
1204,5011,2019,-0.014,0.0,-1.5
1205,5011,2020,-0.155,0.0,-8.9
1206,5011,2021,0.091,0.0,5.2
1207,5011,2022,0.043,0.05,2.4
1208,5012,2018,0.176,0.1,5.699999999999999
1209,5012,2019,0.123,0.05,3.9000000000000004
1210,5012,2020,0.102,0.15,3.0
1211,5012,2021,0.714,0.2,20.2
1212,5012,2022,0.677,0.35,17.3
1213,5014,2018,0.386,0.0,7.0
1214,5014,2019,0.289,0.0,5.300000000000001
1215,5014,2020,-0.707,0.0,-14.0
1216,5014,2021,-0.496,0.0,-10.8
1217,5014,2022,-0.13,0.0,-3.0
1218,5015,2018,0.196,0.12,3.0999999999999996
1219,5015,2019,0.139,0.1,2.2
1220,5015,2020,-0.054,0.07,-0.8999999999999999
1221,5015,2021,-0.058,0.07,-0.8999999999999999
1222,5015,2022,0.094,0.07,1.4
1223,5016,2018,0.115,0.04,2.2
1224,5016,2019,-0.105,0.0,-1.9999999999999998
1225,5016,2020,-0.965,0.0,-21.8
1226,5016,2021,-0.487,0.0,-12.5
1227,5016,2022,-0.078,0.0,-2.2
1228,5020,2018,0.039,0.0,2.8000000000000003
1229,5020,2019,0.017,0.008,1.2
1230,5020,2020,0.016,0.01,1.1
1231,5020,2021,0.037,0.01,2.5
1232,5020,2022,0.048,0.015,3.2
1233,5020,2023,0.022,0.0,1.4
1234,5021,2018,0.062,0.025,9.3
1235,5021,2019,0.041,0.01,5.8
1236,5021,2020,-0.028,0.0,-3.9
1237,5021,2021,0.05,0.0,6.799999999999999
1238,5021,2022,0.262,0.04,30.0
1239,5021,2023,0.071,0.0,7.0
1240,5022,2018,0.005,0.008,0.9
1241,5022,2019,0.004,0.016,0.7
1242,5022,2020,-0.008,0.016,-1.4
1243,5022,2021,-0.006,0.0,-1.2
1244,5022,2022,-0.018,0.0,-3.5999999999999996
1245,5022,2023,-0.007,0.0,-1.5
1246,5024,2018,0.054,0.06,26.7
1247,5024,2019,0.052,0.06,27.0
1248,5024,2020,0.045,0.06,25.1
1249,5024,2021,0.034,0.025,20.1
1250,5024,2022,0.017,0.02,9.9
1251,5026,2018,0.022,0.0,1.6
1252,5026,2019,0.013,0.0,1.0
1253,5026,2020,0.068,0.0,5.300000000000001
1254,5026,2021,0.214,0.04,15.6
1255,5026,2022,0.175,0.06,11.4
1256,5027,2018,0.318,0.24,16.0
1257,5027,2019,0.056,0.06,6.9
1258,5027,2020,0.044,0.03,5.5
1259,5027,2021,0.102,0.1,12.5
1260,5027,2022,0.145,0.14,17.3
1261,5027,2023,0.13,0.1,14.8
1262,5029,2018,0.355,0.0,11.299999999999999
1263,5029,2019,0.161,0.0,8.5
1264,5029,2020,0.165,0.02,8.5
1265,5029,2021,0.28,0.051,13.3
1266,5029,2022,0.321,0.081,13.7
1267,5031,2018,0.496,0.206,12.1
1268,5031,2019,0.537,0.29,12.0
1269,5031,2020,0.549,0.331,11.3
1270,5031,2021,0.42,0.214,12.8
1271,5031,2022,0.179,0.163,10.8
1272,5032,2018,0.309,0.08,11.3
1273,5032,2019,0.281,0.12,10.0
1274,5032,2020,0.203,0.08,6.9
1275,5032,2021,0.79,0.12,22.3
1276,5032,2022,0.2,0.11,5.4
1277,5036,2018,0.124,0.0,23.3
1278,5036,2019,-0.086,0.0,-25.6
1279,5036,2020,-0.058,0.0,-17.3
1280,5036,2021,0.044,0.018,10.5
1281,5036,2022,0.009,0.018,1.9
1282,5036,2023,-0.017,0.0,-3.6
1283,5041,2018,-0.301,0.035,-15.4
1284,5041,2019,0.076,0.035,3.6
1285,5041,2020,0.075,0.022,3.6
1286,5041,2021,0.111,0.022,5.0
1287,5041,2022,0.2,0.015,8.4
1288,5049,2018,0.705,0.05,18.7
1289,5049,2019,0.25,0.08,6.4
1290,5049,2020,0.132,0.03,3.2
1291,5049,2021,0.066,0.05,1.6
1292,5049,2022,0.03,0.1,0.7000000000000001
1293,5053,2018,0.167,0.05,7.6
1294,5053,2019,0.198,0.05,8.4
1295,5053,2020,0.165,0.04,6.6
1296,5053,2021,0.193,0.05,7.4
1297,5053,2022,0.148,0.02,5.5
1298,5054,2018,0.043,0.0,5.2
1299,5054,2019,0.041,0.0,4.7
