,div_stock_code,div_year,div_status,dividend_y_%,div_dividend(RM)
736,0236,2019,N,0.0,0.0
737,0236,2020,N,0.0,0.0
738,0236,2021,N,0.0,0.0
739,0236,2022,N,0.0,0.0
740,0237,2021,Y,2.867,0.0168
741,0237,2022,Y,1.418,0.0056
742,0238,2022,Y,3.3449999999999998,0.02
743,0239,2022,Y,1.042,0.005
744,0240,2018,N,0.0,0.0
745,0240,2019,N,0.0,0.0
746,0240,2020,N,0.0,0.0
747,0240,2021,N,0.0,0.0
748,0240,2022,N,0.0,0.0
749,0241,2018,N,0.0,0.0
750,0241,2019,N,0.0,0.0
751,0241,2020,N,0.0,0.0
752,0241,2021,N,0.0,0.0
753,0241,2022,N,0.0,0.0
754,0242,2018,N,0.0,0.0
755,0242,2019,N,0.0,0.0
756,0242,2020,N,0.0,0.0
757,0242,2021,N,0.0,0.0
758,0242,2022,N,0.0,0.0
759,0243,2022,Y,0.692,0.0037
760,0245,2018,N,0.0,0.0
761,0245,2019,N,0.0,0.0
762,0245,2020,N,0.0,0.0
763,0245,2021,N,0.0,0.0
764,0245,2022,N,0.0,0.0
765,0246,2022,Y,0.656,0.006
766,0247,2022,Y,3.417,0.0082
767,0248,2022,Y,1.034,0.003
768,0249,2018,N,0.0,0.0
769,0249,2019,N,0.0,0.0
770,0249,2020,N,0.0,0.0
771,0249,2021,N,0.0,0.0
772,0249,2022,N,0.0,0.0
773,0250,2018,N,0.0,0.0
774,0250,2019,N,0.0,0.0
775,0250,2020,N,0.0,0.0
776,0250,2021,N,0.0,0.0
777,0250,2022,N,0.0,0.0
778,0251,2022,Y,0.323,0.005
779,03001,2018,N,0.0,0.0
780,03001,2019,N,0.0,0.0
781,03001,2020,N,0.0,0.0
782,03001,2021,N,0.0,0.0
783,03001,2022,N,0.0,0.0
784,03002,2018,N,0.0,0.0
785,03002,2019,N,0.0,0.0
786,03002,2020,N,0.0,0.0
787,03002,2021,N,0.0,0.0
788,03002,2022,N,0.0,0.0
789,03005,2018,Y,4.167,0.005
790,03005,2019,Y,2.34,0.0055
791,03005,2020,Y,1.829,0.006
792,03005,2021,Y,1.873,0.0065
793,03005,2022,Y,0.943,0.0066
794,03006,2018,Y,2.622,0.006
795,03006,2019,Y,0.578,0.002
796,03006,2022,Y,1.087,0.0025
797,03008,2018,Y,2.5,0.01
798,03008,2019,Y,2.445,0.01
799,03008,2020,Y,1.208,0.005
800,03008,2022,Y,3.704,0.015
801,03011,2022,Y,1.891,0.006
802,03012,2019,Y,1.242,0.002
803,03012,2020,Y,3.072,0.0051
804,03012,2021,Y,1.499,0.0067
805,03012,2022,Y,0.733,0.0033
806,03013,2019,Y,0.931,0.005
807,03013,2020,Y,0.678,0.005
808,03013,2021,Y,0.674,0.005
809,03013,2022,Y,1.067,0.008
810,03015,2019,Y,2.763,0.0063
811,03015,2021,Y,1.064,0.0025
812,03016,2019,Y,5.102,0.0025
813,03016,2020,Y,4.545,0.0025
814,03016,2021,Y,6.649,0.005
815,03016,2022,Y,8.885,0.0125
816,03017,2018,Y,0.906,0.0028
817,03017,2019,Y,0.491,0.0028
818,03018,2018,Y,2.993,0.0167
819,03018,2019,Y,2.806,0.0167
820,03018,2020,Y,4.209,0.025
821,03018,2021,Y,4.756,0.0293
822,03018,2022,Y,4.372,0.0292
823,03019,2018,Y,1.062,0.0017
824,03019,2019,Y,0.437,0.0007
825,03021,2018,N,0.0,0.0
826,03021,2019,N,0.0,0.0
827,03021,2020,N,0.0,0.0
828,03021,2021,N,0.0,0.0
829,03021,2022,N,0.0,0.0
830,03022,2018,N,0.0,0.0
831,03022,2019,N,0.0,0.0
832,03022,2020,N,0.0,0.0
833,03022,2021,N,0.0,0.0
834,03022,2022,N,0.0,0.0
835,03023,2019,Y,0.342,0.0012
836,03023,2020,Y,0.754,0.0015
837,03023,2021,Y,0.806,0.002
838,03023,2022,Y,0.514,0.001
839,03024,2019,Y,0.708,0.002
840,03024,2020,Y,0.123,0.001
841,03024,2021,Y,0.349,0.004
842,03024,2022,Y,0.235,0.0027
843,03025,2019,Y,1.24,0.0016
844,03025,2021,Y,0.519,0.0007
845,03026,2020,Y,4.912,0.014
846,03026,2021,Y,7.278,0.023
847,03026,2022,Y,4.242,0.014
848,03027,2020,Y,4.0,0.005
849,03028,2021,Y,2.506,0.0099
850,03029,2018,N,0.0,0.0
851,03029,2019,N,0.0,0.0
852,03029,2020,N,0.0,0.0
853,03029,2021,N,0.0,0.0
854,03029,2022,N,0.0,0.0
855,03030,2018,N,0.0,0.0
856,03030,2019,N,0.0,0.0
857,03030,2020,N,0.0,0.0
858,03030,2021,N,0.0,0.0
859,03030,2022,N,0.0,0.0
860,03031,2021,Y,7.368,0.014499999999999999
861,03031,2022,Y,6.424,0.0168
862,03032,2018,N,0.0,0.0
863,03032,2019,N,0.0,0.0
864,03032,2020,N,0.0,0.0
865,03032,2021,N,0.0,0.0
866,03032,2022,N,0.0,0.0
867,03033,2020,Y,1.0,0.003
868,03036,2020,Y,2.475,0.0075
869,03036,2021,Y,4.315,0.013900000000000001
870,03036,2022,Y,4.402,0.0135
871,03037,2018,N,0.0,0.0
872,03037,2019,N,0.0,0.0
873,03037,2020,N,0.0,0.0
874,03037,2021,N,0.0,0.0
875,03037,2022,N,0.0,0.0
876,03038,2018,N,0.0,0.0
877,03038,2019,N,0.0,0.0
878,03038,2020,N,0.0,0.0
879,03038,2021,N,0.0,0.0
880,03038,2022,N,0.0,0.0
881,03039,2022,Y,1.515,0.0025
882,03040,2018,N,0.0,0.0
883,03040,2019,N,0.0,0.0
884,03040,2020,N,0.0,0.0
885,03040,2021,N,0.0,0.0
886,03040,2022,N,0.0,0.0
887,03041,2021,Y,1.149,0.005
888,03041,2022,Y,3.433,0.01
889,03042,2018,N,0.0,0.0
890,03042,2019,N,0.0,0.0
891,03042,2020,N,0.0,0.0
892,03042,2021,N,0.0,0.0
893,03042,2022,N,0.0,0.0
894,03043,2021,Y,0.794,0.0015
895,03043,2022,Y,0.556,0.0015
896,03045,2018,N,0.0,0.0
897,03045,2019,N,0.0,0.0
898,03045,2020,N,0.0,0.0
899,03045,2021,N,0.0,0.0
900,03045,2022,N,0.0,0.0
901,03046,2018,N,0.0,0.0
902,03046,2019,N,0.0,0.0
903,03046,2020,N,0.0,0.0
904,03046,2021,N,0.0,0.0
905,03046,2022,N,0.0,0.0
906,03047,2021,Y,1.282,0.0066
907,03047,2022,Y,6.5360000000000005,0.034
908,03048,2018,N,0.0,0.0
909,03048,2019,N,0.0,0.0
910,03048,2020,N,0.0,0.0
911,03048,2021,N,0.0,0.0
912,03048,2022,N,0.0,0.0
913,03049,2021,Y,0.52,0.0039
914,03050,2022,Y,2.308,0.015
915,03051,2022,Y,0.449,0.0062
916,03052,2018,N,0.0,0.0
917,03052,2019,N,0.0,0.0
918,03052,2020,N,0.0,0.0
919,03052,2021,N,0.0,0.0
920,03052,2022,N,0.0,0.0
921,03054,2022,Y,0.859,0.0017
922,0800EA,2018,Y,3.921,0.0465
923,0800EA,2019,Y,1.312,0.0159
924,0800EA,2020,Y,5.105,0.0611
925,0800EA,2022,Y,3.339,0.0385
926,0820EA,2018,Y,1.854,0.033
927,0820EA,2019,Y,1.647,0.028
928,0820EA,2020,Y,2.754,0.046
929,0820EA,2021,Y,1.5,0.024
930,0820EA,2022,Y,2.43,0.037
931,0821EA,2018,Y,2.169,0.0244
932,0821EA,2019,Y,1.724,0.0181
933,0821EA,2020,Y,1.904,0.0237
934,0821EA,2021,Y,1.853,0.0181
935,0822EA,2018,Y,3.461,0.068
936,0822EA,2019,Y,3.531,0.0685
937,0822EA,2020,Y,3.635,0.0587
938,0822EA,2021,Y,3.723,0.0618
939,0822EA,2022,Y,3.525,0.0594
940,0823EA,2018,N,0.0,0.0
941,0823EA,2019,N,0.0,0.0
942,0823EA,2020,N,0.0,0.0
943,0823EA,2021,N,0.0,0.0
944,0823EA,2022,N,0.0,0.0
945,0824EA,2018,Y,2.421,0.0276
946,0824EA,2019,Y,2.619,0.0296
947,0824EA,2020,Y,1.807,0.0253
948,0824EA,2021,Y,1.921,0.022
949,0825EA,2018,Y,2.409,0.0199
950,0825EA,2019,Y,3.1,0.0217
951,0825EA,2020,Y,2.296,0.0186
952,0825EA,2021,Y,1.557,0.013
953,0827EA,2018,N,0.0,0.0
954,0827EA,2019,N,0.0,0.0
955,0827EA,2020,N,0.0,0.0
956,0827EA,2021,N,0.0,0.0
957,0827EA,2022,N,0.0,0.0
958,0828EA,2018,N,0.0,0.0
959,0828EA,2019,N,0.0,0.0
960,0828EA,2020,N,0.0,0.0
961,0828EA,2021,N,0.0,0.0
962,0828EA,2022,N,0.0,0.0
963,0829EA,2020,Y,4.703,0.38
964,0829EB,2020,Y,19.487,0.38
965,0830EA,2018,N,0.0,0.0
966,0830EA,2019,N,0.0,0.0
967,0830EA,2020,N,0.0,0.0
968,0830EA,2021,N,0.0,0.0
969,0830EA,2022,N,0.0,0.0
970,0831EA,2018,N,0.0,0.0
971,0831EA,2019,N,0.0,0.0
972,0831EA,2020,N,0.0,0.0
973,0831EA,2021,N,0.0,0.0
974,0831EA,2022,N,0.0,0.0
975,0832EA,2018,N,0.0,0.0
976,0832EA,2019,N,0.0,0.0
977,0832EA,2020,N,0.0,0.0
978,0832EA,2021,N,0.0,0.0
979,0832EA,2022,N,0.0,0.0
980,0833EA,2018,N,0.0,0.0
981,0833EA,2019,N,0.0,0.0
982,0833EA,2020,N,0.0,0.0
983,0833EA,2021,N,0.0,0.0
984,0833EA,2022,N,0.0,0.0
985,0834EA,2018,N,0.0,0.0
986,0834EA,2019,N,0.0,0.0
987,0834EA,2020,N,0.0,0.0
988,0834EA,2021,N,0.0,0.0
989,0834EA,2022,N,0.0,0.0
990,0835EA,2018,N,0.0,0.0
991,0835EA,2019,N,0.0,0.0
992,0835EA,2020,N,0.0,0.0
993,0835EA,2021,N,0.0,0.0
994,0835EA,2022,N,0.0,0.0
995,0836EA,2018,N,0.0,0.0
996,0836EA,2019,N,0.0,0.0
997,0836EA,2020,N,0.0,0.0
998,0836EA,2021,N,0.0,0.0
999,0836EA,2022,N,0.0,0.0
1000,0837EA,2021,Y,0.49,0.005
1001,0837EA,2022,Y,3.371,0.035
1002,0838EA,2018,N,0.0,0.0
1003,0838EA,2019,N,0.0,0.0
1004,0838EA,2020,N,0.0,0.0
1005,0838EA,2021,N,0.0,0.0
1006,0838EA,2022,N,0.0,0.0
1007,1015,2018,Y,4.1850000000000005,0.15000000000000002
1008,1015,2019,Y,4.977,0.2
1009,1015,2020,Y,4.056,0.133
1010,1015,2022,Y,1.371,0.05
1011,1023,2018,Y,5.223,0.25
1012,1023,2019,Y,6.8309999999999995,0.26
1013,1023,2020,Y,1.147,0.0481
1014,1023,2021,Y,4.708,0.2299
1015,1023,2022,Y,2.544,0.13
1016,1058,2018,Y,2.887,0.07
1017,1058,2019,Y,3.253,0.07
1018,1058,2020,Y,2.944,0.07
1019,1058,2021,Y,3.03,0.07
1020,1066,2018,Y,4.574,0.20500000000000002
1021,1066,2019,Y,6.679,0.31
1022,1066,2020,Y,3.6980000000000004,0.1765
1023,1066,2021,Y,7.422000000000001,0.4
1024,1066,2022,Y,2.717,0.15
1025,1082,2018,Y,2.3810000000000002,0.4
1026,1082,2019,Y,2.429,0.42
1027,1082,2020,Y,2.666,0.38
1028,1082,2021,Y,2.335,0.39999999999999997
1029,1082,2022,Y,2.441,0.45999999999999996
1030,1147,2018,N,0.0,0.0
1031,1147,2019,N,0.0,0.0
1032,1147,2020,N,0.0,0.0
1033,1147,2021,N,0.0,0.0
1034,1147,2022,N,0.0,0.0
1035,1155,2018,Y,8.025,0.5700000000000001
1036,1155,2019,Y,9.679,0.64
1037,1155,2020,Y,6.99,0.52
1038,1155,2021,Y,7.1739999999999995,0.5800000000000001
1039,1155,2022,Y,3.244,0.28
1040,1163,2018,Y,3.487,0.4
1041,1163,2019,Y,5.08,0.65
1042,1163,2020,Y,4.769,0.58
1043,1163,2021,Y,5.295,0.63
1044,1163,2022,Y,6.247999999999999,0.85
1045,1171,2018,Y,6.274,0.05
1046,1171,2019,Y,5.556,0.03
1047,1171,2020,Y,3.49,0.02
1048,1171,2021,Y,5.607,0.03
1049,1198,2018,Y,4.478,0.03
1050,1198,2019,Y,6.818,0.06
1051,1287,2018,N,0.0,0.0
1052,1287,2019,N,0.0,0.0
1053,1287,2020,N,0.0,0.0
1054,1287,2021,N,0.0,0.0
1055,1287,2022,N,0.0,0.0
1056,1295,2018,Y,15.986,0.69
1057,1295,2019,Y,22.157,0.73
1058,1295,2020,Y,3.187,0.13
1059,1295,2021,Y,3.727,0.152
1060,1295,2022,Y,2.6870000000000003,0.12
1061,1368,2018,Y,5.68,0.14
1062,1368,2019,Y,5.051,0.14
1063,1368,2021,Y,1.875,0.03
1064,1481,2018,Y,1.938,0.0025
1065,1481,2019,Y,2.652,0.0035
1066,1481,2020,Y,1.049,0.0015
1067,1481,2021,Y,1.5,0.0015
1068,1503,2018,Y,2.778,0.02
1069,1503,2019,Y,3.115,0.02
1070,1503,2021,Y,2.732,0.02
1071,1503,2022,Y,3.03,0.02
1072,1538,2019,Y,2.762,0.01
1073,1538,2020,Y,3.175,0.02
1074,1538,2021,Y,3.419,0.02
1075,1562,2018,Y,8.839,0.16
1076,1562,2019,Y,7.892,0.16
1077,1562,2020,Y,3.725,0.08
1078,1562,2021,Y,4.043,0.08
1079,1562,2022,Y,4.049,0.07
1080,1589,2018,N,0.0,0.0
1081,1589,2019,N,0.0,0.0
1082,1589,2020,N,0.0,0.0
1083,1589,2021,N,0.0,0.0
1084,1589,2022,N,0.0,0.0
1085,1619,2018,Y,1.462,0.03
1086,1619,2019,Y,2.36,0.05
1087,1619,2020,Y,1.248,0.02
1088,1619,2021,Y,1.681,0.02
1089,1643,2018,N,0.0,0.0
1090,1643,2019,N,0.0,0.0
1091,1643,2020,N,0.0,0.0
1092,1643,2021,N,0.0,0.0
1093,1643,2022,N,0.0,0.0
1094,1651,2018,Y,2.111,0.0175
1095,1651,2019,Y,2.16,0.01
1096,1651,2020,Y,2.16,0.01
1097,1651,2021,Y,2.667,0.01
1098,1694,2018,N,0.0,0.0
1099,1694,2019,N,0.0,0.0
1100,1694,2020,N,0.0,0.0
1101,1694,2021,N,0.0,0.0
1102,1694,2022,N,0.0,0.0
1103,1724,2018,Y,9.313,0.08499999999999999
1104,1724,2019,Y,7.927999999999999,0.065
1105,1724,2020,Y,53.188,0.315
1106,1724,2021,Y,4.418,0.03
1107,1724,2022,Y,3.704,0.025
1108,1818,2018,Y,5.233,0.336
1109,1818,2019,Y,4.009,0.208
1110,1818,2020,Y,6.0649999999999995,0.51
1111,1818,2021,Y,6.15,0.41000000000000003
1112,1818,2022,Y,2.355,0.15
1113,1899,2018,Y,3.585,0.55
1114,1899,2019,Y,3.867,0.6
1115,1899,2020,Y,3.458,0.55
1116,1899,2021,Y,4.507,1.1
1117,1899,2022,Y,0.93,1.1
1118,1902,2022,Y,7.229,0.03
1119,1929,2018,Y,4.095000000000001,0.30000000000000004
1120,1929,2019,Y,3.321,0.2
1121,1929,2020,Y,2.6630000000000003,0.16
1122,1929,2021,Y,4.484,0.3
1123,1929,2022,Y,5.1739999999999995,0.42
1124,1961,2018,Y,4.982,0.20500000000000002
1125,1961,2019,Y,1.9689999999999999,0.08
1126,1961,2020,Y,1.9749999999999999,0.08
1127,1961,2021,Y,2.691,0.105
1128,1961,2022,Y,3.387,0.14
1129,1996,2020,Y,3.393,0.02
1130,1996,2021,Y,1.883,0.01
1131,1996,2022,Y,1.739,0.01
1132,2038,2018,Y,2.52,0.08
1133,2038,2019,Y,1.597,0.05
1134,2038,2020,Y,2.053,0.06
1135,2038,2021,Y,4.667,0.14
1136,2038,2022,Y,4.661,0.16999999999999998
1137,2054,2020,Y,2.12,0.0052
1138,2054,2021,Y,2.882,0.0063999999999999994
1139,2054,2022,Y,0.872,0.0017
1140,2062,2019,Y,1.558,0.01
1141,2062,2020,Y,1.761,0.01
1142,2062,2021,Y,1.339,0.01
1143,2062,2022,Y,4.396,0.05
1144,2089,2018,Y,12.436,1.4000000000000001
1145,2089,2019,Y,12.324,1.35
1146,2089,2020,Y,6.608,0.85
1147,2089,2021,Y,8.241,1.15
1148,2089,2022,Y,2.74,0.4
1149,2097,2018,N,0.0,0.0
1150,2097,2019,N,0.0,0.0
1151,2097,2020,N,0.0,0.0
1152,2097,2021,N,0.0,0.0
1153,2097,2022,N,0.0,0.0
1154,2127,2018,Y,1.056,0.01
1155,2127,2019,Y,1.995,0.015
1156,2127,2021,Y,2.823,0.065
1157,2127,2022,Y,3.7720000000000002,0.06
1158,2135,2018,Y,6.361,0.025
1159,2135,2019,Y,6.46,0.025
1160,2135,2020,Y,3.396,0.02
1161,2135,2021,Y,3.75,0.015
1162,2143,2018,Y,45.629,0.1597
1163,2186,2018,Y,2.929,0.05
1164,2186,2019,Y,0.84,0.014
1165,2186,2020,Y,0.8029999999999999,0.0115
1166,2186,2021,Y,1.025,0.0175
1167,2186,2022,Y,1.526,0.02
1168,2224,2018,Y,24.821,0.215
1169,2224,2019,Y,2.985,0.02
1170,2259,2018,N,0.0,0.0
1171,2259,2019,N,0.0,0.0
1172,2259,2020,N,0.0,0.0
1173,2259,2021,N,0.0,0.0
1174,2259,2022,N,0.0,0.0
1175,2283,2018,N,0.0,0.0
1176,2283,2019,N,0.0,0.0
1177,2283,2020,N,0.0,0.0
1178,2283,2021,N,0.0,0.0
1179,2283,2022,N,0.0,0.0
1180,2291,2018,Y,1.447,0.13
1181,2291,2019,Y,1.42,0.13
1182,2291,2020,Y,2.43,0.21
1183,2291,2021,Y,3.82,0.3
1184,2291,2022,Y,2.273,0.15
1185,2305,2018,Y,1.12,0.05
1186,2305,2019,Y,0.823,0.045
1187,2305,2020,Y,0.751,0.041
1188,2305,2021,Y,1.623,0.1
1189,2429,2018,N,0.0,0.0
1190,2429,2019,N,0.0,0.0
1191,2429,2020,N,0.0,0.0
1192,2429,2021,N,0.0,0.0
1193,2429,2022,N,0.0,0.0
1194,2445,2018,Y,2.004,0.44999999999999996
1195,2445,2019,Y,2.279,0.5
1196,2445,2020,Y,2.289,0.5
1197,2445,2021,Y,4.104,1.0
1198,2445,2022,Y,0.97,1.0
1199,2453,2018,Y,0.273,0.01
1200,2453,2019,Y,1.792,0.060000000000000005
1201,2453,2020,Y,0.311,0.01
1202,2453,2021,Y,0.753,0.0315
1203,2453,2022,Y,0.7370000000000001,0.027000000000000003
1204,2488,2018,Y,4.558,0.15300000000000002
1205,2488,2019,Y,4.974,0.167
1206,2488,2020,Y,2.587,0.06
1207,2488,2021,Y,2.508,0.0579
1208,2488,2022,Y,6.25,0.185
1209,2542,2018,Y,2.137,0.06
1210,2542,2019,Y,1.209,0.03
1211,2542,2020,Y,4.225,0.11
1212,2542,2021,Y,1.528,0.04
1213,2542,2022,Y,11.723,0.4
1214,2569,2018,Y,2.012,0.06
1215,2569,2019,Y,0.73,0.02
1216,2569,2020,Y,0.696,0.02
1217,2569,2021,Y,2.121,0.07
1218,2569,2022,Y,2.1029999999999998,0.07
1219,2593,2018,Y,2.093,0.12
1220,2593,2019,Y,1.651,0.08
1221,2593,2020,Y,1.847,0.08
1222,2593,2021,Y,2.006,0.1
1223,2593,2022,Y,2.905,0.15000000000000002
1224,2607,2018,Y,1.72,0.0107
1225,2607,2019,Y,2.078,0.0106
1226,2658,2018,Y,2.383,0.465
1227,2658,2019,Y,2.907,0.47
1228,2658,2020,Y,3.218,0.493
1229,2658,2021,Y,2.417,0.3825
1230,2658,2022,Y,0.723,0.085
1231,2674,2021,Y,3.226,0.025
1232,2682,2018,N,0.0,0.0
1233,2682,2019,N,0.0,0.0
1234,2682,2020,N,0.0,0.0
1235,2682,2021,N,0.0,0.0
1236,2682,2022,N,0.0,0.0
1237,2739,2018,N,0.0,0.0
1238,2739,2019,N,0.0,0.0
1239,2739,2020,N,0.0,0.0
1240,2739,2021,N,0.0,0.0
1241,2739,2022,N,0.0,0.0
1242,2755,2019,Y,9.524,0.1
1243,2771,2018,Y,2.575,0.05
1244,2771,2022,Y,0.0,0.015
1245,2828,2018,Y,6.793,0.1
1246,2828,2019,Y,6.672,0.08
1247,2828,2020,Y,7.067,0.1
1248,2828,2021,Y,3.28,0.12
1249,2828,2022,Y,4.255,0.12
1250,2836,2018,Y,5.128,1.0
1251,2836,2019,Y,4.5120000000000005,1.0
1252,2836,2020,Y,1.83,0.4
1253,2836,2021,Y,2.633,0.56
1254,2836,2022,Y,2.801,0.63
1255,2852,2018,Y,2.441,0.074
1256,2852,2019,Y,2.063,0.03
1257,2852,2020,Y,1.349,0.02
1258,2852,2021,Y,1.852,0.02
1259,2984,2019,Y,0.752,0.01
1260,3018,2018,N,0.0,0.0
1261,3018,2019,N,0.0,0.0
1262,3018,2020,N,0.0,0.0
1263,3018,2021,N,0.0,0.0
1264,3018,2022,N,0.0,0.0
1265,3026,2018,Y,3.348,2.0
1266,3026,2019,Y,1.8860000000000001,1.0
1267,3026,2020,Y,2.077,0.8
1268,3026,2021,Y,1.5230000000000001,0.5
1269,3026,2022,Y,1.5550000000000002,0.5
1270,3034,2018,Y,4.229,0.35
1271,3034,2019,Y,4.055,0.35
1272,3034,2020,Y,3.227,0.25
1273,3034,2021,Y,4.833,0.35
1274,3034,2022,Y,4.634,0.30000000000000004
1275,3042,2018,Y,6.922000000000001,0.45
1276,3042,2019,Y,3.067,0.12
1277,3042,2020,Y,1.139,0.05
1278,3042,2021,Y,3.67,0.2
1279,3069,2018,Y,2.49,0.04
1280,3069,2019,Y,1.871,0.06
1281,3069,2020,Y,3.5970000000000004,0.125
1282,3069,2021,Y,1.8900000000000001,0.0675
1283,3069,2022,Y,1.101,0.036
1284,3107,2018,Y,8.405000000000001,0.125
1285,3107,2019,Y,8.366,0.125
1286,3107,2020,Y,8.754,0.125
1287,3107,2021,Y,7.327,0.125
1288,3107,2022,Y,8.011,0.15
1289,3158,2019,Y,0.899,0.025
1290,3174,2018,Y,9.74,0.015
1291,3174,2019,Y,7.576,0.01
1292,3174,2021,Y,4.587,0.005
1293,3174,2022,Y,5.263,0.005
1294,3182,2018,Y,3.3819999999999997,0.21500000000000002
1295,3182,2019,Y,5.249,0.22
1296,3182,2020,Y,3.7039999999999997,0.15000000000000002
1297,3182,2021,Y,2.545,0.11
1298,3182,2022,Y,1.545,0.07
1299,3204,2018,Y,3.199,0.095
1300,3204,2019,Y,7.782,0.07
1301,3204,2020,Y,2.8970000000000002,0.025
1302,3204,2021,Y,5.140000000000001,0.035
1303,3204,2022,Y,4.433,0.025
1304,3239,2018,N,0.0,0.0
1305,3239,2019,N,0.0,0.0
1306,3239,2020,N,0.0,0.0
1307,3239,2021,N,0.0,0.0
1308,3239,2022,N,0.0,0.0
1309,3247,2018,N,0.0,0.0
1310,3247,2019,N,0.0,0.0
1311,3247,2020,N,0.0,0.0
1312,3247,2021,N,0.0,0.0
1313,3247,2022,N,0.0,0.0
1314,3255,2018,Y,5.193,0.9400000000000001
1315,3255,2019,Y,5.705,1.08
1316,3255,2020,Y,2.295,0.51
1317,3255,2021,Y,3.5949999999999998,0.81
1318,3255,2022,Y,1.747,0.4
1319,3298,2018,Y,9.042,0.05
1320,3298,2019,Y,8.532,0.05
1321,3298,2020,Y,7.122,0.07500000000000001
1322,3298,2021,Y,7.996,0.075
1323,3298,2022,Y,4.969,0.04
1324,3301,2018,Y,5.446,0.47
1325,3301,2019,Y,5.526,0.5
1326,3301,2020,Y,5.379,0.42000000000000004
1327,3301,2021,Y,5.99,0.52
1328,3301,2022,Y,6.08,0.52
1329,3336,2018,Y,3.324,0.06
1330,3336,2019,Y,2.51,0.04
1331,3336,2020,Y,1.8450000000000002,0.03
1332,3336,2021,Y,3.928,0.06
1333,3336,2022,Y,13.845,0.21
1334,3379,2018,Y,1.145,0.01
1335,3379,2019,Y,3.306,0.02
1336,3379,2020,Y,2.574,0.02
1337,3379,2021,Y,2.401,0.02
1338,3379,2022,Y,2.682,0.025
1339,3395,2018,N,0.0,0.0
1340,3395,2019,N,0.0,0.0
1341,3395,2020,N,0.0,0.0
1342,3395,2021,N,0.0,0.0
1343,3395,2022,N,0.0,0.0
1344,3417,2019,Y,4.071,0.03
1345,3417,2020,Y,2.469,0.01
1346,3441,2018,N,0.0,0.0
1347,3441,2019,N,0.0,0.0
1348,3441,2020,N,0.0,0.0
1349,3441,2021,N,0.0,0.0
1350,3441,2022,N,0.0,0.0
1351,3476,2018,Y,2.3289999999999997,0.1
1352,3476,2019,Y,0.893,0.04
1353,3476,2021,Y,1.299,0.05
1354,3476,2022,Y,1.407,0.05
1355,3484,2018,N,0.0,0.0
1356,3484,2019,N,0.0,0.0
1357,3484,2020,N,0.0,0.0
1358,3484,2021,N,0.0,0.0
1359,3484,2022,N,0.0,0.0
1360,3514,2018,Y,3.093,0.003
1361,3514,2019,Y,2.778,0.003
1362,3514,2021,Y,3.623,0.005
1363,3514,2022,Y,12.121,0.02
1364,3557,2018,N,0.0,0.0
1365,3557,2019,N,0.0,0.0
1366,3557,2020,N,0.0,0.0
1367,3557,2021,N,0.0,0.0
1368,3557,2022,N,0.0,0.0
1369,3565,2018,N,0.0,0.0
1370,3565,2019,N,0.0,0.0
1371,3565,2020,N,0.0,0.0
1372,3565,2021,N,0.0,0.0
1373,3565,2022,N,0.0,0.0
1374,3573,2018,N,0.0,0.0
1375,3573,2019,N,0.0,0.0
1376,3573,2020,N,0.0,0.0
1377,3573,2021,N,0.0,0.0
1378,3573,2022,N,0.0,0.0
1379,3611,2018,N,0.0,0.0
1380,3611,2019,N,0.0,0.0
1381,3611,2020,N,0.0,0.0
1382,3611,2021,N,0.0,0.0
1383,3611,2022,N,0.0,0.0
1384,3662,2018,Y,3.5860000000000003,0.03
1385,3662,2019,Y,6.281000000000001,0.03
1386,3662,2020,Y,1.166,0.01
1387,3662,2021,Y,3.509,0.02
1388,3662,2022,Y,2.542,0.015
1389,3689,2018,Y,1.783,0.575
1390,3689,2019,Y,1.94,0.6000000000000001
1391,3689,2020,Y,2.017,0.6000000000000001
1392,3689,2021,Y,2.4080000000000004,0.6000000000000001
1393,3689,2022,Y,2.627,0.6000000000000001
1394,3719,2018,Y,8.052,2.48
1395,3719,2019,Y,6.8709999999999996,2.26
1396,3719,2020,Y,7.329000000000001,1.98
1397,3719,2021,Y,5.562,1.63
1398,3719,2022,Y,3.181,0.8300000000000001
1399,3743,2021,Y,3.81,0.02
1400,3778,2021,Y,4.551,0.0223
1401,3794,2018,N,0.0,0.0
1402,3794,2019,N,0.0,0.0
1403,3794,2020,N,0.0,0.0
1404,3794,2021,N,0.0,0.0
1405,3794,2022,N,0.0,0.0
1406,3816,2018,Y,5.67,0.30000000000000004
1407,3816,2019,Y,5.1129999999999995,0.33
1408,3816,2020,Y,5.053,0.33
1409,3816,2021,Y,4.968,0.33
1410,3816,2022,Y,2.979,0.21000000000000002
1411,3859,2018,Y,8.352,0.15
1412,3859,2019,Y,7.158,0.16
1413,3859,2020,Y,3.0060000000000002,0.065
1414,3859,2021,Y,0.862,0.015
1415,3859,2022,Y,2.327,0.035
1416,3867,2018,Y,2.877,0.29000000000000004
1417,3867,2019,Y,2.957,0.27
1418,3867,2020,Y,2.585,0.27
1419,3867,2021,Y,0.907,0.30000000000000004
1420,3867,2022,Y,0.993,0.35
1421,3883,2018,Y,2.766,0.045
1422,3883,2019,Y,2.363,0.04
1423,3883,2020,Y,1.943,0.05
1424,3883,2021,Y,2.577,0.05
1425,3891,2018,N,0.0,0.0
1426,3891,2019,N,0.0,0.0
1427,3891,2020,N,0.0,0.0
1428,3891,2021,N,0.0,0.0
