,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Year,Announced,ROE,Stock Code,Year
11663,6.29,3.000,1.7100,64.33m,9.99m,3,2022-03-31,2022-06-30,2022-05-26,3.7%,5159,2022
11664,7.24,0.000,1.6400,72.14m,11.48m,2,2021-12-31,2022-06-30,2022-02-24,4.4%,5159,2022
11665,0.63,0.000,1.5900,22.12m,1.00m,1,2021-09-30,2022-06-30,2021-11-23,0.4%,5159,2022
11666,2.16,1.500,1.5800,37.14m,3.42m,4,2021-06-30,2021-06-30,2021-09-14,1.4%,5159,2021
11667,4.29,2.500,1.5800,53.86m,6.81m,3,2021-03-31,2021-06-30,2021-05-27,2.7%,5159,2021
11668,4.53,0.000,1.5400,54.93m,7.19m,2,2020-12-31,2021-06-30,2021-02-23,2.9%,5159,2021
11669,3.59,0.000,1.5100,59.73m,5.70m,1,2020-09-30,2021-06-30,2020-11-26,2.4%,5159,2021
11670,1.91,1.500,1.4600,34.51m,3.03m,4,2020-06-30,2020-06-30,2020-08-27,1.3%,5159,2020
11671,2.60,1.500,1.4600,50.22m,4.15m,3,2020-03-31,2020-06-30,2020-06-25,1.8%,5159,2020
11672,2.21,0.000,1.4400,64.79m,3.53m,2,2019-12-31,2020-06-30,2020-02-27,1.5%,5159,2020
11673,2.35,0.000,1.4400,52.19m,3.76m,1,2019-09-30,2020-06-30,2019-11-21,1.6%,5159,2020
11674,1.96,2.500,1.4200,55.52m,3.13m,4,2019-06-30,2019-06-30,2019-08-27,1.4%,5159,2019
11675,3.42,2.500,1.4300,54.05m,5.47m,3,2019-03-31,2019-06-30,2019-05-30,2.4%,5159,2019
11676,5.16,2.000,1.4000,58.48m,8.26m,2,2018-12-31,2019-06-30,2019-02-28,3.7%,5159,2019
11677,3.74,0.000,1.3700,55.77m,5.98m,1,2018-09-30,2019-06-30,2018-11-27,2.7%,5159,2019
11678,3.47,2.000,1.3306,50.22m,5.55m,4,2018-06-30,2018-06-30,2018-08-28,2.6%,5159,2018
11679,5.28,2.000,1.3159,54.68m,8.45m,3,2018-03-31,2018-06-30,2018-05-24,4.0%,5159,2018
11680,4.15,3.000,1.2631,51.84m,6.64m,2,2017-12-31,2018-06-30,2018-02-27,3.3%,5159,2018
11681,2.74,0.000,1.2516,49.20m,4.38m,1,2017-09-30,2018-06-30,2017-11-23,2.2%,5159,2018
11682,0.33,0.000,1.1600,6.49b,36.62m,1,2022-09-30,2023-06-30,2022-11-24,0.3%,4677,2023
11683,0.08,3.000,1.1700,6.07b,8.68m,4,2022-06-30,2022-06-30,2022-08-25,0.1%,4677,2022
11684,3.78,0.000,1.1500,6.17b,414.61m,3,2022-03-31,2022-06-30,2022-05-26,3.3%,4677,2022
11685,0.02,0.000,1.0800,6.85b,63.28m,2,2021-12-31,2022-06-30,2022-02-24,0.0%,4677,2022
11686,0.96,0.000,1.1200,5.06b,105.22m,1,2021-09-30,2022-06-30,2021-11-25,0.9%,4677,2022
11687,-3.84,2.500,1.1600,4.37b,-408.51m,4,2021-06-30,2021-06-30,2021-09-08,-3.3%,4677,2021
11688,0.21,0.000,1.1900,4.22b,22.43m,3,2021-03-31,2021-06-30,2021-05-28,0.2%,4677,2021
11689,0.15,0.000,1.1500,4.59b,16.09m,2,2020-12-31,2021-06-30,2021-02-25,0.1%,4677,2021
11690,0.01,0.000,1.1700,4.18b,1.29m,1,2020-09-30,2021-06-30,2020-11-26,0.0%,4677,2021
11691,-2.39,0.000,1.1700,3.52b,-252.23m,4,2020-06-30,2020-06-30,2020-08-28,-2.0%,4677,2020
11692,0.28,0.000,1.2100,4.81b,29.52m,3,2020-03-31,2020-06-30,2020-06-16,0.2%,4677,2020
11693,0.17,0.000,1.2400,5.54b,17.54m,2,2019-12-31,2020-06-30,2020-02-20,0.1%,4677,2020
11694,0.14,0.000,1.2300,5.28b,15.31m,1,2019-09-30,2020-06-30,2019-11-26,0.1%,4677,2020
11695,0.02,0.040,1.2700,5.04b,2.44m,4,2019-06-30,2019-06-30,2019-08-29,0.0%,4677,2019
11696,0.80,0.000,1.3000,4.31b,85.80m,3,2019-03-31,2019-06-30,2019-05-31,0.6%,4677,2019
11697,0.42,0.000,1.2700,4.55b,44.82m,2,2018-12-31,2019-06-30,2019-02-27,0.3%,4677,2019
11698,1.19,0.000,1.3500,4.09b,125.79m,1,2018-09-30,2019-06-30,2018-11-23,0.9%,4677,2019
11699,-0.41,0.040,1.3100,4.15b,-43.36m,4,2018-06-30,2018-06-30,2018-08-29,-0.3%,4677,2018
11700,1.29,0.000,1.3200,3.88b,136.25m,3,2018-03-31,2018-06-30,2018-05-24,1.0%,4677,2018
11701,1.20,0.000,1.3300,3.90b,126.09m,2,2017-12-31,2018-06-30,2018-02-23,0.9%,4677,2018
11702,1.36,0.000,1.4300,3.93b,142.90m,1,2017-09-30,2018-06-30,2017-11-22,1.0%,4677,2018
11703,1.34,0.000,1.6330,112.26m,22.86m,1,2022-09-30,2023-06-30,2022-11-24,0.8%,5109,2023
11704,4.85,2.070,1.6268,106.42m,82.66m,4,2022-06-30,2022-06-30,2022-08-01,3.0%,5109,2022
11705,-0.94,0.000,1.5555,77.50m,-16.09m,3,2022-03-31,2022-06-30,2022-05-26,-0.6%,5109,2022
11706,0.15,1.890,1.5507,89.76m,2.50m,2,2021-12-31,2022-06-30,2022-02-24,0.1%,5109,2022
11707,0.87,0.000,1.5712,90.17m,14.79m,1,2021-09-30,2022-06-30,2021-11-25,0.6%,5109,2022
11708,5.57,2.350,1.5873,89.39m,94.93m,4,2021-06-30,2021-06-30,2021-07-30,3.5%,5109,2021
11709,-0.13,0.000,1.5350,79.05m,-2.29m,3,2021-03-31,2021-06-30,2021-05-28,-0.1%,5109,2021
11710,-1.55,1.810,1.5216,78.80m,-26.37m,2,2020-12-31,2021-06-30,2021-02-25,-1.0%,5109,2021
11711,0.97,0.000,1.5117,79.04m,16.56m,1,2020-09-30,2021-06-30,2020-11-26,0.6%,5109,2021
11712,-7.23,2.840,1.4996,69.77m,-123.16m,4,2020-06-30,2020-06-30,2020-07-30,-4.8%,5109,2020
